"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","start_time.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r"
"49",2006,1,20.7399010159155,1881,4019,"yes","no",1823.80333374004,1823.80333374004,10318.0464067518,4.75053025179178,1,2.75780806360023,0,0,2029,1,0,1881,4019,"yes","no",1881,1881,72123.8518946728,4.75053025179178,1,2.75780806360023,0,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"50",2006,1,20.7399010159155,1881,4019,"yes","no",1823.80333374004,1823.80333374004,10318.0464067518,4.75053025179178,1,2.75780806360023,0,0,2029,1,0,1256.81505771201,2381.52547682432,"no","no",1256.81505771201,1256.81505771201,63424.1489593724,2.11196282391055,1,2.75780806360023,-1,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"51",2007,2,65,1834.66741779569,4446.17190315951,"yes","no",1795.06576025792,1709.58643834088,10396.842448616,4.54418800148766,1.04869392390687,1.98367404883589,0,0,2029,2,3.80699481229141,1813.92751677978,4355.33202205445,"yes","no",1894.70292844124,1804.47897946785,73611.3198958278,4.44021124871887,1.04869392390687,1.98367404883589,0,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"52",2007,2,65,1834.66741779569,4446.17190315951,"yes","no",1795.06576025792,1709.58643834088,10396.842448616,4.54418800148766,1.04869392390687,1.98367404883589,0,0,2029,2,65,1213.02657557138,2189.73338484326,"no","no",1143.15478616493,1088.7188439666,64267.7415138216,1.96404369066437,1.04869392390687,1.98367404883589,-1,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"53",2008,3,65,1834.33341708931,5331.5540990126,"no","no",2097.5824412427,1902.56910770313,11198.3877476912,4.58406612299705,1.21379897785349,1.98353208404316,0,0,2029,3,35.4629336953236,1235.83558798512,2755.08393304887,"no","no",1429.71410671234,1296.79284055541,64681.056656865,2.05513265677739,1.21379897785349,1.98353208404316,-1,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"54",2008,3,65,1834.33341708931,5331.5540990126,"no","no",2097.5824412427,1902.56910770313,11198.3877476912,4.58406612299705,1.21379897785349,1.98353208404316,0,0,2029,3,0,1753.18993545449,4955.3474936181,"no","no",2128.02015163769,1930.17700828816,75148.7171734375,4.1814192770115,1.21379897785349,1.98353208404316,0,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"55",2009,4,77,1833.97195711034,5991.05304136459,"no","no",2302.22359921477,1988.74730522818,11639.6565819899,4.61321086655236,1.32112436115843,1.56729131175468,0,0,2029,4,77,1690.91302927977,5263.03164852536,"no","no",2113.22496457659,1825.48317855661,76466.589188224,3.91069559350887,1.32112436115843,1.56729131175468,0,0,2029,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"56",2009,4,77,1833.97195711034,5991.05304136459,"no","no",2302.22359921477,1988.74730522818,11639.6565819899,4.61321086655236,1.32112436115843,1.56729131175468,0,0,2029,4,53.610884562941,1228.26184112713,3030.20294974569,"no","no",1538.66276660338,1329.15474925246,66311.3482865455,2.0392015732361,1.32112436115843,1.56729131175468,-1,0,2029,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"57",2010,5,77,1845.59432680809,6072.09150312573,"no","no",2498.73807657991,2055.717999459,11353.2849400871,4.67386002220302,1.44108461101647,2.08986371379898,0,0,2029,5,0.0711357945586357,1707.96645903696,5239.80373287651,"no","no",2461.17551613465,2024.81518802117,72611.1461265261,3.98659786941414,1.44108461101647,2.08986371379898,0,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"58",2010,5,77,1845.59432680809,6072.09150312573,"no","no",2498.73807657991,2055.717999459,11353.2849400871,4.67386002220302,1.44108461101647,2.08986371379898,0,0,2029,1,0,1845.59432680809,6072.09150312573,"no","no",1845.59432680809,1845.59432680809,72330.922456168,4.67386002220302,1.44108461101647,2.08986371379898,4,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
