"","optimal_launch_pfn","satellites","debris","p","F","L(satellites, debris)","G(satellites, debris)","satellites:debris","satellites:p","satellites:F","satellites:L(satellites, debris)","satellites:G(satellites, debris)","debris:p","debris:F","debris:L(satellites, debris)","debris:G(satellites, debris)","p:F","p:L(satellites, debris)","p:G(satellites, debris)","F:L(satellites, debris)","F:G(satellites, debris)","L(satellites, debris):G(satellites, debris)","satellites:debris:p","satellites:debris:F","satellites:debris:L(satellites, debris)","satellites:debris:G(satellites, debris)","satellites:p:F","satellites:p:L(satellites, debris)","satellites:p:G(satellites, debris)","satellites:F:L(satellites, debris)","satellites:F:G(satellites, debris)","satellites:L(satellites, debris):G(satellites, debris)","debris:p:F","debris:p:L(satellites, debris)","debris:p:G(satellites, debris)","debris:F:L(satellites, debris)","debris:F:G(satellites, debris)","debris:L(satellites, debris):G(satellites, debris)","p:F:L(satellites, debris)","p:F:G(satellites, debris)","p:L(satellites, debris):G(satellites, debris)","F:L(satellites, debris):G(satellites, debris)","satellites:debris:p:F","satellites:debris:p:L(satellites, debris)","satellites:debris:p:G(satellites, debris)","satellites:debris:F:L(satellites, debris)","satellites:debris:F:G(satellites, debris)","satellites:debris:L(satellites, debris):G(satellites, debris)","satellites:p:F:L(satellites, debris)","satellites:p:F:G(satellites, debris)","satellites:p:L(satellites, debris):G(satellites, debris)","satellites:F:L(satellites, debris):G(satellites, debris)","debris:p:F:L(satellites, debris)","debris:p:F:G(satellites, debris)","debris:p:L(satellites, debris):G(satellites, debris)","debris:F:L(satellites, debris):G(satellites, debris)","p:F:L(satellites, debris):G(satellites, debris)","satellites:debris:p:F:L(satellites, debris)","satellites:debris:p:F:G(satellites, debris)","satellites:debris:p:L(satellites, debris):G(satellites, debris)","satellites:debris:F:L(satellites, debris):G(satellites, debris)","satellites:p:F:L(satellites, debris):G(satellites, debris)","debris:p:F:L(satellites, debris):G(satellites, debris)","satellites:debris:p:F:L(satellites, debris):G(satellites, debris)"
"142",2319.47287171236,8181.81818181818,10000,1,5,0.0447141667984324,83227.18573232,81818181.8181818,8181.81818181818,40909.0909090909,365.843182896265,680949701.446255,10000,50000,447.141667984324,832271857.3232,5,0.0447141667984324,83227.18573232,0.223570833992162,416135.9286616,3721.43426499907,81818181.8181818,409090909.090909,3658431.82896265,6809497014462.55,40909.0909090909,365.843182896265,680949701.446255,1829.21591448132,3404748507.23127,30448098.5318106,50000,447.141667984324,832271857.3232,2235.70833992162,4161359286.616,37214342.6499907,0.223570833992162,416135.9286616,3721.43426499907,18607.1713249953,409090909.090909,3658431.82896265,6809497014462.55,18292159.1448132,34047485072312.7,304480985318.106,1829.21591448132,3404748507.23127,30448098.5318106,152240492.659053,2235.70833992162,4161359286.616,37214342.6499907,186071713.249953,18607.1713249953,18292159.1448132,34047485072312.7,304480985318.106,1522404926590.53,152240492.659053,186071713.249953,1522404926590.53
"143",1541.67443602679,9090.90909090909,10000,1,5,0.0531761449912505,111941.058636658,90909090.9090909,9090.90909090909,45454.5454545455,483.419499920459,1017645987.60598,10000,50000,531.761449912505,1119410586.36658,5,0.0531761449912505,111941.058636658,0.265880724956252,559705.29318329,5952.59396453699,90909090.9090909,454545454.545455,4834194.99920459,10176459876059.8,45454.5454545455,483.419499920459,1017645987.60598,2417.09749960229,5088229938.02991,54114490.5866999,50000,531.761449912505,1119410586.36658,2658.80724956252,5597052931.8329,59525939.6453699,0.265880724956252,559705.29318329,5952.59396453699,29762.969822685,454545454.545455,4834194.99920459,10176459876059.8,24170974.9960229,50882299380299.1,541144905866.999,2417.09749960229,5088229938.02991,54114490.5866999,270572452.9335,2658.80724956252,5597052931.8329,59525939.6453699,297629698.22685,29762.969822685,24170974.9960229,50882299380299.1,541144905866.999,2705724529335,270572452.9335,297629698.22685,2705724529335
"144",786.244647577814,10000,10000,1,5,0.0623758401335648,146925.744080811,1e+08,10000,50000,623.758401335649,1469257440.80811,10000,50000,623.758401335649,1469257440.80811,5,0.0623758401335648,146925.744080811,0.311879200667824,734628.720404053,9164.61672428971,1e+08,5e+08,6237584.01335648,14692574408081.1,50000,623.758401335649,1469257440.80811,3118.79200667824,7346287204.04053,91646167.2428971,50000,623.758401335649,1469257440.80811,3118.79200667824,7346287204.04053,91646167.2428971,0.311879200667824,734628.720404053,9164.61672428971,45823.0836214486,5e+08,6237584.01335648,14692574408081.1,31187920.0667824,73462872040405.3,916461672428.971,3118.79200667824,7346287204.04053,91646167.2428971,458230836.214486,3118.79200667824,7346287204.04053,91646167.2428971,458230836.214486,45823.0836214486,31187920.0667824,73462872040405.3,916461672428.971,4582308362144.86,458230836.214486,458230836.214486,4582308362144.86
"145",10000,0,0,1,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",9107.71641152281,909.090909090909,0,1,5.55555555555556,0.00117921121173872,360.646393997413,0,909.090909090909,5050.50505050505,1.07201019248974,327860.358179467,0,0,0,0,5.55555555555556,0.00117921121173872,360.646393997413,0.00655117339854843,2003.59107776341,0.425278271274889,0,0,0,0,5050.50505050505,1.07201019248974,327860.358179467,5.95561218049857,1821446.43433037,386.616610249899,0,0,0,0,0,0,0.00655117339854843,2003.59107776341,0.425278271274889,2.36265706263827,0,0,0,0,0,0,5.95561218049857,1821446.43433037,386.616610249899,2147.87005694388,0,0,0,0,2.36265706263827,0,0,0,0,2147.87005694388,0,0
"147",8218.8584597414,1818.18181818182,0,1,5.55555555555556,0.00309613937297373,1893.82782161641,0,1818.18181818182,10101.0101010101,5.6293443144977,3443323.31202983,0,0,0,0,5.55555555555556,0.00309613937297373,1893.82782161641,0.0172007742942985,10521.2656756467,5.86355488413964,0,0,0,0,10101.0101010101,5.6293443144977,3443323.31202983,31.2741350805428,19129573.9557213,10661.0088802539,0,0,0,0,0,0,0.0172007742942985,10521.2656756467,5.86355488413964,32.5753049118869,0,0,0,0,0,0,31.2741350805428,19129573.9557213,10661.0088802539,59227.8271125216,0,0,0,0,32.5753049118869,0,0,0,0,59227.8271125216,0,0
"148",7335.40198345979,2727.27272727273,0,1,5.55555555555556,0.00575078448370505,5276.40765129711,0,2727.27272727273,15151.5151515152,15.683957682832,14390202.6853558,0,0,0,0,5.55555555555556,0.00575078448370505,5276.40765129711,0.0319488026872503,29313.3758405395,30.3434832507821,0,0,0,0,15151.5151515152,15.683957682832,14390202.6853558,87.1330982379553,79945570.4741987,82754.9543203147,0,0,0,0,0,0,0.0319488026872503,29313.3758405395,30.3434832507821,168.574906948789,0,0,0,0,0,0,87.1330982379553,79945570.4741987,82754.9543203147,459749.746223971,0,0,0,0,168.574906948789,0,0,0,0,459749.746223971,0,0
"149",6459.32447025533,3636.36363636364,0,1,5.55555555555556,0.00914314654393267,11185.2492514797,0,3636.36363636364,20202.0202020202,33.2478056143006,40673633.6417442,0,0,0,0,5.55555555555556,0.00914314654393267,11185.2492514797,0.0507952585774037,62140.2736193314,102.268373036692,0,0,0,0,20202.0202020202,33.2478056143006,40673633.6417442,184.710031190559,225964631.343023,371884.992860697,0,0,0,0,0,0,0.0507952585774037,62140.2736193314,102.268373036692,568.15762798162,0,0,0,0,0,0,184.710031190559,225964631.343023,371884.992860697,2066027.73811498,0,0,0,0,568.15762798162,0,0,0,0,2066027.73811498,0,0
"150",5592.6037957265,4545.45454545455,0,1,5.55555555555556,0.0132732255536566,20297.2159906042,0,4545.45454545455,25252.5252525253,60.3328434257117,92260072.6845645,0,0,0,0,5.55555555555556,0.0132732255536566,20297.2159906042,0.0737401419647588,112762.311058912,269.409525954574,0,0,0,0,25252.5252525253,60.3328434257117,92260072.6845645,335.182463476176,512555959.358692,1224588.75433898,0,0,0,0,0,0,0.0737401419647588,112762.311058912,269.409525954574,1496.71958863652,0,0,0,0,0,0,335.182463476176,512555959.358692,1224588.75433898,6803270.85743875,0,0,0,0,1496.71958863652,0,0,0,0,6803270.85743875,0,0
"151",4737.21550447945,5454.54545454545,0,1,5.55555555555556,0.0181410215128768,33289.1712371108,0,5454.54545454545,30303.0303030303,98.9510264338735,181577297.656968,0,0,0,0,5.55555555555556,0.0181410215128768,33289.1712371108,0.100783452849316,184939.840206171,603.899571558267,0,0,0,0,30303.0303030303,98.9510264338735,181577297.656968,549.72792463263,1008762764.76093,3293997.66304509,0,0,0,0,0,0,0.100783452849316,184939.840206171,603.899571558267,3354.99761976815,0,0,0,0,0,0,549.72792463263,1008762764.76093,3293997.66304509,18299987.0169172,0,0,0,0,3354.99761976815,0,0,0,0,18299987.0169172,0,0
"152",3895.13808542638,6363.63636363636,0,1,5.55555555555556,0.0237465344215933,50837.9783594397,0,6363.63636363636,35353.5353535354,151.114309955594,323514407.741889,0,0,0,0,5.55555555555556,0.0237465344215933,50837.9783594397,0.131925191231074,282433.213107998,1207.22580303665,0,0,0,0,35353.5353535354,151.114309955594,323514407.741889,839.523944197743,1797302265.23272,7682346.01932414,0,0,0,0,0,0,0.131925191231074,282433.213107998,1207.22580303665,6706.81001687028,0,0,0,0,0,0,839.523944197743,1797302265.23272,7682346.01932414,42679700.1073563,0,0,0,0,6706.81001687028,0,0,0,0,42679700.1073563,0,0
"153",3068.34889726218,7272.72727272727,0,1,5.55555555555556,0.0300897642798061,73620.5007260309,0,7272.72727272727,40404.0404040404,218.834649307681,535421823.462043,0,0,0,0,5.55555555555556,0.0300897642798061,73620.5007260309,0.167165357110034,409002.781811283,2215.22351300757,0,0,0,0,40404.0404040404,218.834649307681,535421823.462043,1215.74805170934,2974565685.90024,16110716.4582368,0,0,0,0,0,0,0.167165357110034,409002.781811283,2215.22351300757,12306.7972944865,0,0,0,0,0,0,1215.74805170934,2974565685.90024,16110716.4582368,89503980.323538,0,0,0,0,12306.7972944865,0,0,0,0,89503980.323538,0,0
"154",2258.82273467977,8181.81818181818,0,1,5.55555555555556,0.0371707110875152,102313.601705325,0,8181.81818181818,45454.5454545455,304.123999806943,837111286.679929,0,0,0,0,5.55555555555556,0.0371707110875152,102313.601705325,0.206503950486196,568408.898362914,3803.06932931173,0,0,0,0,45454.5454545455,304.123999806943,837111286.679929,1689.57777670524,4650618259.33294,31116021.7852778,0,0,0,0,0,0,0.206503950486196,568408.898362914,3803.06932931173,21128.1629406207,0,0,0,0,0,0,1689.57777670524,4650618259.33294,31116021.7852778,172866787.695988,0,0,0,0,21128.1629406207,0,0,0,0,172866787.695988,0,0
"155",1468.53942262821,9090.90909090909,0,1,5.55555555555556,0.0449893748447206,137594.144665761,0,9090.90909090909,50505.0505050505,408.994316770188,1250855860.59783,0,0,0,0,5.55555555555556,0.0449893748447206,137594.144665761,0.249940971359559,764411.914809783,6190.27455080664,0,0,0,0,50505.0505050505,408.994316770188,1250855860.59783,2272.19064872326,6949199225.54348,56275223.1891513,0,0,0,0,0,0,0.249940971359559,764411.914809783,6190.27455080664,34390.414171148,0,0,0,0,0,0,2272.19064872326,6949199225.54348,56275223.1891513,312640128.828618,0,0,0,0,34390.414171148,0,0,0,0,312640128.828618,0,0
"156",699.47434139443,10000,0,1,5.55555555555556,0.0535457555514223,180138.99297578,0,10000,55555.5555555556,535.457555514223,1801389929.7578,0,0,0,0,5.55555555555556,0.0535457555514223,180138.99297578,0.297476419730124,1000772.18319878,9645.67848316051,0,0,0,0,55555.5555555556,535.457555514223,1801389929.7578,2974.76419730124,10007721831.9878,96456784.8316051,0,0,0,0,0,0,0.297476419730124,1000772.18319878,9645.67848316051,53587.102684225,0,0,0,0,0,0,2974.76419730124,10007721831.9878,96456784.8316051,535871026.84225,0,0,0,0,53587.102684225,0,0,0,0,535871026.84225,0,0
"157",10000,0,909.090909090909,1,5.55555555555556,9.57676036660614e-05,17.3160089130288,0,0,0,0,0,909.090909090909,5050.50505050505,0.0870614578782376,15741.8262845717,5.55555555555556,9.57676036660614e-05,17.3160089130288,0.00053204224258923,96.2000495168269,0.00165831267866093,0,0,0,0,0,0,0,0,0,0,5050.50505050505,0.0870614578782376,15741.8262845717,0.483674765990209,87454.5904698426,1.50755698060085,0.00053204224258923,96.2000495168269,0.00165831267866093,0.00921284821478296,0,0,0,0,0,0,0,0,0,0,0.483674765990209,87454.5904698426,1.50755698060085,8.3753165588936,0.00921284821478296,0,0,0,0,0,8.3753165588936,0
"158",9107.85416306122,909.090909090909,909.090909090909,1,5.55555555555556,0.00133346194591502,298.785666048421,826446.280991736,909.090909090909,5050.50505050505,1.21223813265002,271623.332771292,909.090909090909,5050.50505050505,1.21223813265002,271623.332771292,5.55555555555556,0.00133346194591502,298.785666048421,0.00740812192175013,1659.92036693567,0.398419315660444,826446.280991736,4591368.22773186,1102.03466604547,246930302.519356,5050.50505050505,1.21223813265002,271623.332771292,6.73465629250011,1509018.51539607,362.199377873131,5050.50505050505,1.21223813265002,271623.332771292,6.73465629250011,1509018.51539607,362.199377873131,0.00740812192175013,1659.92036693567,0.398419315660444,2.21344064255802,4591368.22773186,1102.03466604547,246930302.519356,6122.41481136374,1371835013.99642,329272.161702846,6.73465629250011,1509018.51539607,362.199377873131,2012.21876596184,6.73465629250011,1509018.51539607,362.199377873131,2012.21876596184,2.21344064255802,6122.41481136374,1371835013.99642,329272.161702846,1829289.78723803,2012.21876596184,2012.21876596184,1829289.78723803
"159",8219.23791754774,1818.18181818182,909.090909090909,1,5.55555555555556,0.00330887323766028,1623.22412484389,1652892.56198347,1818.18181818182,10101.0101010101,6.01613315938233,2951316.59062525,909.090909090909,5050.50505050505,3.00806657969117,1475658.29531262,5.55555555555556,0.00330887323766028,1623.22412484389,0.0183826290981127,9017.91180468826,5.37104286542047,1652892.56198347,9182736.45546373,5469.21196307485,2683015082.38659,10101.0101010101,6.01613315938233,2951316.59062525,33.4229619965685,16396203.2812514,9765.53248258268,5050.50505050505,3.00806657969117,1475658.29531262,16.7114809982843,8198101.64062569,4882.76624129134,0.0183826290981127,9017.91180468826,5.37104286542047,29.8391270301137,9182736.45546373,5469.21196307485,2683015082.38659,30384.5109059714,14905639346.5922,8877756.80234789,33.4229619965685,16396203.2812514,9765.53248258268,54252.9582365704,16.7114809982843,8198101.64062569,4882.76624129134,27126.4791182852,29.8391270301137,30384.5109059714,14905639346.5922,8877756.80234789,49320871.1241549,54252.9582365704,27126.4791182852,49320871.1241549
"160",7336.12900674783,2727.27272727273,909.090909090909,1,5.55555555555556,0.00602200147890184,4686.64522252025,2479338.84297521,2727.27272727273,15151.5151515152,16.423640397005,12781759.6977825,909.090909090909,5050.50505050505,5.47454679900168,4260586.5659275,5.55555555555556,0.00602200147890184,4686.64522252025,0.0334555637716769,26036.9179028903,28.2229844611052,2479338.84297521,13774104.6831956,14930.5821790955,11619781543.4386,15151.5151515152,16.423640397005,12781759.6977825,91.2424466500279,71009776.0987917,76971.7758030143,5050.50505050505,5.47454679900168,4260586.5659275,30.4141488833426,23669925.3662639,25657.2586010047,0.0334555637716769,26036.9179028903,28.2229844611052,156.794358117251,13774104.6831956,14930.5821790955,11619781543.4386,82947.6787727527,64554341907.9925,69974341.6391039,91.2424466500279,71009776.0987917,76971.7758030143,427620.976683412,30.4141488833426,23669925.3662639,25657.2586010047,142540.325561137,156.794358117251,82947.6787727527,64554341907.9925,69974341.6391039,388746342.439466,427620.976683412,142540.325561137,388746342.439466
"161",6460.50293682274,3636.36363636364,909.090909090909,1,5.55555555555556,0.0094728466696397,10169.7424212738,3305785.12396694,3636.36363636364,20202.0202020202,34.4467151623262,36980881.5319047,909.090909090909,5050.50505050505,8.61167879058155,9245220.38297617,5.55555555555556,0.0094728466696397,10169.7424212738,0.0526269259424428,56498.5690070766,96.336410626457,3305785.12396694,18365472.9109275,31315.1956021147,33618983210.8224,20202.0202020202,34.4467151623262,36980881.5319047,191.370639790701,205449341.843915,350314.220459844,5050.50505050505,8.61167879058155,9245220.38297617,47.8426599476753,51362335.4609787,87578.5551149609,0.0526269259424428,56498.5690070766,96.336410626457,535.202281258095,18365472.9109275,31315.1956021147,33618983210.8224,173973.308900637,186772128949.014,318467473.145312,191.370639790701,205449341.843915,350314.220459844,1946190.1136658,47.8426599476753,51362335.4609787,87578.5551149609,486547.52841645,535.202281258095,173973.308900637,186772128949.014,318467473.145312,1769263739.69618,1946190.1136658,486547.52841645,1769263739.69618
"162",5594.33785274323,4545.45454545455,909.090909090909,1,5.55555555555556,0.0136614088098739,18750.6557874633,4132231.40495868,4545.45454545455,25252.5252525253,62.0973127721539,85230253.5793788,909.090909090909,5050.50505050505,12.4194625544308,17046050.7158758,5.55555555555556,0.0136614088098739,18750.6557874633,0.0758967156104103,104170.309930352,256.160374165764,4132231.40495868,22956841.1386593,56452.1025201399,77482048708.5262,25252.5252525253,62.0973127721539,85230253.5793788,344.985070956411,473501408.774327,1164365.33711711,5050.50505050505,12.4194625544308,17046050.7158758,68.9970141912821,94700281.7548653,232873.067423422,0.0758967156104103,104170.309930352,256.160374165764,1423.1131898098,22956841.1386593,56452.1025201399,77482048708.5262,313622.791778555,430455826158.479,1058513942.83374,344.985070956411,473501408.774327,1164365.33711711,6468696.31731727,68.9970141912821,94700281.7548653,232873.067423422,1293739.26346345,1423.1131898098,313622.791778555,430455826158.479,1058513942.83374,5880633015.74298,6468696.31731727,1293739.26346345,5880633015.74298
"163",4739.60944203359,5454.54545454545,909.090909090909,1,5.55555555555556,0.0185876878996043,31106.7958457799,4958677.68595041,5454.54545454545,30303.0303030303,101.387388543296,169673431.886072,909.090909090909,5050.50505050505,16.8978980905494,28278905.3143454,5.55555555555556,0.0185876878996043,31106.7958457799,0.10326493277558,172815.532476555,578.203412738065,4958677.68595041,27548209.3663912,92170.3532211784,154248574441.884,30303.0303030303,101.387388543296,169673431.886072,563.263269684979,942630177.144846,3153836.79675308,5050.50505050505,16.8978980905494,28278905.3143454,93.8772116141632,157105029.524141,525639.466125514,0.10326493277558,172815.532476555,578.203412738065,3212.24118187814,27548209.3663912,92170.3532211784,154248574441.884,512057.517895436,856936524677.133,2867124360.68462,563.263269684979,942630177.144846,3153836.79675308,17521315.5375171,93.8772116141632,157105029.524141,525639.466125514,2920219.25625285,3212.24118187814,512057.517895436,856936524677.133,2867124360.68462,15928468670.4701,17521315.5375171,2920219.25625285,15928468670.4701
"164",3898.29683160112,6363.63636363636,909.090909090909,1,5.55555555555556,0.0242516839388311,47915.2995427891,5785123.96694215,6363.63636363636,35353.5353535354,154.328897792561,304915542.545021,909.090909090909,5050.50505050505,22.0469853989373,43559363.2207173,5.55555555555556,0.0242516839388311,47915.2995427891,0.13473157743795,266196.10857105,1162.02670034614,5785123.96694215,32139577.5941231,140298.997993238,277195947768.201,35353.5353535354,154.328897792561,304915542.545021,857.38276551423,1693975236.36123,7394715.36583906,5050.50505050505,22.0469853989373,43559363.2207173,122.483252216319,241996462.337318,1056387.90940558,0.13473157743795,266196.10857105,1162.02670034614,6455.70389081187,32139577.5941231,140298.997993238,277195947768.201,779438.877740209,1539977487601.12,6722468514.39914,857.38276551423,1693975236.36123,7394715.36583906,41081752.0324392,122.483252216319,241996462.337318,1056387.90940558,5868821.71891989,6455.70389081187,779438.877740209,1539977487601.12,6722468514.39914,37347047302.2175,41081752.0324392,5868821.71891989,37347047302.2175
"165",3072.37620525619,7272.72727272727,909.090909090909,1,5.55555555555556,0.0306533969275541,69853.1822347784,6611570.24793389,7272.72727272727,40404.0404040404,222.933795836757,508023143.525661,909.090909090909,5050.50505050505,27.8667244795947,63502892.9407076,5.55555555555556,0.0306533969275541,69853.1822347784,0.170296649597523,388073.234637658,2141.23732169543,6611570.24793389,36730945.8218549,202667.087124325,461839221386.965,40404.0404040404,222.933795836757,508023143.525661,1238.52108798198,2822350797.36478,15572635.0668759,5050.50505050505,27.8667244795947,63502892.9407076,154.815135997748,352793849.670598,1946579.38335949,0.170296649597523,388073.234637658,2141.23732169543,11895.762898308,36730945.8218549,202667.087124325,461839221386.965,1125928.2618018,2565773452149.8,14156940969.8872,1238.52108798198,2822350797.36478,15572635.0668759,86514639.2604216,154.815135997748,352793849.670598,1946579.38335949,10814329.9075527,11895.762898308,1125928.2618018,2565773452149.8,14156940969.8872,78649672054.9287,86514639.2604216,10814329.9075527,78649672054.9287
"166",2263.82457700614,8181.81818181818,909.090909090909,1,5.55555555555556,0.0377928268657735,97597.3984828965,7438016.52892562,8181.81818181818,45454.5454545455,309.214037992692,798524169.405517,909.090909090909,5050.50505050505,34.3571153325213,88724907.7117241,5.55555555555556,0.0377928268657735,97597.3984828965,0.209960149254297,542207.769349425,3688.48158341401,7438016.52892562,41322314.0495868,281103.670902447,725931063095.924,45454.5454545455,309.214037992692,798524169.405517,1717.85576662607,4436245385.5862,30178485.6824783,5050.50505050505,34.3571153325213,88724907.7117241,190.872862958452,492916153.954023,3353165.07583092,0.209960149254297,542207.769349425,3688.48158341401,20491.5643523001,41322314.0495868,281103.670902447,725931063095.924,1561687.06056915,4032950350532.91,27434986984.0712,1717.85576662607,4436245385.5862,30178485.6824783,167658253.791546,190.872862958452,492916153.954023,3353165.07583092,18628694.8657273,20491.5643523001,1561687.06056915,4032950350532.91,27434986984.0712,152416594355.951,167658253.791546,18628694.8657273,152416594355.951
"167",1474.61987435494,9090.90909090909,909.090909090909,1,5.55555555555556,0.0456699737534891,131824.869687307,8264462.80991736,9090.90909090909,50505.0505050505,415.181579577174,1198407906.24825,909.090909090909,5050.50505050505,41.5181579577174,119840790.624825,5.55555555555556,0.0456699737534891,131824.869687307,0.253722076408273,732360.387151707,6020.43833867645,8264462.80991736,45913682.2773186,377437.799615613,1089461732952.95,50505.0505050505,415.181579577174,1198407906.24825,2306.5643309843,6657821701.37915,54731257.6243314,5050.50505050505,41.5181579577174,119840790.624825,230.65643309843,665782170.137915,5473125.76243313,0.253722076408273,732360.387151707,6020.43833867645,33446.8796593136,45913682.2773186,377437.799615613,1089461732952.95,2096876.66453118,6052565183071.96,49755688749.3921,2306.5643309843,6657821701.37915,54731257.6243314,304062542.357396,230.65643309843,665782170.137915,5473125.76243313,30406254.2357396,33446.8796593136,2096876.66453118,6052565183071.96,49755688749.3921,276420493052.179,304062542.357396,30406254.2357396,276420493052.179
"168",706.737107648362,10000,909.090909090909,1,5.55555555555556,0.0542848375907011,173212.497904266,9090909.09090909,10000,55555.5555555556,542.848375907011,1732124979.04266,909.090909090909,5050.50505050505,49.3498523551828,157465907.185697,5.55555555555556,0.0542848375907011,173212.497904266,0.30158243105945,962291.655023701,9402.81231741274,9090909.09090909,50505050.5050505,493498.523551828,1574659071856.97,55555.5555555556,542.848375907011,1732124979.04266,3015.8243105945,9622916550.23701,94028123.1741274,5050.50505050505,49.3498523551828,157465907.185697,274.165846417682,874810595.476092,8548011.19764795,0.30158243105945,962291.655023701,9402.81231741274,52237.8462078486,50505050.5050505,493498.523551828,1574659071856.97,2741658.46417682,8748105954760.92,85480111976.4795,3015.8243105945,9622916550.23701,94028123.1741274,522378462.078486,274.165846417682,874810595.476092,8548011.19764795,47488951.0980441,52237.8462078486,2741658.46417682,8748105954760.92,85480111976.4795,474889510980.441,522378462.078486,47488951.0980441,474889510980.441
"169",10000,0,1818.18181818182,1,5.55555555555556,0.000204265791878966,69.2640356521154,0,0,0,0,0,1818.18181818182,10101.0101010101,0.371392348870847,125934.610276573,5.55555555555556,0.000204265791878966,69.2640356521154,0.00113480995488314,384.800198067308,0.0141482730912123,0,0,0,0,0,0,0,0,0,0,10101.0101010101,0.371392348870847,125934.610276573,2.06329082706026,699636.723758741,25.7241328931132,0.00113480995488314,384.800198067308,0.0141482730912123,0.0786015171734014,0,0,0,0,0,0,0,0,0,0,2.06329082706026,699636.723758741,25.7241328931132,142.911849406184,0.0786015171734014,0,0,0,0,0,142.911849406184,0
"170",9108.00293536033,909.090909090909,1818.18181818182,1,5.55555555555556,0.00150044326463817,338.588875038687,1652892.56198347,909.090909090909,5050.50505050505,1.36403933148925,307808.068216988,1818.18181818182,10101.0101010101,2.72807866297849,615616.136433976,5.55555555555556,0.00150044326463817,338.588875038687,0.0083357959146565,1881.04930577048,0.508033397033212,1652892.56198347,9182736.45546373,2480.07151179863,559651033.121796,5050.50505050505,1.36403933148925,307808.068216988,7.57799628605137,1710044.82342771,461.848542757466,10101.0101010101,2.72807866297849,615616.136433976,15.1559925721027,3420089.64685542,923.697085514932,0.0083357959146565,1881.04930577048,0.508033397033212,2.82240776129562,9182736.45546373,2480.07151179863,559651033.121796,13778.1750655479,3109172406.2322,839724.623195393,7.57799628605137,1710044.82342771,461.848542757466,2565.82523754148,15.1559925721027,3420089.64685542,923.697085514932,5131.65047508296,2.82240776129562,13778.1750655479,3109172406.2322,839724.623195393,4665136.79552996,2565.82523754148,5131.65047508296,4665136.79552996
"171",8219.64095776666,1818.18181818182,1818.18181818182,1,5.55555555555556,0.00353433768689367,1561.33333688443,3305785.12396694,1818.18181818182,10101.0101010101,6.42606852162486,2838787.88524443,1818.18181818182,10101.0101010101,6.42606852162486,2838787.88524443,5.55555555555556,0.00353433768689367,1561.33333688443,0.0196352093716315,8674.07409380241,5.51827925435411,3305785.12396694,18365472.9109275,11683.7609484088,5161432518.62623,10101.0101010101,6.42606852162486,2838787.88524443,35.7003806756937,15771043.8069135,10033.2350079166,10101.0101010101,6.42606852162486,2838787.88524443,35.7003806756937,15771043.8069135,10033.2350079166,0.0196352093716315,8674.07409380241,5.51827925435411,30.657106968634,18365472.9109275,11683.7609484088,5161432518.62623,64909.7830467158,28674625103.479,18242245.4689392,35.7003806756937,15771043.8069135,10033.2350079166,55740.1944884254,35.7003806756937,15771043.8069135,10033.2350079166,55740.1944884254,30.657106968634,64909.7830467158,28674625103.479,18242245.4689392,101345808.160773,55740.1944884254,55740.1944884254,101345808.160773
"172",7336.88935932867,2727.27272727273,1818.18181818182,1,5.55555555555556,0.00630594905864548,4420.99130802223,4958677.68595041,2727.27272727273,15151.5151515152,17.1980428872149,12057249.0218788,1818.18181818182,10101.0101010101,11.46536192481,8038166.01458588,5.55555555555556,0.00630594905864548,4420.99130802223,0.0350330503258082,24561.0628223457,27.8785459771027,4958677.68595041,27548209.3663912,31269.1688858454,21922270948.8706,15151.5151515152,17.1980428872149,12057249.0218788,95.5446827067497,66984716.7882157,76032.3981193709,10101.0101010101,11.46536192481,8038166.01458588,63.6964551378331,44656477.8588104,50688.2654129139,0.0350330503258082,24561.0628223457,27.8785459771027,154.880810983904,27548209.3663912,31269.1688858454,21922270948.8706,173717.604921363,121790394160.392,138240723.853402,95.5446827067497,66984716.7882157,76032.3981193709,422402.211774283,63.6964551378331,44656477.8588104,50688.2654129139,281601.474516188,154.880810983904,173717.604921363,121790394160.392,138240723.853402,768004021.407787,422402.211774283,281601.474516188,768004021.407787
"173",6461.72577792405,3636.36363636364,1818.18181818182,1,5.55555555555556,0.00981527737989358,9596.6363296898,6611570.24793389,3636.36363636364,20202.0202020202,35.6919177450676,34896859.3806902,1818.18181818182,10101.0101010101,17.8459588725338,17448429.6903451,5.55555555555556,0.00981527737989358,9596.6363296898,0.0545293187771866,53314.6462760544,94.1936474898692,6611570.24793389,36730945.8218549,64894.3959001229,63448835237.6185,20202.0202020202,35.6919177450676,34896859.3806902,198.288431917042,193871441.003834,342522.354508615,10101.0101010101,17.8459588725338,17448429.6903451,99.144215958521,96935720.5019171,171261.177254308,0.0545293187771866,53314.6462760544,94.1936474898692,523.298041610385,36730945.8218549,64894.3959001229,63448835237.6185,360524.421667349,352493529097.881,622767917.288392,198.288431917042,193871441.003834,342522.354508615,1902901.96949231,99.144215958521,96935720.5019171,171261.177254308,951450.984746154,523.298041610385,360524.421667349,352493529097.881,622767917.288392,3459821762.71329,1902901.96949231,951450.984746154,3459821762.71329
