"","S2","SD"
"201",1.39673995434264e-06,0
"202",1.19622362063672e-06,1.11999956045821e-07
"203",1.13806985349699e-06,1.39070129361111e-07
"204",1.52572814890877e-06,0
"205",1.52314482322981e-06,0
"206",1.33977544246078e-06,0
"207",1.2196722661441e-06,1.11999950793314e-07
"208",1.13917063622675e-06,1.40170914290235e-07
"209",1.45642818314812e-06,0
"210",1.45858925952161e-06,0
"211",1.56360603460663e-06,0
"212",1.13506477356376e-06,1.36065043423713e-07
"213",1.48848018291977e-06,0
"214",1.12501869178875e-06,1.26018941576599e-07
"215",1.50473359316972e-06,0
"216",1.57869155360293e-06,0
"217",1.12723069328874e-06,1.28230947496178e-07
"218",1.49454630644401e-06,0
"219",1.43401804869942e-06,5.50904264575642e-08
"220",1.43180237672282e-06,0
"221",1.38184133390504e-06,0
"222",1.22944163750535e-06,1.1199994860497e-07
"223",1.1192090511322e-06,1.11999973297119e-07
"224",1.21690686792661e-06,1.11999951412764e-07
"225",1.19423361390735e-06,1.11999956491583e-07
"226",1.50305611827668e-06,0
"227",1.23880865382327e-06,1.11999946506755e-07
"228",1.14156157282876e-06,1.42561855669345e-07
"229",1.57623063849101e-06,0
"230",1.51819832137675e-06,0
"231",1.44158388425056e-06,0
"232",1.2365349253392e-06,1.11999947016071e-07
"233",1.20436369794736e-06,1.1199995422244e-07
"234",1.19108897669662e-06,1.11999957195984e-07
"235",1.13914014475806e-06,1.40140422760627e-07
"236",1.49593583859225e-06,0
"237",1.11150912700112e-06,1.12509349796798e-07
"238",1.42129224360073e-06,0
"239",1.20291225614063e-06,1.11999954547564e-07
"240",1.12552398164876e-06,1.26524232446177e-07
"241",1.38929812458203e-06,0
"242",1.50623637880278e-06,0
"243",1.1192090511322e-06,1.11999973297119e-07
"244",1.51916136939661e-06,0
"245",1.45863689766732e-06,0
"246",1.13943989062903e-06,1.40440169230489e-07
"247",1.56414173141285e-06,0
"248",1.49177829122768e-06,0
"249",1.46036412701659e-06,0
"250",1.20569414438105e-06,1.11999953924419e-07
"251",1.5287910073928e-06,0
"252",1.54422600408253e-06,0
"253",1.20393956429324e-06,1.11999954317446e-07
"254",1.13988225627003e-06,1.40882535755342e-07
"255",1.1192090511322e-06,1.11999973297119e-07
"256",1.46125262306558e-06,0
"257",1.50895722510156e-06,0
"258",1.21103275636183e-06,1.11999952728568e-07
"259",1.21204185564237e-06,1.11999952502529e-07
"260",1.49256802169168e-06,0
"261",1.1079693104817e-06,1.08969526204813e-07
"262",1.572832798494e-06,0
"263",1.53309866417211e-06,0
"264",1.55173881124198e-06,0
"265",1.52386381275552e-06,0
"266",1.13935679030415e-06,1.4035706873957e-07
"267",1.1397343367781e-06,1.40734615967862e-07
"268",1.20412265314712e-06,1.11999954276434e-07
"269",1.50131220925351e-06,0
"270",1.67163307113983e-06,0
"271",1.1192090511322e-06,1.11999973297119e-07
"272",1.039335614922e-06,1.51335881918525e-07
"273",1.1192090511322e-06,1.11999973297119e-07
"274",1.1192090511322e-06,1.11999973297119e-07
"275",1.20135682373558e-06,1.11999954895981e-07
"276",1.20637237417197e-06,1.11999953772496e-07
"277",1.14246414039957e-06,1.43464425043488e-07
"278",1.50392764621614e-06,0
"279",1.14074835611894e-06,1.41748637334718e-07
"280",1.53776323516241e-06,0
"281",1.52428937732219e-06,0
"282",1.43836531179724e-06,0
"283",1.22825642703931e-06,1.11999948870458e-07
"284",1.1192090511322e-06,1.11999973297119e-07
"285",1.13824775336322e-06,1.39248029582782e-07
"286",1.23286058610202e-06,1.11999947839124e-07
"287",1.444352511582e-06,0
"288",1.51872165516089e-06,0
"289",1.56598560086277e-06,0
"290",1.5327445536516e-06,0
"291",1.4535055339761e-06,0
"292",1.23342215952805e-06,1.11999947713332e-07
"293",1.12805076278594e-06,1.29051018631875e-07
"294",1.1192090511322e-06,1.11999973297119e-07
"295",1.45281217143854e-06,0
"296",1.23305566582542e-06,1.11999947795426e-07
"297",1.1192090511322e-06,1.11999973297119e-07
"298",1.2012932342139e-06,1.11999954910225e-07
"299",1.4976341410552e-06,0
"300",1.50485540813138e-06,0
"301",1.5087182003067e-06,0
"302",1.59075966299821e-06,0
"303",1.49547648981182e-06,0
"304",1.53634139927803e-06,0
"305",1.5470280376099e-06,0
"306",1.38961129480996e-06,0
"307",1.56291659792572e-06,0
"308",1.13579546851117e-06,1.36795739831064e-07
"309",1.12468568025882e-06,1.25685929381311e-07
"310",1.52884022553987e-06,0
"311",1.13636005347496e-06,1.37360325922895e-07
"312",1.1192090511322e-06,1.11999973297119e-07
"313",1.13953113796659e-06,1.4053141675036e-07
"314",1.56531515848236e-06,0
"315",1.1192090511322e-06,1.11999973297119e-07
"316",1.33408630186873e-06,0
"317",1.20734540459744e-06,1.11999953554536e-07
"318",1.22477567619542e-06,1.11999949650148e-07
"319",1.1192090511322e-06,1.11999973297119e-07
"320",1.37734749139847e-06,0
"321",1.10399449204201e-06,1.04994699823422e-07
"322",1.1192090511322e-06,1.11999973297119e-07
"323",1.5435743978422e-06,0
"324",1.53369109418971e-06,0
"325",1.1192090511322e-06,1.11999973297119e-07
"326",1.47386837760758e-06,0
"327",1.1192090511322e-06,1.11999973297119e-07
"328",1.23159041225899e-06,1.11999948123644e-07
"329",1.51060897121262e-06,0
"330",1.63431108549159e-06,0
"331",1.51034966267759e-06,0
"332",1.45084136395893e-06,0
"333",1.53354940730314e-06,0
"334",1.1192090511322e-06,1.11999973297119e-07
"335",1.13879387997777e-06,1.39794157288496e-07
"336",1.55837235092098e-06,0
"337",1.1192090511322e-06,1.11999973297119e-07
"338",1.1192090511322e-06,1.11999973297119e-07
"339",1.14938952250885e-06,1.50389820989709e-07
"340",1.1192090511322e-06,1.11999973297119e-07
"341",1.1192090511322e-06,1.11999973297119e-07
"342",1.12535512056384e-06,1.26355371023873e-07
"343",1.5166967659943e-06,0
"344",1.1192090511322e-06,1.11999973297119e-07
"345",1.1192090511322e-06,1.11999973297119e-07
"346",1.54626509160029e-06,0
"347",1.22020214791741e-06,1.1199995067462e-07
"348",1.1192090511322e-06,1.11999973297119e-07
"349",1.51731916402758e-06,0
"350",1.38074023000946e-06,0
"351",1.13905469142548e-06,1.40054969257314e-07
"352",1.12401708496873e-06,1.25017332755365e-07
"353",1.45723838179835e-06,0
"354",1.49488613392622e-06,0
"355",1.1192090511322e-06,1.11999973297119e-07
"356",1.40910621325759e-06,0
"357",1.56673644246381e-06,0
"358",1.23840334613199e-06,1.11999946597544e-07
"359",1e-06,1.12e-07
"360",1.3768782704912e-06,0
"361",1.55814120660239e-06,0
"362",1.1192090511322e-06,1.11999973297119e-07
"363",1.49752613241765e-06,0
"364",1.1192090511322e-06,1.11999973297119e-07
"365",1.1192090511322e-06,1.11999973297119e-07
"366",1.483866490435e-06,0
"367",1.44546395058559e-06,0
"368",1.13505547021133e-06,1.360557400527e-07
"369",1.50658301615961e-06,0
"370",1.49307203749085e-06,0
"371",1.1192090511322e-06,1.11999973297119e-07
"372",1.1192090511322e-06,1.11999973297119e-07
"373",1.1192090511322e-06,1.11999973297119e-07
"374",1.19399148085708e-06,1.11999956545821e-07
"375",1.37990256967047e-06,0
"376",1.53884842185157e-06,0
"377",1.44744386730207e-06,0
"378",1.49998203883455e-06,0
"379",1.1192090511322e-06,1.11999973297119e-07
"380",1.46989657342897e-06,0
"381",1.1192090511322e-06,1.11999973297119e-07
"382",1.50233580013668e-06,0
"383",1.1192090511322e-06,1.11999973297119e-07
"384",1.54899562592263e-06,0
"385",1.14348863427957e-06,1.44488920970438e-07
"386",1.33351052644151e-06,0
"387",1.54688529437792e-06,0
"388",1.2161700290402e-06,1.11999951577817e-07
"389",1.1192090511322e-06,1.11999973297119e-07
"390",1.52987689195777e-06,0
"391",1.58517266348107e-06,0
"392",1.1192090511322e-06,1.11999973297119e-07
"393",1.46629322616895e-06,0
"394",1.50081099776909e-06,0
"395",1.10508337194143e-06,1.0608358189843e-07
"396",1.50026210685197e-06,0
"397",1.13853835686375e-06,1.39538633663937e-07
"398",1.49180787029317e-06,0
"399",1.53882979486344e-06,0
"400",1.52626364614749e-06,0
"401",1.5557125830685e-06,0
"402",1.52824680132345e-06,0
"403",1.54865914602113e-06,0
"404",1.57818506433621e-06,0
"405",1.50129408057364e-06,0
"406",1.2380212777523e-06,1.11999946683127e-07
"407",1.52823008657801e-06,0
"408",1.53900464603324e-06,0
"409",1.1192090511322e-06,1.11999973297119e-07
"410",1.14257242133921e-06,1.4357270619948e-07
"411",1.52446260125339e-06,0
"412",1.39166883156741e-06,0
"413",1.49636469911439e-06,0
"414",1.55426883106302e-06,0
"415",1.21509740342551e-06,1.11999951818085e-07
"416",1.20808623873006e-06,1.11999953388589e-07
"417",1.382903362007e-06,0
"418",1.4610036807964e-06,0
"419",1.44362704246612e-06,0
"420",1.53061434961306e-06,0
"421",1.5457397262243e-06,0
"422",1.19617895587146e-06,1.11999956055826e-07
"423",1.4991250413048e-06,0
"424",1.57312729961659e-06,0
"425",1.1192090511322e-06,1.11999973297119e-07
"426",1.46438222743426e-06,0
"427",1.50460553837882e-06,0
"428",1.43932608619666e-06,0
"429",1.20329150541816e-06,1.11999954462612e-07
"430",1.45811018216249e-06,0
"431",1.50974521649727e-06,0
"432",1.45451509326763e-06,0
"433",1.60642997065531e-06,0
"434",1.19354632037411e-06,1.11999956645538e-07
"435",1.56159077837016e-06,0
"436",1.2062470263019e-06,1.11999953800574e-07
"437",1.1192090511322e-06,1.11999973297119e-07
"438",1.54009217176656e-06,0
"439",1.50279196745241e-06,0
"440",1.12816645982263e-06,1.29166715899724e-07
"441",1.20294847969934e-06,1.1199995453945e-07
"442",1.58036819065084e-06,0
"443",1.22921442635894e-06,1.11999948655866e-07
"444",1.21537327613718e-06,1.1199995175629e-07
"445",1.52598775491062e-06,0
"446",1.1192090511322e-06,1.11999973297119e-07
"447",1.57251382815067e-06,0
"448",1.14064804842919e-06,1.41648329444555e-07
"449",1.23059942387611e-06,1.11999948345626e-07
"450",1.41943321496053e-06,0
"451",1.44921328213756e-06,0
"452",1.34227184109505e-06,0
"453",1.52045628876489e-06,0
"454",1.57154617450164e-06,0
"455",1.2084367442987e-06,1.11999953310076e-07
"456",1.46673301067128e-06,0
"457",1.13434588080423e-06,1.3534614922784e-07
"458",1.5079948902019e-06,0
"459",1.1192090511322e-06,1.11999973297119e-07
"460",1.51857838875737e-06,0
"461",1.52780856003227e-06,0
"462",1.52414919876681e-06,0
"463",1.47763618298284e-06,0
"464",1.5594313778992e-06,0
"465",1.13676579577683e-06,1.37766069035437e-07
"466",1.57802551447447e-06,0
"467",1.5179479971631e-06,0
"468",1.52492341468544e-06,0
"469",1.45601657433237e-06,0
"470",1.44475417327995e-06,0
"471",1.44379500587116e-06,0
"472",1.48255257455557e-06,0
"473",1.49872927186693e-06,0
"474",1.43997379895625e-06,0
"475",1.55015291788527e-06,0
"476",1.56791745381363e-06,0
"477",1.1192090511322e-06,1.11999973297119e-07
"478",1.52196070314114e-06,0
"479",1.20607349515776e-06,1.11999953839445e-07
"480",1.13852998683945e-06,1.3953026362292e-07
"481",1.14123462682104e-06,1.4223490900839e-07
"482",1.62068359033697e-06,0
"483",1.50123371857533e-06,0
"484",1.58571213278516e-06,0
"485",1.48666724095775e-06,0
"486",1.53811190112309e-06,0
"487",1.54541337803238e-06,0
"488",1.43657119828111e-06,0
"489",1.1192090511322e-06,1.11999973297119e-07
"490",1.52432965402173e-06,0
"491",1.54739412169745e-06,0
"492",1.45705478563362e-06,0
"493",1.5150371388593e-06,0
"494",1.51226259003205e-06,0
"495",1.1192090511322e-06,1.11999973297119e-07
"496",1.1192090511322e-06,1.11999973297119e-07
"497",1.1192090511322e-06,1.11999973297119e-07
"498",1.1192090511322e-06,1.11999973297119e-07
"499",1.57969933568364e-06,0
"500",1.22050486030516e-06,1.11999950606812e-07
"501",1.1192090511322e-06,1.11999973297119e-07
"502",1.4447510332716e-06,0
"503",1.1192090511322e-06,1.11999973297119e-07
"504",1.54542041866909e-06,0
"505",1.12425597582965e-06,1.25256224093589e-07
"506",1.04173756197424e-06,1.53737833236634e-07
"507",1.50336084237063e-06,0
"508",1.1192090511322e-06,1.11999973297119e-07
"509",1.1389460822353e-06,1.39946359850126e-07
"510",1.48025857366974e-06,0
"511",1.53195642298708e-06,0
"512",1.13797864911884e-06,1.3897892480073e-07
"513",1.60591523288324e-06,0
"514",1.46670324890131e-06,0
"515",1.45470351212988e-06,0
"516",1.55746678269455e-06,0
"517",1.1192090511322e-06,1.11999973297119e-07
"518",1.13884381502057e-06,1.3984409243107e-07
"519",1.22258080976445e-06,1.11999950141799e-07
"520",1.23403670116233e-06,1.11999947575674e-07
"521",1.1408764381086e-06,1.41876719580289e-07
"522",1.50983765692448e-06,0
"523",1.49139069876006e-06,0
"524",1.40056129827417e-06,0
"525",1.22284709573516e-06,1.11999950082151e-07
"526",1.52610553510117e-06,0
"527",1.58176505394199e-06,0
"528",1.53656161828979e-06,0
"529",1.52715411425671e-06,0
"530",1.49781755766329e-06,0
"531",1.46742047012929e-06,0
"532",1.13819215961301e-06,1.39192435721496e-07
"533",1.1192090511322e-06,1.11999973297119e-07
"534",1.53081618673404e-06,0
"535",1.47077970029802e-06,0
"536",1.42226041003089e-06,0
"537",1.4554087783123e-06,0
"538",1.5566849937978e-06,0
"539",1.1192090511322e-06,1.11999973297119e-07
"540",1.23127022370575e-06,1.11999948195366e-07
"541",1.45478805771287e-06,1.30829214663664e-08
"542",1.50307057264626e-06,0
"543",1.51038030834901e-06,0
"544",1.52555666461621e-06,0
"545",1.58386625704885e-06,0
"546",1.51951278570136e-06,0
"547",1.376117102774e-06,0
"548",1.1192090511322e-06,1.11999973297119e-07
"549",1.58613810511847e-06,0
"550",1.44388144941726e-06,0
"551",1.52149444033438e-06,0
"552",1.49336103754735e-06,0
"553",1.1192090511322e-06,1.11999973297119e-07
"554",1.5174750273312e-06,0
"555",1.5319429931808e-06,0
"556",1.23207987037325e-06,1.11999948014005e-07
"557",1.1192090511322e-06,1.11999973297119e-07
"558",1.50283069315057e-06,0
"559",1.52111720467411e-06,0
"560",1.50035180480684e-06,0
"561",1.23745391508626e-06,1.11999946810217e-07
"562",1.45043515414778e-06,0
"563",1.40860075443869e-06,0
"564",1.22799436219162e-06,1.11999948929161e-07
"565",1.50616975029078e-06,0
"566",1.1192090511322e-06,1.11999973297119e-07
"567",1.45715656416865e-06,0
"568",1.44400815312443e-06,3.77355958164832e-08
"569",1.39206140120039e-06,0
"570",1.19614923765883e-06,1.11999956062483e-07
"571",1.50483620771742e-06,0
"572",1.4324188476749e-06,0
"573",1.50365950157502e-06,0
"574",1.43658765054062e-06,4.88948316144315e-08
"575",1.53027062389686e-06,0
"576",1.46888501227288e-06,0
"577",1.1192090511322e-06,1.11999973297119e-07
"578",1.50996473077199e-06,0
"579",1.20449810441703e-06,1.11999954192333e-07
"580",1.1192090511322e-06,1.11999973297119e-07
"581",1.12494233930754e-06,1.25942588942831e-07
"582",1.47209858843363e-06,0
"583",1.4936311623529e-06,0
"584",1.48194938127417e-06,0
"585",1.1192090511322e-06,1.11999973297119e-07
"586",1.51115744115187e-06,0
"587",1.45259617002767e-06,0
"588",1.59748932445671e-06,0
"589",1.45567894254141e-06,0
"590",1.56433407598912e-06,0
"591",1.49369148868487e-06,0
"592",1.51496968481044e-06,0
"593",1.1192090511322e-06,1.11999973297119e-07
"594",1.12423911101251e-06,1.25239359242747e-07
"595",1.1192090511322e-06,1.11999973297119e-07
"596",1.1192090511322e-06,1.11999973297119e-07
"597",1.14103450888787e-06,1.42034790675382e-07
"598",1.60150769788974e-06,0
"599",1.44691772996737e-06,0
"600",1.62189376221214e-06,0
"601",1.13956896922848e-06,1.40569248087838e-07
"602",1.45035917415427e-06,0
"603",1.45451438633895e-06,0
"604",1.14237525764678e-06,1.43375542113113e-07
"605",1.1192090511322e-06,1.11999973297119e-07
"606",1.43724316716326e-06,0
"607",1.20749165106269e-06,1.11999953521777e-07
"608",1.22509934024587e-06,1.11999949577647e-07
"609",1.45111820282156e-06,0
"610",1.37577267486882e-06,0
"611",1.49240119402183e-06,0
"612",1.56806908919177e-06,0
"613",1.51320389799577e-06,0
"614",1.54037745747437e-06,0
"615",1.49692450740311e-06,0
"616",1.45923209373802e-06,0
"617",1.12799859232383e-06,1.28998848065531e-07
"618",1.13868804809457e-06,1.39688325193844e-07
"619",1.50382033258929e-06,0
"620",1.21489828364675e-06,1.11999951862688e-07
"621",1.1192090511322e-06,1.11999973297119e-07
"622",1.1192090511322e-06,1.11999973297119e-07
"623",1.1192090511322e-06,1.11999973297119e-07
"624",1.13603647960273e-06,1.37036751404163e-07
"625",1.43554205439836e-06,0
"626",1.03673573021104e-06,1.48735992590168e-07
"627",1.53877232572052e-06,0
"628",1.14030207286565e-06,1.41302353189753e-07
"629",1.50897876128751e-06,0
"630",1.4569145765846e-06,0
"631",1.21509591849201e-06,1.11999951818418e-07
"632",1.20103794975585e-06,1.11999954967409e-07
"633",1.48353783259694e-06,0
"634",1.21097999945482e-06,1.11999952740386e-07
"635",1.50588316927128e-06,0
"636",1.1192090511322e-06,1.11999973297119e-07
"637",1.49381438260955e-06,0
"638",1.1192090511322e-06,1.11999973297119e-07
"639",1.40045216550027e-06,0
"640",1.404411365684e-06,0
"641",1.21131978003117e-06,1.11999952664275e-07
"642",1.1192090511322e-06,1.11999973297119e-07
"643",1.2365329574794e-06,1.11999947016512e-07
"644",1.1192090511322e-06,1.11999973297119e-07
"645",1.62724103882121e-06,0
"646",1.45693846857176e-06,0
"647",1.4696274859907e-06,0
"648",1.47994769628161e-06,0
"649",1.59945586005219e-06,0
"650",1.5505731841327e-06,0
"651",1.12317128930605e-06,1.24171535402778e-07
"652",1.44580975270224e-06,0
"653",1.13956645894681e-06,1.40566737801148e-07
"654",1.1192090511322e-06,1.11999973297119e-07
"655",1.19725475647698e-06,1.11999955814846e-07
"656",1.46261263115715e-06,0
"657",1.13880594571034e-06,1.39806223045175e-07
"658",1.22125097711831e-06,1.11999950439682e-07
"659",1.50408100234574e-06,0
"660",1.44378269621114e-06,0
"661",1.1192090511322e-06,1.11999973297119e-07
"662",1.44083796602248e-06,0
"663",1.43309192082643e-06,0
"664",1.46377446733739e-06,0
"665",1.21737375652233e-06,1.11999951308181e-07
"666",1.1192090511322e-06,1.11999973297119e-07
"667",1.22357210670744e-06,1.11999949919748e-07
"668",1.38658032606534e-06,0
"669",1.1192090511322e-06,1.11999973297119e-07
"670",1.55057883247046e-06,0
"671",1.19688415248899e-06,1.11999955897862e-07
"672",1.14157535983639e-06,1.42575642704521e-07
"673",1.50571565982148e-06,0
"674",1.1192090511322e-06,1.11999973297119e-07
"675",1.51840848432915e-06,0
"676",1.12712199960487e-06,1.28122253595135e-07
"677",1.50745974105904e-06,0
"678",1.1192090511322e-06,1.11999973297119e-07
"679",1.5385998328167e-06,0
"680",1.51757064209689e-06,0
"681",1.44447953259469e-06,0
"682",1.49268169782374e-06,0
"683",1.13630759770927e-06,1.37307870052399e-07
"684",1.1192090511322e-06,1.11999973297119e-07
"685",1.53588189794612e-06,0
"686",1.5095040044668e-06,0
"687",1.1393395438266e-06,1.40339822227562e-07
"688",1.39606539459409e-06,0
"689",1.03607807433988e-06,1.48078335551008e-07
"690",1.20755027613799e-06,1.11999953508645e-07
"691",1.6681052376085e-06,0
"692",1.40867939880348e-06,0
"693",1.60308519001568e-06,0
"694",1.45806551436227e-06,0
"695",1.21086756953146e-06,1.1199995276557e-07
"696",1.43934060129513e-06,0
"697",1.1192090511322e-06,1.11999973297119e-07
"698",1.13796594094265e-06,1.38966216599156e-07
"699",1.40089284143728e-06,0
"700",1.13930298185945e-06,1.40303260187361e-07
"701",1.55564991761932e-06,0
