"","p","F","discount","fe_eqm","d","mu_L","aSS","aSD","aDD","bSS","bSD","bDD","T","D0","S0","steady","kessler","gridmax","mu_o","deorbit_rate","fe_deorbit","omega1","omega2"
"1",1,5,0.99,0.18989898989899,0.5,3,0.05,0.01,0.001,5,10,1,200,24.7309,4.367,0,0,50,0.0333333333333333,1,0.1619644723093,0.1,0.333333333333333
