"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","start_time.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r"
"49",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,10687.9497656281,4.75053025179178,1,2.75780806360023,0,0,2029,1,0,1881,4019,"yes","no",1881,1881,526322.291779964,4.75053025179178,1,2.75780806360023,0,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"50",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,10687.9497656281,4.75053025179178,1,2.75780806360023,0,0,2029,1,0,1296.7860736924,2671.56971194808,"no","no",1296.7860736924,1296.7860736924,516854.909448495,2.25547967366499,1,2.75780806360023,-1,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"51",2007,2,65,1877.92751677978,4669.65582655104,"yes","no",1840.43236321014,1822.2102606041,10973.923560671,4.76656477126406,1.04869392390687,1.98367404883589,0,0,2029,2,0,1813.92751677978,4367.53291944597,"yes","no",1902.25476525443,1883.42055965785,530305.414058838,4.4407767069235,1.04869392390687,1.98367404883589,0,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"52",2007,2,65,1877.92751677978,4669.65582655104,"yes","no",1840.43236321014,1822.2102606041,10973.923560671,4.76656477126406,1.04869392390687,1.98367404883589,0,0,2029,2,24.3709017338471,1251.53115492631,2457.93537967353,"no","no",1264.12919243521,1251.61306181704,519564.55730478,2.09701494718491,1.04869392390687,1.98367404883589,-1,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"53",2008,3,65,1875.94158798703,5307.74876224718,"yes","no",2148.08639654871,2105.76060832145,11682.4509526006,4.78731267645262,1.21379897785349,1.98353208404316,0,0,2029,3,65,1232.30353726784,2513.33898309324,"no","no",1366.83918847814,1339.90705663968,523480.918706045,2.03603773246357,1.21379897785349,1.98353208404316,-1,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"54",2008,3,65,1875.94158798703,5307.74876224718,"yes","no",2148.08639654871,2105.76060832145,11682.4509526006,4.78731267645262,1.21379897785349,1.98353208404316,0,0,2029,3,0.0117761815090223,1749.38239396639,4648.25877588705,"no","no",2123.37520323745,2081.53632314229,534391.781374381,4.15004182424466,1.21379897785349,1.98353208404316,0,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"55",2009,4,77,1874.0015655442,5789.36944248134,"no","no",2355.10769008438,2285.84432130453,12098.4766383394,4.80074296576312,1.32112436115843,1.56729131175468,0,0,2029,4,77,1687.27407139739,4736.76214863138,"no","no",2108.41744866895,2046.40920339682,538411.0175098,3.87168896627891,1.32112436115843,1.56729131175468,0,0,2029,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"56",2009,4,77,1874.0015655442,5789.36944248134,"no","no",2355.10769008438,2285.84432130453,12098.4766383394,4.80074296576312,1.32112436115843,1.56729131175468,0,0,2029,4,23.983524120154,1254.40263882209,2719.1371540183,"no","no",1619.63271587051,1571.99955728521,526654.359374302,2.11484163334784,1.32112436115843,1.56729131175468,-1,0,2029,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"57",2010,5,77,1884.11299916714,6064.46219885054,"no","no",2554.24674255332,2454.580914553,11838.0810224445,4.8643926857947,1.44108461101647,2.08986371379898,0,0,2029,5,0.46157580875818,1704.48608462723,4906.08039438104,"no","no",2455.34403571412,2359.53735726438,535605.457796677,3.95630645776663,1.44108461101647,2.08986371379898,0,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"58",2010,5,77,1884.11299916714,6064.46219885054,"no","no",2554.24674255332,2454.580914553,11838.0810224445,4.8643926857947,1.44108461101647,2.08986371379898,0,0,2029,1,0,1884.11299916714,6064.46219885054,"no","no",1884.11299916714,1884.11299916714,527591.259912706,4.8643926857947,1.44108461101647,2.08986371379898,4,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"59",2010,5,77,1884.11299916714,6064.46219885054,"no","no",2554.24674255332,2454.580914553,11838.0810224445,4.8643926857947,1.44108461101647,2.08986371379898,0,0,2029,5,71.4785539713071,1234.67502910059,2549.30165863386,"no","no",1629.89074778371,1566.29297227455,530232.995229571,2.04486115006646,1.44108461101647,2.08986371379898,-1,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"60",2011,6,77,1893.82703346694,6295.52604715437,"no","no",2760.08140719111,2626.12275394369,12018.9352143584,4.92431466774006,1.54514480408859,2.15786484951732,0,0,2029,6,48.6168773955478,1263.16538224707,2633.15042776533,"no","no",1846.86477625849,1757.22846425947,533991.656861094,2.1410883388035,1.54514480408859,2.15786484951732,-1,0,2029,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.651789082851753,0.651789082851753,0.00279743602801543,0.540816326530612,1.2263700591942,0.648991646823738
"61",2011,6,77,1893.82703346694,6295.52604715437,"no","no",2760.08140719111,2626.12275394369,12018.9352143584,4.92431466774006,1.54514480408859,2.15786484951732,0,0,2029,2,1.44958119221286,1816.82703346694,5932.03442454359,"no","no",1902.41997419385,1883.5841328652,531370.381841523,4.52727415523713,1.54514480408859,2.15786484951732,4,0,2029,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.651789082851753,0.651789082851753,0.00279743602801543,0.540816326530612,1.2263700591942,0.648991646823738
"62",2011,6,77,1893.82703346694,6295.52604715437,"no","no",2760.08140719111,2626.12275394369,12018.9352143584,4.92431466774006,1.54514480408859,2.15786484951732,0,0,2029,6,55.7150566040596,1644.50614848435,4701.81984202437,"no","no",2420.77456838756,2303.2839392518,538420.510295621,3.68158675016175,1.54514480408859,2.15786484951732,0,0,2029,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.651789082851753,0.651789082851753,0.00279743602801543,0.540816326530612,1.2263700591942,0.648991646823738
"63",2012,7,77,1903.16047247162,6492.89249356428,"no","no",2884.35196084077,2717.19002150617,12091.2313305707,4.98102686439131,1.62620670073822,2.73480976717774,0,0,2029,3,0.0242762837373993,1753.55155647487,5695.42077820537,"no","no",2128.41093407492,2086.47283018814,535552.676620091,4.21625687168597,1.62620670073822,2.73480976717774,4,0,2029,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.612917034539958,0.612917034539958,0.00270173649975606,0.514851485148515,1.11917238075276,0.610215298040202
"64",2012,7,77,1903.16047247162,6492.89249356428,"no","no",2884.35196084077,2717.19002150617,12091.2313305707,4.98102686439131,1.62620670073822,2.73480976717774,0,0,2029,7,53.9643318134893,1267.7546855224,2618.01087911273,"no","no",1914.04898276605,1803.12072425792,537465.155812,2.15586700307435,1.62620670073822,2.73480976717774,-1,0,2029,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.612917034539958,0.612917034539958,0.00270173649975606,0.514851485148515,1.11917238075276,0.610215298040202
"65",2012,7,77,1903.16047247162,6492.89249356428,"no","no",2884.35196084077,2717.19002150617,12091.2313305707,4.98102686439131,1.62620670073822,2.73480976717774,0,0,2029,7,0,1642.0375956517,4701.73367733143,"no","no",2670.29254091286,2515.53636490181,541352.820514614,3.67084097858132,1.62620670073822,2.73480976717774,0,0,2029,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.612917034539958,0.612917034539958,0.00270173649975606,0.514851485148515,1.11917238075276,0.610215298040202
"66",2013,8,101.7003280223,1912.12906129418,6664.29010450055,"no","no",2933.51824929808,2736.14543493319,12206.1709247818,5.03492981051786,1.70712663259512,3.25198750709824,0,0,2029,4,159,1691.25323447246,5381.30869854728,"no","no",1985.15653038057,1926.77337048161,539621.391567357,3.9173343012524,1.70712663259512,3.25198750709824,4,0,2029,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.556973927382039,0.556973927382039,0.00260066982959337,0.792452830188679,1.15523985338577,0.554373257552445
"67",2013,8,101.7003280223,1912.12906129418,6664.29010450055,"no","no",2933.51824929808,2736.14543493319,12206.1709247818,5.03492981051786,1.70712663259512,3.25198750709824,0,0,2029,8,45.9860061037266,1277.52471604335,2638.7248543094,"no","no",2031.35054920545,1894.67733268318,540794.330279387,2.18922691321542,1.70712663259512,3.25198750709824,-1,0,2029,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.556973927382039,0.556973927382039,0.00260066982959337,0.792452830188679,1.15523985338577,0.554373257552445
"68",2013,8,101.7003280223,1912.12906129418,6664.29010450055,"no","no",2933.51824929808,2736.14543493319,12206.1709247818,5.03492981051786,1.70712663259512,3.25198750709824,0,0,2029,8,0,1583.94637109615,4434.19063631077,"no","no",2703.99703470063,2522.06685413983,544019.195660299,3.41174290851219,1.70712663259512,3.25198750709824,0,0,2029,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.556973927382039,0.556973927382039,0.00260066982959337,0.792452830188679,1.15523985338577,0.554373257552445
"69",2014,9,136.678607084937,1945.44796284598,6932.11684747258,"no","no",2971.03720998852,2743.70301679505,12531.9431504666,5.21934518104711,1.74872231686542,3.15346394094265,0,0,2029,9,44.8059352992798,1278.95964535512,2627.68029445717,"no","no",2095.25137289629,1934.92948975276,544112.989250967,2.19368739564922,1.74872231686542,3.15346394094265,-1,0,2029,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.484234650355561,0.484234650355561,0.00261004855345393,0.676646706586826,1.17827945733382,0.481624601802107
"70",2014,9,136.678607084937,1945.44796284598,6932.11684747258,"no","no",2971.03720998852,2743.70301679505,12531.9431504666,5.21934518104711,1.74872231686542,3.15346394094265,0,0,2029,9,0.352608717092828,1528.0352104124,4136.6803888517,"no","no",2670.99733452969,2466.62122573315,546679.482651261,3.16974848072194,1.74872231686542,3.15346394094265,0,0,2029,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.484234650355561,0.484234650355561,0.00261004855345393,0.676646706586826,1.17827945733382,0.481624601802107
"71",2014,9,136.678607084937,1945.44796284598,6932.11684747258,"no","no",2971.03720998852,2743.70301679505,12531.9431504666,5.21934518104711,1.74872231686542,3.15346394094265,0,0,2029,5,0,1790.28894569744,5775.88714857062,"no","no",2579.95784891748,2479.28878240387,537224.511868727,4.39288291345455,1.74872231686542,3.15346394094265,4,0,2029,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.484234650355561,0.484234650355561,0.00261004855345393,0.676646706586826,1.17827945733382,0.481624601802107
"72",2015,10,92.433778828281,2012.46012503965,7379.00231608981,"no","no",3174.38408208646,2902.46578368491,12823.8515989658,5.59554361199703,1.71473594548552,2.99082907438955,0,0,2029,10,18.4602422477437,1474.56777326884,3829.39547909783,"no","no",2473.28293564379,2261.42108467212,549422.340425049,2.94578507363343,1.71473594548552,2.99082907438955,0,0,2029,58,2271,89,74,28,0,0,0,9331,5.96119901784433,NA,NA,NA,NA,NA,NA,NA,NA
"73",2015,10,92.433778828281,2012.46012503965,7379.00231608981,"no","no",3174.38408208646,2902.46578368491,12823.8515989658,5.59554361199703,1.71473594548552,2.99082907438955,0,0,2029,6,69.4678160102774,1726.57531027965,5516.15122143972,"no","no",2517.90671120493,2395.70184030624,539945.411069844,4.08356297161844,1.71473594548552,2.99082907438955,4,0,2029,58,2271,89,74,28,0,0,0,9331,5.96119901784433,NA,NA,NA,NA,NA,NA,NA,NA
