"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","start_time.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r"
"49",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,10188.9873610905,4.75053025179178,1,2.75780806360023,0,0.5,2034,1,0,1881,4019,"yes","no",1881,1881,46031.838196025,4.75053025179178,1,2.75780806360023,0,0.5,2034,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"50",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,10188.9873610905,4.75053025179178,1,2.75780806360023,0,0.5,2034,1,0,1275.06325700685,608.210207410884,"yes","no",1275.06325700685,1275.06325700685,38061.7480674326,2.11476810621236,1,2.75780806360023,-1,0.5,2034,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"51",2007,2,65,1877.92751677978,4635.64929002318,"yes","no",1840.43236321014,1720.03024599079,10453.027449779,4.76493325671934,1.04869392390687,1.98367404883589,0,0.5,2034,2,0.230409939378191,1813.92751677978,4355.33202205445,"yes","no",1901.79770703709,1777.38103461411,47566.1113558906,4.44021124871887,1.04869392390687,1.98367404883589,0,0.5,2034,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"52",2007,2,65,1877.92751677978,4635.64929002318,"yes","no",1840.43236321014,1720.03024599079,10453.027449779,4.76493325671934,1.04869392390687,1.98367404883589,0,0.5,2034,2,65,1230.66592619476,1021.69705849781,"yes","no",1161.65306598533,1085.65707101433,39406.7455196161,1.98379662321345,1.04869392390687,1.98367404883589,-1,0.5,2034,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"53",2008,3,65,1875.9431653088,5559.85169281492,"no","no",2148.08831110026,1876.22352266596,11106.5324461567,4.79940253251083,1.21379897785349,1.98353208404316,0,0.5,2034,3,29.3485367213999,1252.86992888771,1998.68197592407,"no","no",1462.51847486066,1277.42027675837,40815.2871716269,2.08670516867946,1.21379897785349,1.98353208404316,-1,0.5,2034,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"54",2008,3,65,1875.9431653088,5559.85169281492,"no","no",2148.08831110026,1876.22352266596,11106.5324461567,4.79940253251083,1.21379897785349,1.98353208404316,0,0.5,2034,3,0,1749.61335058158,4939.68220455196,"no","no",2123.67889657474,1854.9033946849,49486.6830169945,4.16413786772698,1.21379897785349,1.98353208404316,0,0.5,2034,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"55",2009,4,77,1873.99140219678,6250.0116921876,"no","no",2355.0942630385,1922.45844679615,11519.8272897164,4.82274545090082,1.32112436115843,1.56729131175468,0,0.5,2034,4,77,1687.47195249475,5244.46407946478,"no","no",2108.67887420729,1721.31008806001,51508.1174538187,3.8944653092975,1.32112436115843,1.56729131175468,0,0.5,2034,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"56",2009,4,77,1873.99140219678,6250.0116921876,"no","no",2355.0942630385,1922.45844679615,11519.8272897164,4.82274545090082,1.32112436115843,1.56729131175468,0,0.5,2034,4,3.79266083802105,1238.58544450581,2519.72582965539,"no","no",1630.38119973301,1330.87671186482,41544.6396971986,2.05663667642,1.32112436115843,1.56729131175468,-1,0.5,2034,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"57",2010,5,77,1884.08190176259,6354.12115819152,"no","no",2554.20192856219,1948.58842190265,11306.0323553514,4.87817873337611,1.44108461101647,2.08986371379898,0,0.5,2034,5,0.181196322238026,1704.65537306,5219.54589852269,"no","no",2456.17394958439,1873.80334609379,47136.8687165471,3.9707249628208,1.44108461101647,2.08986371379898,0,0.5,2034,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"58",2010,5,77,1884.08190176259,6354.12115819152,"no","no",2554.20192856219,1948.58842190265,11306.0323553514,4.87817873337611,1.44108461101647,2.08986371379898,0,0.5,2034,1,0,1884.08190176259,6354.12115819152,"no","no",1884.08190176259,1884.08190176259,45730.7194245522,4.87817873337611,1.44108461101647,2.08986371379898,4,0.5,2034,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"59",2010,5,77,1884.08190176259,6354.12115819152,"no","no",2554.20192856219,1948.58842190265,11306.0323553514,4.87817873337611,1.44108461101647,2.08986371379898,0,0.5,2034,5,59.5745646294167,1199.24863083418,2275.62595630217,"no","no",1603.71602579332,1223.46727756161,42721.3652722272,1.92309502790594,1.44108461101647,2.08986371379898,-1,0.5,2034,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
