"","year","start_time.opt","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_oa_welfare","npv_opt_welfare","npv_welfare_loss","npv_welfare_gain","opt_tax_path","fe_eqm_next","launch_con","one_period_launch_deviation","one_period_sat_deviation","one_period_deb_deviation","excess_L","opt_dev_tax_path"
"680",2027,14,22,68.9659431968814,1945.31391568089,5348.15868907268,"no","no",4407.5259557937,1582.04778878897,13409.4985778634,5.69480936309888,2.43253833049404,4.70557921635434,0,0,2029,8,0,1746.39941082636,4527.0057133528,"no","no",2981.32494537009,2118.77197772573,73355.7260293189,4.52567152677122,2.43253833049404,4.70557921635434,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.12966596255145,0.676416877693286,5.4704302031409,51.6428728363236,485.559205746022,2656.21774452614,-2170.65853878012,2170.65853878012,65502.8370840686,0.00257063894406095,317,53.1081832735193,1737.12342613758,4450.84485339228,0,0
"681",2028,0,23,81.0347039865522,1944.15819547974,5345.02659470265,"no","no",4412.5270996321,1508.42182017546,13669.0466556834,5.68806159055301,2.47241624077229,4.86509085746735,0,0,2029,23,47.9588675165102,1156.51195293093,2063.32960754654,"no","no",2626.05468718465,897.716456280492,93192.0949277453,1.83934676359787,2.47241624077229,4.86509085746735,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.83958221884455,0.595136217385182,6.81774649507085,64.7267887075137,495.251697451887,3376.50052448049,-2881.24882702861,2881.24882702861,268169.531649994,0.00261325811769315,330,330,1446.31872358628,3025.19829713319,0.000458302312792314,135803.894883192
"682",2028,14,23,81.0347039865522,1944.15819547974,5345.02659470265,"no","no",4412.5270996321,1508.42182017546,13669.0466556834,5.68806159055301,2.47241624077229,4.86509085746735,0,0,2029,9,0,1684.01524286407,4274.45018071472,"no","no",2944.87503713793,1993.20734139064,73852.9821054023,4.1876332853216,2.47241624077229,4.86509085746735,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.17654912436697,0.667389677308375,5.40293584225169,53.1754110969242,495.251697451887,2675.81314709879,-2180.5614496469,2180.5614496469,87535.9194281414,0.00261325811769315,330,144.783975637045,1768.81402792545,4500.85014738077,0.000126562523355745,25755.4658428616
"683",2029,0,24,77.9589183855775,1955.11614838491,5381.28235234094,"no","no",4763.33864340994,1550.80638208725,13862.6698489464,5.75393378140085,2.63192788188529,4.9049687677456,0,0,2029,24,37.5207875763915,1164.27759110279,2088.4207577885,"no","no",2880.25636307425,937.728825155576,93314.2753114221,1.86589110524614,2.63192788188529,4.9049687677456,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.83637994402811,0.604671760438255,6.73133504066783,67.8447241799015,499.451894439337,3361.97803816744,-2862.5261437281,2862.5261437281,275388.891145137,0.00262234082311957,342,342,1465.80075381728,3089.15620252686,0.000476817746047131,141498.379273724
"684",2029,14,24,77.9589183855775,1955.11614838491,5381.28235234094,"no","no",4763.33864340994,1550.80638208725,13862.6698489464,5.75393378140085,2.63192788188529,4.9049687677456,0,0,2029,10,0,1624.03005228841,4019.96150805526,"no","no",2784.78270720766,1795.09576279519,74406.8400661358,3.87234408691659,2.63192788188529,4.9049687677456,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23427637843351,0.58462832808673,5.36742495326693,71.2845015684716,499.451894439337,2680.77056117014,-2181.3186667308,2181.3186667308,116373.320726799,0.00262234082311957,342,213.224634664552,1779.56679534958,4478.02885179164,0.000237936617390355,50620.0786199939
"685",2030,0,25,74.0857412426448,1962.57064952952,5411.9914632329,"no","no",4883.17376655485,1514.11548534272,13799.2980228809,5.80056470508566,2.67180579216354,4.86509085746735,0,0,2029,25,46.919737449111,1161.32154139367,2077.85233743374,"no","no",2874.55683516146,891.307830867221,93235.0426113716,1.8556046586974,2.67180579216354,4.86509085746735,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.84974560336675,0.588665686003122,6.75650619740054,72.0926794055892,495.280286070083,3346.36432228283,-2851.08403621275,2851.08403621275,281782.623207567,0.00262435342820478,355,355,1475.95283773466,3122.44577013632,0.000497591417462639,146835.376691243
"686",2030,14,25,74.0857412426448,1962.57064952952,5411.9914632329,"no","no",4883.17376655485,1514.11548534272,13799.2980228809,5.80056470508566,2.67180579216354,4.86509085746735,0,0,2029,11,0.422154282687806,1566.34216068503,3769.8199220164,"no","no",2684.60601646695,1648.11521404432,75157.4871166983,3.57954677412563,2.67180579216354,4.86509085746735,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.29331278906273,0.549766636373658,5.44647176922176,78.9103374970566,495.280286070083,2697.53009593279,-2202.2498098627,2202.2498098627,141990.232106931,0.00262435342820478,355,274.907916739215,1785.76143236904,4441.05896450264,0.000339063014858088,74182.9473274246
"687",2031,0,26,75.4724314383203,1965.85928101125,5431.23405880753,"no","no",5032.97364891045,1486.25106840505,14173.0803488204,5.82270861870434,2.75156161272005,4.9847245883021,0,0,2029,26,33.6749831300069,1167.87257518377,2099.18129898695,"no","no",3045.61283000537,899.377910218849,96712.2867816102,1.87810835832416,2.75156161272005,4.9847245883021,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.84182110468173,0.605131884738695,6.82366037596475,71.2104357803588,507.844986370209,3465.36171062675,-2957.51672425654,2957.51672425654,293829.530679795,0.00262812261365001,367,367,1494.26451460183,3182.76743683462,0.000516173607205905,155188.969676805
"688",2031,14,26,75.4724314383203,1965.85928101125,5431.23405880753,"no","no",5032.97364891045,1486.25106840505,14173.0803488204,5.82270861870434,2.75156161272005,4.9847245883021,0,0,2029,12,1.35322055280093,1511.27566991252,3529.37599516048,"no","no",2587.0891365103,1512.61743713809,76048.8748328639,3.31036721879634,2.75156161272005,4.9847245883021,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.35219756137597,0.514027951859108,5.36572664242276,87.6401005492317,507.844986370209,2724.95737358745,-2217.11238721724,2217.11238721724,171852.119193904,0.00262812261365001,367,334.870082443557,1792.74644750517,4410.46813804252,0.000437676969793577,101688.190580542
"689",2032,0,27,83.5208677014827,1970.40395833953,5453.98927038758,"no","no",5149.18800430168,1448.16141872681,14358.875420215,5.85235690605664,2.83131743327655,5.14423622941511,0,0,2029,27,38.2784689976696,1160.93949773183,2075.65449073348,"no","no",3090.0747518831,869.054894270813,98335.7280632305,1.85414660408199,2.83131743327655,5.14423622941511,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.85969211409132,0.600109133576327,6.84842824980494,73.6112698548343,513.315647950835,3515.40538449343,-3002.08973654259,3002.08973654259,313177.337655829,0.00266233087006083,380,380,1500.58489375037,3203.62343393977,0.000537185386427441,167669.802781412
"690",2032,14,27,83.5208677014827,1970.40395833953,5453.98927038758,"no","no",5149.18800430168,1448.16141872681,14358.875420215,5.85235690605664,2.83131743327655,5.14423622941511,0,0,2029,13,1.12072998252538,1459.22958561441,3302.71799372528,"no","no",2498.32591883899,1391.16135441238,77087.9920782896,3.06565987059925,2.83131743327655,5.14423622941511,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.41375837197115,0.485188328092092,5.36866501186867,94.7657075645279,513.315647950835,2755.81975919835,-2242.50411124751,2242.50411124751,203485.62407726,0.00266233087006083,380,380,1787.79563508857,4345.67011906443,0.000512886852786387,127361.507611856
"691",2033,0,28,80.6636959839801,1982.81745135472,5503.13973678215,"no","no",5512.0982758082,1476.40625733933,14766.4699908905,5.9302354152736,2.99082907438955,5.18411413969336,0,0,2029,28,38.2043726635228,1158.86336274804,2068.62212354686,"no","no",3267.90641002859,875.303238576259,99993.8148465475,1.84700292709974,2.99082907438955,5.18411413969336,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.876522822523,0.5928606941518,6.77168036153762,79.725380123879,524.581900087506,3552.30095084066,-3027.71905075315,3027.71905075315,333522.678917271,0.00266924270857163,392,392,1510.58462655567,3236.81173088831,0.000556296926731537,175294.516133388
"692",2033,14,28,80.6636959839801,1982.81745135472,5503.13973678215,"no","no",5512.0982758082,1476.40625733933,14766.4699908905,5.9302354152736,2.99082907438955,5.18411413969336,0,0,2029,14,0,1408.91636507109,3087.25228777007,"no","no",2528.28881616193,1340.80553980839,78258.8765715184,2.83864698384371,2.99082907438955,5.18411413969336,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.48444129888251,0.458679923625132,5.29976877478482,106.000448096663,524.581900087506,2780.16277390106,-2255.58087381355,2255.58087381355,239141.910635824,0.00266924270857163,392,392,1751.37310293373,4182.4079182799,0.00053570668242886,138846.760791222
"693",2034,0,29,80.6019856185943,1991.88615140935,5545.89060160592,"no","no",5691.97715813558,1451.98715580416,14992.7087339116,5.98929556867899,3.07058489494605,5.26386996024986,0,0,2029,29,38.8286150110589,1156.78899921919,2061.70725485387,"no","no",3347.63004748739,853.959124623032,101547.352905623,1.83989648161234,3.07058489494605,5.26386996024986,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.89047959723949,0.588131321416602,6.77311583302729,82.9042414684277,530.194159173956,3591.06645407971,-3060.87229490576,3060.87229490576,354507.337134401,0.00268195832727671,405,405,1521.58603598004,3273.40805813153,0.000576985116890527,184941.748824455
"694",2034,14,29,80.6019856185943,1991.88615140935,5545.89060160592,"no","no",5691.97715813558,1451.98715580416,14992.7087339116,5.98929556867899,3.07058489494605,5.26386996024986,0,0,2029,15,0,1359.37310293373,2880.41060962631,"no","no",2493.59279882702,1259.43381050793,79430.7214633327,2.62454394635803,3.07058489494605,5.26386996024986,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.55738524951145,0.438089038228643,5.29795668501655,113.105959449685,530.194159173956,2808.94568995239,-2278.75153077843,2278.75153077843,276427.922124097,0.00268195832727671,405,405,1716.6824730289,4031.10002518069,0.000560067586890645,152765.844706099
"695",2035,0,30,78.7799466819426,2000.53481458257,5588.69491475803,"no","no",5958.0312932586,1447.48178362823,15297.2153468294,6.04644029215838,3.19021862578081,5.38350369108461,0,0,2029,30,40.708985454689,1155.4146509911,2057.1984720051,"no","no",3466.86836663622,842.262915372889,103093.197451677,1.83520702694836,3.19021862578081,5.38350369108461,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.90285835616068,0.581881530323434,6.73934406454208,87.715302564177,538.6238925592,3629.97173333939,-3091.34784078019,3091.34784078019,NA,0.00268783086629692,417,417,1532.26187212136,3308.95654584135,0.000596044305899102,195625.306657949
"696",2035,14,30,78.7799466819426,2000.53481458257,5588.69491475803,"no","no",5958.0312932586,1447.48178362823,15297.2153468294,6.04644029215838,3.19021862578081,5.38350369108461,0,0,2029,16,0,1311.6824730289,2685.92423435236,"no","no",2510.72486543101,1207.70158887446,80699.1023633446,2.42712708078889,3.19021862578081,5.38350369108461,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.63338985736076,0.42140175871044,5.27541127804485,121.38167404342,538.6238925592,2841.46255743122,-2302.83866487202,2302.83866487202,NA,0.00268783086629692,417,417,1682.76680595946,3888.66214139569,0.000582738976084962,168472.76884534
"697",2035,29,30,78.7799466819426,2000.53481458257,5588.69491475803,"no","no",5958.0312932586,1447.48178362823,15297.2153468294,6.04644029215838,3.19021862578081,5.38350369108461,0,0,2029,1,0,2000.53481458257,5588.69491475803,"no","no",2000.53481458257,2000.53481458257,69480.0950949395,6.04644029215838,3.19021862578081,5.38350369108461,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0.335771115678117,4.54200934742939,139.345763905691,538.6238925592,2446.43475475269,-1907.81086219349,1907.81086219349,NA,0.00268783086629692,417,0,1928.23896947364,5363.47329663064,0,0
"698",2036,0,31,83.5947666356819,2007.01891615559,5625.13472151779,"no","no",6102.86708059493,1412.06581459388,15506.6009842438,6.09063838523958,3.26997444633731,5.50313742191936,0,0,2029,31,40.4047395781179,1155.97085757605,2059.13540245225,"no","no",3557.64233058906,823.158205681776,104590.504473549,1.83712170768068,3.26997444633731,5.50313742191936,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.90950282898645,0.582946061843813,6.74490203106554,89.3293181978734,544.23252543249,3670.79506616153,-3126.56254072904,3126.56254072904,NA,0.00271585849303361,430,430,1545.79775253257,3353.95682388316,0.000616559993787069,206756.018964682
"699",2036,14,31,83.5947666356819,2007.01891615559,5625.13472151779,"no","no",6102.86708059493,1412.06581459388,15506.6009842438,6.09063838523958,3.26997444633731,5.50313742191936,0,0,2029,17,0,1265.76680595946,2503.62929009837,"no","no",2574.26492175099,1179.30042131242,82017.1295012544,2.24513576445694,3.26997444633731,5.50313742191936,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.71089140176038,0.421812385515702,5.28917520897015,123.842747105279,544.23252543249,2878.54118143274,-2334.30865600025,2334.30865600025,NA,0.00271585849303361,430,430,1651.5522309631,3761.35705729685,0.000606857135470706,185849.957309226
"700",2036,29,31,83.5947666356819,2007.01891615559,5625.13472151779,"no","no",6102.86708059493,1412.06581459388,15506.6009842438,6.09063838523958,3.26997444633731,5.50313742191936,0,0,2029,2,0.064701865155314,1928.23896947364,5363.47329663064,"no","no",2022.00414371664,1925.71823211108,70825.49544934,5.6115690289579,3.26997444633731,5.50313742191936,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.04276848085267,0.331320364185209,4.56744166702333,143.225349277885,544.23252543249,2485.75031320969,-1941.5177877772,1941.5177877772,NA,0.00271585849303361,430,0,1858.76494699258,5102.43766988204,0,0
"701",2037,0,32,81.5082586440805,2018.05973020872,5676.05249725313,"no","no",6469.10739815998,1425.52910939713,15916.7241888577,6.1632272694113,3.42948608745031,5.54300113571834,0,0,2029,32,38.3281367298084,1156.20249211069,2059.946669461,"no","no",3752.72745554569,826.949051585668,106067.959630093,1.83792010021695,3.42948608745031,5.54300113571834,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.92123920414164,0.58009973008225,6.66393149567452,94.8147372912299,555.570301057033,3702.28242727534,-3146.71212621831,3146.71212621831,NA,0.0027244893459176,442,442,1558.02092116594,3394.57587094556,0.000635516794801227,214613.701930673
"702",2037,14,32,81.5082586440805,2018.05973020872,5676.05249725313,"no","no",6469.10739815998,1425.52910939713,15916.7241888577,6.1632272694113,3.42948608745031,5.54300113571834,0,0,2029,18,9.62043393912542,1221.5522309631,2333.14572382479,"no","no",2543.40487881596,1109.6791238807,83363.2366490638,2.07736902288952,3.42948608745031,5.54300113571834,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.79586032675777,0.393161640744963,5.23746190861442,137.02591718333,555.570301057033,2909.77828934365,-2354.20798828662,2354.20798828662,NA,0.0027244893459176,442,442,1620.96849206914,3642.03201710277,0.000629246802702155,201128.350176682
"703",2037,29,32,81.5082586440805,2018.05973020872,5676.05249725313,"no","no",6469.10739815998,1425.52910939713,15916.7241888577,6.1632272694113,3.42948608745031,5.54300113571834,0,0,2029,3,0.016488883727769,1858.82964885774,5102.65257206137,"no","no",2256.21282155738,2046.45153882756,72207.3224920167,5.19810305698727,3.42948608745031,5.54300113571834,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.09211625672144,0.348767253763498,4.5365693113263,147.050302591982,555.570301057033,2520.38317805965,-1964.81287700262,1964.81287700262,NA,0.0027244893459176,442,26.0760087751904,1818.13688400104,4910.92543314105,0,0
"704",2038,0,33,80.8022451091201,2026.57712418485,5720.89969505927,"no","no",6731.7891995962,1412.7747935525,16228.6046617826,6.22104152492491,3.54911981828507,5.70251277683135,0,0,2029,33,42.3212729401475,1154.34905789575,2053.81138227982,"no","no",3855.58551892355,809.156952782769,107411.757396576,1.83159216825276,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.93467642302825,0.572743056059275,6.61866868009454,99.9714172477265,564.075701207654,3733.43017678547,-3169.35447557781,3169.35447557781,NA,0.00273501106400057,455,455,1569.23516880885,3431.90675984043,0.000656188210280684,228337.312222591
"705",2038,14,33,80.8022451091201,2026.57712418485,5720.89969505927,"no","no",6731.7891995962,1412.7747935525,16228.6046617826,6.22104152492491,3.54911981828507,5.70251277683135,0,0,2029,19,22.7199518735183,1188.58892600827,2205.91714126586,"no","no",2512.6712719215,1044.06681237553,84833.0977738207,1.95647736217101,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.86490544359621,0.373254598060234,5.22738088343466,146.648584590604,564.075701207654,2948.63853730289,-2384.56283609524,2384.56283609524,NA,0.00273501106400057,455,455,1602.21698026211,3567.37684018023,0.000652475995982171,220505.016251747
"706",2038,29,33,80.8022451091201,2026.57712418485,5720.89969505927,"no","no",6731.7891995962,1412.7747935525,16228.6046617826,6.22104152492491,3.54911981828507,5.70251277683135,0,0,2029,4,421.662633140568,1792.07736410958,4824.37077813215,"no","no",1706.68888139294,1474.30202474285,73410.878373697,4.80869307718344,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.14400957670301,0.253526786236164,4.52354838284868,174.663012914751,564.075701207654,2551.62372600212,-1987.54802479447,1987.54802479447,NA,0.00273501106400057,455,102.895993287871,1830.79831893072,4882.78046241958,5.1704431516475e-05,11589.2845865025
"707",2039,0,34,86.8535655550025,2034.04969493894,5762.44186598445,"no","no",6879.1027414772,1374.94373511674,16617.0745010733,6.2725870142648,3.62887563884157,5.78226859738785,0,0,2029,34,44.6838939288914,1156.556441749,2061.22667828298,"no","no",3938.62521973418,787.223025205668,109342.551902052,1.83914673241407,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.93925798083652,0.572549265180536,6.58013249534324,101.829978464609,575.456308057771,3786.57875230119,-3211.12244424342,3211.12244424342,NA,0.00276743795497696,467,467,1583.36192803998,3478.80398866803,0.000675016437789222,237719.673883873
"708",2039,14,34,86.8535655550025,2034.04969493894,5762.44186598445,"no","no",6879.1027414772,1374.94373511674,16617.0745010733,6.2725870142648,3.62887563884157,5.78226859738785,0,0,2029,20,34.7886794713356,1169.93693213563,2131.59250537072,"no","no",2505.30808342271,991.43548139867,86420.8591748546,1.8892940947474,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.90962468125686,0.364191112936442,5.20072646778305,151.466356244854,575.456308057771,2992.79085236877,-2417.334544311,2417.334544311,NA,0.00276743795497696,467,467,1596.2494871891,3539.28339910143,0.000673105104849192,234335.476545678
"709",2039,29,34,86.8535655550025,2034.04969493894,5762.44186598445,"no","no",6879.1027414772,1374.94373511674,16617.0745010733,6.2725870142648,3.62887563884157,5.78226859738785,0,0,2029,5,0,2149.56495878342,5941.53889909499,"no","no",3097.70498248303,2548.48955526393,75274.1076616123,6.96163593061069,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.9521917225226,0.450306544166811,4.52992538829566,130.951401436406,575.456308057771,2606.77413972579,-2031.31783166802,2031.31783166802,NA,0.00276743795497696,467,0,2071.43409633478,5835.9014288658,0,0
"710",2040,0,35,81.7000315514642,2047.27554209222,5822.61996318759,"no","no",7283.46109537865,1386.44177735237,16730.1121113231,6.36064083101169,3.78838727995457,5.78226859738785,0,0,2029,35,43.5426112620787,1161.04582196887,2076.11410727607,"no","no",4146.71614964227,789.347321747026,109395.243086108,1.85452844474906,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.945093290203,0.569333191368779,6.53882307292296,107.925049381417,575.627986019537,3763.92955640472,-3188.30157038519,3188.30157038519,NA,0.0027755537685209,480,480,1600.68731713866,3536.17659374009,0.000695285281668623,243910.942807793
"711",2040,14,35,81.7000315514642,2047.27554209222,5822.61996318759,"no","no",7283.46109537865,1386.44177735237,16730.1121113231,6.36064083101169,3.78838727995457,5.78226859738785,0,0,2029,21,36.626672542796,1164.03816666043,2103.7273376271,"no","no",2570.76071582118,968.892676776067,88100.3089803916,1.86760237829818,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.93645485479703,0.35295866651259,5.26597242111511,162.148478751804,575.627986019537,3031.24109920092,-2455.61311318138,2455.61311318138,NA,0.0027755537685209,480,480,1603.5676277237,3557.98440527217,0.000694368594620354,242963.17749275
"712",2040,29,35,81.7000315514642,2047.27554209222,5822.61996318759,"no","no",7283.46109537865,1386.44177735237,16730.1121113231,6.36064083101169,3.78838727995457,5.78226859738785,0,0,2029,6,13.5842704770428,2071.43409633478,5835.9014288658,"no","no",3171.35261119488,2484.83775396926,75768.4529085021,6.49601232503022,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.990715265683544,0.43541834982919,4.52886701561439,141.484092234057,575.627986019537,2606.94259914842,-2031.31461312888,2031.31461312888,NA,0.0027755537685209,480,0,1996.34860471645,5641.54415119832,0,0
"713",2041,0,36,80.8759445590759,2054.82341332671,5867.22949478833,"no","no",7552.97114725221,1369.28029454513,17205.6876052098,6.41401543995406,3.90802101078932,5.9019023282226,0,0,2029,36,35.5469728403112,1164.22992840073,2086.51754915145,"no","no",4340.04025981232,786.807137143047,111197.450951687,1.86545207709513,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.9480951187932,0.574613642128269,6.46283098375079,110.140292466719,589.816442157834,3811.8839771033,-3222.06753494547,3222.06753494547,NA,0.00278081101414391,492,492,1615.75509873627,3586.00134984165,0.000714062749208377,254981.683159599
"714",2041,14,36,80.8759445590759,2054.82341332671,5867.22949478833,"no","no",7552.97114725221,1369.28029454513,17205.6876052098,6.41401543995406,3.90802101078932,5.9019023282226,0,0,2029,22,37.9793047994601,1160.1943002665,2085.35461170566,"no","no",2643.50247890303,948.865030711675,89793.9845267122,1.85349979143204,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.95386107771243,0.349995045309387,5.21885475239729,168.298147060061,589.816442157834,3078.16634219747,-2488.34990003964,2488.34990003964,NA,0.00278081101414391,492,492,1611.86507427096,3581.75494018485,0.000713814047719308,255779.496581033
"715",2041,29,36,80.8759445590759,2054.82341332671,5867.22949478833,"no","no",7552.97114725221,1369.28029454513,17205.6876052098,6.41401543995406,3.90802101078932,5.9019023282226,0,0,2029,7,0.0123889677391276,2009.93287519349,5686.66324201754,"no","no",3268.5324282037,2439.0292223317,76206.150494666,6.12281372809525,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.02467467321043,0.432747903372146,4.42912554518258,146.871921651494,589.816442157834,2612.37107092997,-2022.55462877213,2022.55462877213,NA,0.00278081101414391,492,0,1937.25102524881,5445.59796235873,0,0
"716",2006,0,1,58.1149227530063,1881,4019,"yes","no",1720.73019741625,1720.73019741625,10294.6001788119,5.08182947643724,1,2.75780806360023,0,0,2029,1,0,1881,4019,"yes","no",1881,1881,65307.2424124315,5.08182947643724,1,2.75780806360023,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953,12,1,1.09314057649735,6.34383475589904,-6.00181015098299,385.513895053435,2445.636446322,-2060.12255126856,2060.12255126856,0,0.00238569471580004,65,0,1813.60722206974,4220.7263279799,0,0
"717",2007,0,2,65,1871.72214482275,4409.83334838399,"yes","no",1833.92482734322,1746.59507366021,10419.694231925,5.13919808844404,1.04869392390687,1.98367404883589,0,0,2029,2,0,1813.60722206974,4220.7263279799,"yes","no",1901.91887413816,1811.35130870301,66555.215191687,4.81200693565544,1.04869392390687,1.98367404883589,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489,12,1.03483467140663,1.03707570004025,6.38744417161188,-2.55887374602227,392.132594961792,2504.72505818774,-2112.59246322595,2112.59246322595,6899.90333874863,0.00258611045254846,65,0,1748.71383888606,4378.73797021824,0,0
"718",2008,0,3,65,1869.58207931572,4807.6285098093,"no","no",2140.36723142382,1941.37617362705,10903.4139836187,5.23263358602907,1.21379897785349,1.98353208404316,0,0,2029,3,0,1748.71383888606,4378.73797021824,"no","no",2122.58707019815,1925.24904326363,67867.2906216053,4.5495009189373,1.21379897785349,1.98353208404316,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594,12,1.07579811201513,0.99169293896644,6.22440739419501,0.669900813980061,410.806505637455,2557.02705127319,-2146.22054563574,2146.22054563574,14737.2835278699,0.002846325079909,77,77,1763.22975645617,4649.13670567238,5.42561694154564e-05,4334.99856989553
