"","year","start_time.opt","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_oa_welfare","npv_opt_welfare","npv_welfare_loss","npv_welfare_gain","opt_tax_path","fe_eqm_next","launch_con","one_period_launch_deviation","one_period_sat_deviation","one_period_deb_deviation","excess_L","opt_dev_tax_path"
"1938",2037,29,32,77.100309991134,1949.29762915954,7966.05992029876,"no","no",6257.72199365744,1378.94833265724,15373.7758495383,6.20240482812754,3.42948608745031,5.54300113571834,0,0,2029,3,0.0280517704504639,1798.21073101348,7136.67880748739,"no","no",2182.61070568264,1979.69225005228,70972.1253988029,5.23133347591005,3.42948608745031,5.54300113571834,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.09373002398221,0.348786780220477,4.61644075556978,147.258599626323,555.548190610785,2564.65530881867,-2009.10711820789,2009.10711820789,NA,0.0027244893459176,442,0,1733.423363285,6674.27264782582,0,0
"1939",2038,0,33,76.3826367397866,1955.65321671688,8046.21616522554,"no","no",6505.27462720611,1365.23704857019,15658.1249117599,6.25608858076995,3.54911981828507,5.70251277683135,0,0,2029,33,44.3472920606271,1204.97636579045,2286.86714507026,"no","no",4023.71450079842,844.441537700061,115177.975972105,1.97491707340286,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.95182423935474,0.618531073841309,7.35579621577811,89.3824599422649,563.984611052873,4148.55586773981,-3584.57125668694,3584.57125668694,NA,0.00273501106400057,455,455,1618.04226369569,4222.96580741183,0.000704932360580224,234992.787658467
"1940",2038,14,33,76.3826367397866,1955.65321671688,8046.21616522554,"no","no",6505.27462720611,1365.23704857019,15658.1249117599,6.25608858076995,3.54911981828507,5.70251277683135,0,0,2029,19,42.2238578535113,1194.22053161881,2319.28308682225,"no","no",2444.13458401307,1015.58840293337,90730.8548607495,1.94770613011216,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.96142698086048,0.375715818943493,5.79449042411246,146.276805211285,563.984611052873,3268.00342809266,-2704.01881703979,2704.01881703979,NA,0.00273501106400057,455,455,1607.67000499297,4233.14459327321,0.000702594625702657,236322.952715283
"1941",2038,29,33,76.3826367397866,1955.65321671688,8046.21616522554,"no","no",6505.27462720611,1365.23704857019,15658.1249117599,6.25608858076995,3.54911981828507,5.70251277683135,0,0,2029,4,60.9486027360506,1733.45141505545,6674.40412495845,"no","no",2194.58067778251,1895.76130247922,71440.0686970846,4.81722106446636,3.54911981828507,5.70251277683135,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.15113468456983,0.337354040151421,4.5624919394678,155.265401453512,563.984611052873,2573.17524191262,-2009.19063085974,2009.19063085974,NA,0.00273501106400057,455,51.6791315220791,1722.89459699399,6416.67088159469,0,0
"1942",2039,0,34,81.2217550278656,1961.02812172004,8122.7697102954,"no","no",6646.68117447075,1328.48904626106,16014.1038944592,6.30380017952445,3.62887563884157,5.78226859738785,0,0,2029,34,40.9711474499718,1207.38955575632,2298.2587504164,"no","no",4144.56036617693,828.383805918329,117213.034831332,1.98385852271259,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.95638954755855,0.623553358042173,7.31936270701269,89.8760133952724,575.22554920645,4210.28443298259,-3635.05888377614,3635.05888377614,NA,0.00276743795497696,467,467,1632.36665211614,4289.91894596783,0.000725216037487542,244645.703872896
"1943",2039,14,34,81.2217550278656,1961.02812172004,8122.7697102954,"no","no",6646.68117447075,1328.48904626106,16014.1038944592,6.30380017952445,3.62887563884157,5.78226859738785,0,0,2029,20,48.0472518986119,1194.89386284648,2298.48511486552,"no","no",2503.3476592929,990.65967500035,92612.8208636546,1.94660537198534,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.97319510589574,0.376631222948983,5.78320344828649,148.828264917046,575.22554920645,3326.64637971323,-2751.42083050678,2751.42083050678,NA,0.00276743795497696,467,467,1620.32203488396,4275.71570843383,0.000723932321950338,246766.525208291
"1944",2039,29,34,81.2217550278656,1961.02812172004,8122.7697102954,"no","no",6646.68117447075,1328.48904626106,16014.1038944592,6.30380017952445,3.62887563884157,5.78226859738785,0,0,2029,5,0,1732.16406820796,6460.11639240033,"no","no",2496.19498245017,2053.62578962483,72609.5875934668,4.76486822671466,3.62887563884157,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.16857542090863,0.375555095381709,4.5341024431963,149.085188594591,575.22554920645,2608.1315680459,-2032.90601883945,2032.90601883945,NA,0.00276743795497696,467,83.74698163425,1753.76847495403,6399.18197650735,1.6619880892299e-05,3908.01741666389
"1945",2040,0,35,76.9239591858261,1971.01748407709,8220.20347010254,"no","no",7022.18257165876,1336.7061563246,16097.2244439112,6.38190230205716,3.78838727995457,5.78226859738785,0,0,2029,35,41.6562483523458,1206.33779956611,2293.14472986363,"no","no",4329.20715847189,824.085361165278,117205.777138245,1.97993660919593,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.97277395279867,0.61650450045893,7.28111716070275,96.2412508449691,575.280787202167,4188.68681192029,-3613.40602471812,3613.40602471812,NA,0.0027755537685209,480,480,1644.35362295442,4346.07625665771,0.000747480030352299,252376.124591375
"1946",2040,14,35,76.9239591858261,1971.01748407709,8220.20347010254,"no","no",7022.18257165876,1336.7061563246,16097.2244439112,6.38190230205716,3.78838727995457,5.78226859738785,0,0,2029,21,42.8876702550285,1201.36928678257,2312.1068116007,"no","no",2629.88012812767,991.174161508017,94492.3925165331,1.96792689972884,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.97663844270846,0.374510360744786,5.87010467834256,156.97160812716,575.280787202167,3376.95844031603,-2801.67765311386,2801.67765311386,NA,0.0027755537685209,480,480,1639.56175627676,4353.54785386037,0.000746247428793034,253001.986844282
"1947",2040,29,35,76.9239591858261,1971.01748407709,8220.20347010254,"no","no",7022.18257165876,1336.7061563246,16097.2244439112,6.38190230205716,3.78838727995457,5.78226859738785,0,0,2029,6,82.6223851524219,1670.02149331978,6006.66439793751,"no","no",2402.13709241563,1882.13726735211,73586.7244115327,4.3831709771521,3.78838727995457,5.78226859738785,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.23365386449388,0.342078416205036,4.57139208488624,165.110662988496,575.280787202167,2629.83403720311,-2054.55325000094,2054.55325000094,NA,0.0027755537685209,480,162.4452820987,1772.75736192339,6293.55290568895,0.000150934268336789,36811.4904761931
"1948",2041,0,36,76.0604911058497,1976.30173366942,8303.30456287793,"no","no",7274.5271092961,1318.80109544935,16535.1803860685,6.43117764242732,3.90802101078932,5.9019023282226,0,0,2029,36,41.9967757155145,1206.00987130677,2291.58277378349,"no","no",4465.25104791295,809.506636647031,119062.808762478,1.97871947240129,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.98337068159433,0.613820112403844,7.20057513631925,100.129146472191,589.352367885687,4243.67600672855,-3654.32363884287,3654.32363884287,NA,0.00278081101414391,492,492,1656.03776394698,4400.85455723073,0.000767976454802421,264733.19924742
"1949",2041,14,36,76.0604911058497,1976.30173366942,8303.30456287793,"no","no",7274.5271092961,1318.80109544935,16535.1803860685,6.43117764242732,3.90802101078932,5.9019023282226,0,0,2029,22,42.4847388356217,1202.44942653179,2304.82597891764,"no","no",2725.08901644201,978.149895418784,96346.4992521345,1.97006102818678,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.98620647770709,0.374607032938214,5.82675828159154,162.152577109587,589.352367885687,3434.01379035351,-2844.66142246783,2844.66142246783,NA,0.00278081101414391,492,492,1652.60395460394,4405.97063212674,0.000767106667034279,265216.355590094
"1950",2041,29,36,76.0604911058497,1976.30173366942,8303.30456287793,"no","no",7274.5271092961,1318.80109544935,16535.1803860685,6.43117764242732,3.90802101078932,5.9019023282226,0,0,2029,7,0.615624809760632,1692.93446497711,5919.42730005675,"no","no",2751.3777541138,2053.12044208322,74715.9999947721,4.46838005300056,3.90802101078932,5.9019023282226,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.23289842080673,0.378220840032037,4.51860809802372,161.215585227198,589.352367885687,2663.05238211772,-2073.70001423204,2073.70001423204,NA,0.00278081101414391,492,152.545252906392,1784.92684286857,6226.30772930256,0.000141382173055371,34718.893152845
"1951",2006,0,1,54.5643709569727,1881,4019,"yes","no",1730.52193778959,1730.52193778959,10284.659821452,5.0646008623586,1,2.75780806360023,0,0,2029,1,0,1881,4019,"yes","no",1881,1881,69550.5367209661,5.0646008623586,1,2.75780806360023,0,2029,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953,31,1,1.08695530459592,6.76255101562969,-5.63512743333414,385.141646902222,2604.54003541991,-2219.39838851769,2219.39838851769,0,0.00238569471580004,65,0,1813.62387841404,4454.86616013047,0,0
"1952",2007,0,2,65,1868.18824937101,4712.33846789119,"yes","no",1830.21885265526,1743.06557395739,10371.9791763986,5.1462806492753,1.04869392390687,1.98367404883589,0,0,2029,2,0,1813.62387841404,4454.86616013047,"yes","no",1901.93634154521,1811.36794432878,71359.1811709802,4.82597271937622,1.04869392390687,1.98367404883589,0,2029,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489,31,1.03522605262289,1.03918519841816,6.87999657127715,-2.70410646202774,391.075264193262,2690.59647676095,-2299.52121256769,2299.52121256769,7010.84942880767,0.00258611045254846,65,0,1748.71644007633,4794.73743032472,0,0
"1953",2008,0,3,65,1866.15871927918,5407.06365090708,"yes","no",2136.21196051065,1937.60722041782,10803.3786568557,5.28097902262544,1.21379897785349,1.98353208404316,0,0,2029,3,0.0151244934339765,1748.71644007633,4794.73743032472,"no","no",2122.56022760226,1925.22469623788,73577.4854480367,4.58447465755507,1.21379897785349,1.98353208404316,0,2029,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594,31,1.07943297431226,0.993609373432624,6.81059951567516,0.515298112712598,407.784174372292,2777.25470047993,-2369.47052610764,2369.47052610764,15591.2525633234,0.002846325079909,77,77,1763.19845920216,5283.55986957677,7.1848895318416e-05,5740.62633816774
"1954",2009,0,4,77,1864.06637834644,5930.73113659056,"no","no",2341.98207224475,2023.09216909167,11052.5163352986,5.37943059711438,1.32112436115843,1.56729131175468,0,0,2029,4,77,1686.2135836956,4920.29216921278,"no","no",2107.01641253141,1820.11999786754,75649.0040818127,4.31874746576708,1.32112436115843,1.56729131175468,0,2029,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866,31,1.12675555852787,0.899672306420293,6.84450506896886,8.87896550384081,417.656398775378,2858.65133850535,-2440.99493972998,2440.99493972998,19227.37248005,0.00289828879333823,77,77,1703.02861344261,5109.64271732547,4.11786481407943e-05,2696.05392739166
"1955",2010,0,5,77,1873.94835572925,6236.6730550286,"no","no",2539.59863131852,2089.33407896382,11138.1797220263,5.49402101522183,1.44108461101647,2.08986371379898,0,0,2029,5,0.221926539570681,1703.02861344261,5109.64271732547,"no","no",2453.74453073068,2018.70169793918,71828.657532986,4.43194270787236,1.44108461101647,2.08986371379898,0,2029,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798,31,1.1265760274132,0.966193830974281,6.44886860560719,3.22717690000262,418.673960368675,2699.97335900677,-2281.2993986381,2281.2993986381,25876.3697821648,0.00271226621537651,77,77,1719.17567580166,5282.5269211227,3.85421121757985e-05,3331.58485336894
"1956",2011,0,6,77,1883.3913068229,6491.40037610405,"no","no",2743.95669839018,2149.96187284511,11362.0193779328,5.59645249838932,1.54514480408859,2.15786484951732,0,0,2029,6,45.5356462720581,1642.39760234123,4920.23505533968,"no","no",2439.48235101457,1911.39825465791,72810.1781227463,4.12080515444502,1.54514480408859,2.15786484951732,0,2029,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.651789082851753,0.651789082851753,0.00279743602801543,0.540816326530612,1.2263700591942,0.648991646823738,31,1.18431841624101,0.88903820983974,6.40820752903815,11.3875289492109,424.946553635571,2723.14570444628,-2298.19915081071,2298.19915081071,37322.9131541524,0.00268576161409849,77,77,1660.85940165929,5024.8365451071,3.36744005587923e-05,3116.48584827452
"1957",2012,0,7,62.7481279761361,1892.42156949087,6706.92982712297,"no","no",2905.86444366633,2168.40078840274,11531.4246029617,5.6891750901337,1.62620670073822,2.73480976717774,0,0,2029,7,0.588756979728039,1629.39504793134,4876.36603908915,"no","no",2648.12300675696,1976.07015982973,73878.1062472096,4.05496148062249,1.62620670073822,2.73480976717774,0,2029,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.612917034539958,0.612917034539958,0.00270173649975606,0.514851485148515,1.11917238075276,0.610215298040202,31,1.20801150200047,0.911303007450625,6.40667643339012,9.59369049084562,429.224419192787,2749.90197107799,-2320.6775518852,2320.6775518852,52695.8326370519,0.00260081856885556,159,123.19939550275,1694.55179531653,5185.95835348406,0.000112188518506584,13263.816060167
"1958",2013,0,8,43.1469178449591,1886.81036606571,6825.00755753688,"no","no",3080.71098876571,2189.4037832425,11628.5857428801,5.68457987981241,1.70712663259512,3.25198750709824,0,0,2029,8,0,1571.94115679351,4607.39685808202,"no","no",2683.50261363458,1907.11520686548,74752.2787026287,3.75716499058931,1.70712663259512,3.25198750709824,0,2029,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.556973927382039,0.556973927382039,0.00260066982959337,0.792452830188679,1.15523985338577,0.554373257552445,31,1.26050954296632,0.871066005029484,6.42832072235418,14.8289189244695,434.128195636566,2790.71527616877,-2356.5870805322,2356.5870805322,75594.0443772999,0.0024962380508659,164,120.290009612099,1636.38482534394,4869.94520986929,0.000106094518216193,15460.5477328155
"1959",2014,0,9,83.1960405855574,1861.78877816459,6809.41654193875,"no","no",2993.39587165025,2026.04815206706,11583.3983584363,5.5504955708136,1.74872231686542,3.15346394094265,0,0,2029,9,0,1516.09481573184,4302.33404103883,"no","no",2651.22883875424,1794.45603581447,75618.7927681715,3.47114329663685,1.74872231686542,3.15346394094265,0,2029,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.484234650355561,0.484234650355561,0.00261004855345393,0.676646706586826,1.17827945733382,0.481624601802107,31,1.30213248053447,0.885692688983572,6.52820445505076,12.9457466281198,438.253033823004,2861.00540784284,-2422.75237401984,2422.75237401984,82531.6266023474,0.00265795244741676,164,164,1626.38000127505,4757.40904375897,0.000182219564612285,26697.823557815
"1960",2015,0,10,71.6660904159618,1877.77706660911,6927.97898071121,"no","no",3005.55080685911,1937.40484824697,11611.1532371527,5.65876206127344,1.71473594548552,2.99082907438955,0,0,2029,10,10.0657492129247,1462.38000127505,3983.5440154962,"no","no",2477.49061874397,1597.01254268831,76571.6671911047,3.20248079952135,1.71473594548552,2.99082907438955,0,2029,58,2271,89,74,28,0,0,0,9331,5.96119901784433,NA,NA,NA,NA,NA,NA,NA,NA,31,1.37610352432423,0.824305020261168,6.59466511440873,19.8088262511375,435.562691955749,2872.39008977854,-2436.82739782279,2436.82739782279,92406.0931129373,0.00263480289963954,167,167,1577.70912953396,4453.35412974196,0.000189892579150919,27356.3842401837
"1961",2016,0,11,59.066751300293,1881.59966377076,7001.17051549849,"no","no",3047.45927484439,1870.87563845268,11623.9480887768,5.6942217439454,1.71475014196479,3.0307069846678,0,0,2029,11,5.89959512982607,1420.77487874689,3712.83017595698,"no","no",2418.39398086456,1484.68411713595,77751.5573968843,2.9979537833084,1.71475014196479,3.0307069846678,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.43419262444297,0.793577128602663,6.68891127206211,23.5498337723647,435.156807868773,2910.725277268,-2475.56846939923,2475.56846939923,103948.487884712,0.00258527177466271,180,180,1550.68370614489,4256.03363241367,0.000215477436847689,32377.240292373
"1962",2017,0,12,53.2275837464684,1872.66166766609,7006.48540655883,"no","no",3039.2166266002,1776.96701662028,11562.007569,5.64835891600174,1.71475014196479,3.23009653605906,0,0,2029,12,0,1376.58330127472,3434.50793280747,"no","no",2360.49641128718,1380.13336364248,79063.0236356336,2.78939577259386,1.71475014196479,3.23009653605906,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.48852222447503,0.776679224056411,6.83817435370106,25.5299997816655,434.903873573376,2973.94851459471,-2539.04464102134,2539.04464102134,120272.820556021,0.00254521897013708,192,192,1520.16163722039,4048.96712524813,0.000239743462910669,39625.898831278
"1963",2018,0,13,58.4233950465311,1858.22573006991,6961.82964482795,"no","no",2983.7008110405,1661.43625623408,11474.8198275933,5.563616667219,1.71475014196479,3.46936399772856,0,0,2029,13,7.96460345855004,1328.16163722039,3142.97879947709,"no","no",2249.83324748057,1252.79133685711,80486.7714227171,2.57135849283685,1.71475014196479,3.46936399772856,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.546489703751,0.754041168992407,7.01420785964516,27.8188114289089,434.977460260043,3051.02232052449,-2616.04486026444,2616.04486026444,139143.981660481,0.00255057961763937,205,205,1486.55915368886,3836.01487868935,0.000266202603874999,48981.3309743904
"1964",2019,0,14,59.5551031394272,1849.54703877367,6918.43520923189,"no","no",3105.25380209499,1646.78239042345,11568.0864382401,5.50956074500573,1.79449176604202,3.58899772856332,0,0,2029,14,9.72643687577592,1289.52375714741,2906.26608165694,"no","no",2279.13160446242,1208.67215077689,82014.7158546959,2.40305192352697,1.79449176604202,3.58899772856332,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.59851894402271,0.73395984667172,7.08973919693265,31.4628643561412,440.57057843196,3123.53049892436,-2682.9599204924,2682.9599204924,152454.012063171,0.00254180920237322,217,217,1461.36739477715,3674.85010902713,0.000290686136398155,56988.5363099059
"1965",2020,0,15,64.3902129156923,1842.34058945232,6870.56742373409,"no","no",3138.16639431543,1584.98727693622,11598.9435850613,5.46243991374825,1.83436967632027,3.74850936967632,0,0,2029,15,2.72722448434712,1254.09383165293,2696.79058594633,"no","no",2290.24866951164,1156.73120736096,83487.6648525666,2.25470140784696,1.83436967632027,3.74850936967632,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.6491408450664,0.72980472726375,7.19786799895237,32.4192632334797,443.473693631533,3192.06510776762,-2748.59141413609,2748.59141413609,167265.344173301,0.00255382386732531,230,230,1440.25774106572,3544.73110273304,0.000316637684440235,66666.9393292736
"1966",2020,14,15,64.3902129156923,1842.34058945232,6870.56742373409,"no","no",3138.16639431543,1584.98727693622,11598.9435850613,5.46243991374825,1.83436967632027,3.74850936967632,0,0,2029,1,0,1842.34058945232,6870.56742373409,"no","no",1842.34058945232,1842.34058945232,68908.6085835079,5.46243991374825,1.83436967632027,3.74850936967632,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,0.587075495037355,5.94093833444089,49.5445685869038,443.473693631533,2634.64986681167,-2191.17617318014,2191.17617318014,0,0.00255382386732531,230,0,1775.86396379725,6536.52519346542,0,0
"1967",2021,0,16,71.2516206050582,1840.25417671294,6840.36259552546,"no","no",3249.7073414702,1563.16479503892,11736.0581117672,5.44547577402172,1.91412549687677,3.82826519023282,0,0,2029,16,21.5702516747253,1212.98496555006,2472.30151219781,"no","no",2239.22880625666,1077.10734234729,85142.3651023748,2.09091300528311,1.91412549687677,3.82826519023282,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.71663306039548,0.6890555274567,7.25476682984437,38.6784113418398,449.22486461599,3259.02164695741,-2809.79678234142,2809.79678234142,186674.477955966,0.00257962792740663,242,242,1412.67270489927,3395.36857473452,0.00034117306824788,75847.3977137936
"1968",2021,14,16,71.2516206050582,1840.25417671294,6840.36259552546,"no","no",3249.7073414702,1563.16479503892,11736.0581117672,5.44547577402172,1.91412549687677,3.82826519023282,0,0,2029,2,0.00225991160260719,1775.86396379725,6536.52519346542,"no","no",1862.33326559135,1773.65072913462,71008.6555327577,5.05854158332923,1.91412549687677,3.82826519023282,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.03882498953934,0.573077225086001,6.05046897829864,53.1049629673795,449.22486461599,2718.02110763945,-2268.79624302346,2268.79624302346,16881.0461942943,0.00257962792740663,242,0,1711.98592405078,6133.94236304492,0,0
"1969",2022,0,17,72.795686052941,1845.11487510432,6845.04737021043,"no","no",3465.12939300443,1587.4157001264,11988.1731985282,5.4715014372893,2.03375922771153,3.94789892106758,0,0,2029,17,44.1992735210901,1192.242956574,2355.22910267541,"no","no",2250.24085036056,1030.8612608059,86992.8172514436,2.01007435576174,2.03375922771153,3.94789892106758,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.75887813458794,0.649395908534743,7.25655325551387,46.3801739926878,457.666311999452,3321.07996627865,-2863.41365427919,2863.41365427919,202572.076093253,0.00259246883682302,255,255,1405.69782096807,3351.60639912058,0.00036578509854146,85319.1687923227
"1970",2022,14,17,72.795686052941,1845.11487510432,6845.04737021043,"no","no",3465.12939300443,1587.4157001264,11988.1731985282,5.4715014372893,2.03375922771153,3.94789892106758,0,0,2029,3,0,1711.98818396238,6133.95302686538,"no","no",2078.00950779079,1884.81588008235,73494.7914398105,4.66940585513658,2.03375922771153,3.94789892106758,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.08723205147978,0.59969174945847,6.13060807703661,52.9553612259099,457.666311999452,2805.7727889314,-2348.10647693195,2348.10647693195,40205.6290882337,0.00259246883682302,255,0,1650.60806756106,5695.2833867179,0,0
"1971",2023,0,18,68.7802550950111,1851.33302362993,6867.14864445416,"no","no",3638.53989707546,1587.48290483397,12174.6574383548,5.50821470799582,2.11351504826803,3.98777683134583,0,0,2029,18,38.8888993352744,1194.89709448916,2356.90328842293,"no","no",2370.35273856884,1034.17704830691,88868.0421293936,2.01855324763331,2.11351504826803,3.98777683134583,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.76123216140117,0.651457124456447,7.29942855307168,48.2523145782028,463.224530115193,3381.27436160605,-2918.04983149086,2918.04983149086,224383.294764393,0.00258418578180764,267,267,1420.25560114589,3412.64859102468,0.000386603535981634,90883.5975537557
"1972",2023,14,18,68.7802550950111,1851.33302362993,6867.14864445416,"no","no",3638.53989707546,1587.48290483397,12174.6574383548,5.50821470799582,2.11351504826803,3.98777683134583,0,0,2029,4,255,1650.60806756106,5695.2833867179,"no","no",1780.99924428212,1538.49411016704,75695.9414335515,4.30046131380619,2.11351504826803,3.98777683134583,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.14197140884973,0.489481851144089,6.21750072368201,70.6761894876232,463.224530115193,2880.09885121847,-2416.87432110327,2416.87432110327,66224.6790203474,0.00258418578180764,267,57.8312094626323,1649.45466690004,5517.85317528604,0,0
"1973",2024,0,19,65.0425814501149,1853.293703889,6879.39756091555,"no","no",3795.02474384864,1576.91116680229,12333.4959087891,5.52090910552329,2.19327086882453,4.14728847245883,0,0,2029,19,42.3632169268803,1192.14450048116,2336.26320466517,"no","no",2439.00332311759,1013.45625804579,90747.0698091319,2.00724038590099,2.19327086882453,4.14728847245883,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.76927711460079,0.642684432313906,7.3577735364118,51.5396715997348,468.771598366764,3449.11526108444,-2980.34366271767,2980.34366271767,241470.81216114,0.00257102414587971,280,280,1430.6053750525,3456.66174030807,0.000409444098267486,100334.272899883
"1974",2024,14,19,65.0425814501149,1853.293703889,6879.39756091555,"no","no",3795.02474384864,1576.91116680229,12333.4959087891,5.52090910552329,2.19327086882453,4.14728847245883,0,0,2029,5,0,1846.62345743741,6448.23141712589,"no","no",2661.14064685507,2189.32699593694,74010.2833537178,5.39746301436674,2.19327086882453,4.14728847245883,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.01918968538992,0.701218259819919,6.00075468472619,43.0966746526056,468.771598366764,2812.98336496594,-2344.21176659918,2344.21176659918,10371.5874588559,0.00257102414587971,280,0,1780.0673896219,6226.64282169013,0,0
"1975",2025,0,20,66.0241315911836,1851.43931133947,6875.61390232327,"no","no",3916.11951782108,1549.74147293747,12468.0566372279,5.51051535650369,2.27302668938103,4.42643384440659,0,0,2029,20,46.3513932564962,1192.96859197938,2335.32761927665,"no","no",2506.47807331649,991.898486129004,92600.5851367957,2.00967504361184,2.27302668938103,4.42643384440659,0,2029,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.76679396309458,0.640041260720023,7.42702634669649,53.6313249603984,474.360625350957,3523.08886231698,-3048.72823696602,3048.72823696602,239098.216380473,0.00257283118164973,292,292,1443.39973954207,3513.67334273817,0.000430183188075084,112434.022636661
