Satellite.Name,Op.Owner.Country,Operator.Owner,Users,Purpose,Type.of.Orbit,Perigee.km,Apogee.km,Inclination.deg,Period.min,Launch.Mass.kg,Dry.Mass.kg,Power.watts,Launch.Date,Expected.Lifetime,Contractor,Country.of.Contractor,Launch.Site,Launch.Vehicle,COSPAR.Number,NORAD.Number,Sat.Stock.Size,Record.Period,Eccentricity,Current.Official.Name.of.Satellite,Longitude.of.GEO..degrees.,Class.of.Orbit,Longitude.of.position.in.GEO,Satellite.Launch.Mass,Power,Country.Org.of.UN.Registry,Detailed.Purpose,Exp.Lifetime,Launch.Provider,Launch.Year,Launch.Month,Launch.Day,select,Sats.Per.Launch,LEO,MEO,Molniya,Elliptical,GSO,Orbit.Class,Price.Per.Vehicle
Lotos-S3 (Cosmos 2503),Russia,Ministry of Defense,Military,Earth Observation,Sun-Synchronous,555,570,98,96,NA,NA,NA,2015-02-27,NA,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz 2 1b,2015-009A,40420,1305,2015-09-01,0.00108,NA,0,LEO,NA,NA,NA,NR,Electronic Intelligence,NA,Starsem,2015,2,27,1,1,1,0,0,0,0,LEO,NA
ABS-3A ,Multinational,Asia Broadcast Satellite Ltd.,Commercial,Communications,NA,35788,35803,0.1,1436,2000,NA,NA,2015-03-02,15 yrs.,Boeing Satellite Systems,NA,Cape Canaveral,Falcon 9,2015-010A,40424,1305,2015-09-01,0.000178,NA,-3,GEO,NA,NA,NA,NR,NA,NA,SpaceX,2015,3,2,1,2,0,0,0,0,1,GSO,NA
Eutelsat 115 West-B,Multinational,Eutelsat S.A.,Commercial,Communications,NA,35789,35789,0,1436,NA,NA,NA,2015-03-02,15 yrs.,Boeing Defense and Space,USA,Cape Canaveral,Falcon 9,2015-010B,40425,1305,2015-09-01,0,NA,-114.9,GEO,NA,NA,NA,NR,NA,NA,SpaceX,2015,3,2,1,2,0,0,0,0,1,GSO,NA
Dove 1b-21  (0 Flock 1B-21 0817),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,397,402,51.6,92.55,4,NA,NA,2015-03-02,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067FQ,40427,1305,2015-09-01,0.000369,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,2,1,2,1,0,0,0,0,LEO,NA
Dove 1b-22  (0 Flock 1B-22 081F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,403,51.6,92.55,4,NA,NA,2015-03-02,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067FR,40428,1305,2015-09-01,0.000517,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,2,1,2,1,0,0,0,0,LEO,NA
Dove 1b-06  (0 Flock 1B-6 0901),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,406,51.6,92.55,4,NA,NA,2015-03-03,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067FX,40454,1305,2015-09-01,0.000738,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,3,1,4,1,0,0,0,0,LEO,NA
Dove 1d-1  (0 Flock 1DP-1 0A16),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,394,406,51.6,92.55,4,NA,NA,2015-03-03,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,2015-067FU,40451,1305,2015-09-01,0.000886,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,3,1,4,1,0,0,0,0,LEO,NA
Dove 1d-2  (0 Flock 1DP-2 0C02),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,394,406,51.6,92.55,4,NA,NA,2015-03-03,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,2015-067FV,40452,1305,2015-09-01,0.000886,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,3,1,4,1,0,0,0,0,LEO,NA
Dove 1d-2  (0 Flock 1DP-2 0C02),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Non-Polar Inclined,394,406,51.6,92.55,4,NA,NA,2015-03-03,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067FV,40452,1381,2016-01-01,0.000886,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,3,1,4,1,0,0,0,0,LEO,NA
GEARRSAT-1 (Globalstar Experiment And Risk Reduction Satellite),USA,NearSpace Launch/Air Force Research Laboratory,Government,Technology Development,Sun-Synchronous,395,404,51.6,92.55,10,NA,NA,2015-03-04,NA,NearSpace Launch/Air Force Research Laboratory,USA,International Space Station,Nanorack Deployer,1998-067FZ,40456,1305,2015-09-01,0.000665,NA,0,LEO,NA,NA,NA,NR,NA,NA,Nanoracks,2015,3,4,1,1,1,0,0,0,0,LEO,NA
Dove 1b-11  (0 Flock 1B-11 0815),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,404,51.6,92.55,4,NA,NA,2015-03-05,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GC,40459,1305,2015-09-01,0.000591,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,5,1,2,1,0,0,0,0,LEO,NA
Dove 1b-12  (0 Flock 1B-12 0824),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,404,516,92.55,4,NA,NA,2015-03-05,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GD,40460,1305,2015-09-01,0.000591,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,3,5,1,2,1,0,0,0,0,LEO,NA
MMS-1 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,NA,1375,70009,28.9,1433,1360,NA,NA,2015-03-13,3 yrs.,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011A,40482,1305,2015-09-01,0.816,NA,0,Elliptical,NA,NA,NA,NR,NA,NA,ULA,2015,3,13,1,4,0,0,0,0,0,0,NA
MMS-2 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,NA,1357,70117,29,1433,1360,NA,NA,2015-03-13,3 yrs.,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011B,40483,1305,2015-09-01,0.816,NA,0,Elliptical,NA,NA,NA,NR,NA,NA,ULA,2015,3,13,1,4,0,0,0,0,0,0,NA
MMS-3 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,NA,1429,70045,29,1433,1360,NA,NA,2015-03-13,3 yrs.,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011C,40484,1305,2015-09-01,0.815,NA,0,Elliptical,NA,NA,NA,NR,NA,NA,ULA,2015,3,13,1,4,0,0,0,0,0,0,NA
MMS-4 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,NA,1317,70157,29,1433,1360,NA,NA,2015-03-13,3 yrs.,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2015-011D,40485,1305,2015-09-01,0.817,NA,0,Elliptical,NA,NA,NA,NR,NA,NA,ULA,2015,3,13,1,4,0,0,0,0,0,0,NA
Express-AM7,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,NA,35777,35796,0.01,1436.1,5720,NA,18000,2015-03-18,15 yrs.,Airbus Defense and Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2015-012A,40505,1305,2015-09-01,0.000225,NA,40,GEO,NA,NA,NA,NR (8/15),NA,NA,ILS,2015,3,18,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,NA,20445,20469,55,729.14,1630,NA,1136,2015-03-25,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4M,2015-013A,40534,1305,2015-09-01,0.000447,NA,0,MEO,NA,NA,NA,NR (8/15),NA,NA,ULA,2015,3,25,1,1,0,1,0,0,0,MEO,NA
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,Sun-Synchronous,522,540,97.5,95.25,980,NA,1300,2015-03-25,4 yrs.,Korea Aerospace Research Institute (KARI),South Korea,Dombarovsky Air Base,Dnepr,2015-014A,40536,1305,2015-09-01,0.0013,NA,0,LEO,NA,NA,NA,South Korea,Optical Imaging,NA,ISC Kosmotras,2015,3,25,1,1,1,0,0,0,0,LEO,NA
"IGS-9B (Information Gathering Satellite 9B, IGS Optical 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Sun-Synchronous,511,515,97.5,95.2,1600,NA,NA,2015-03-26,5 yrs.,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,2015-015A,40538,1305,2015-09-01,0.000291,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,JAXA,2015,3,26,1,1,1,0,0,0,0,LEO,NA
Galileo FOC FM4 (Galileo 8),ESA,European Space Agency,Commercial,Navigation/Global Positioning,NA,23353,23382,55.1,850.5,723,NA,NA,2015-03-27,12 yrs.,"OHB-System GmbH, SSTL ",Germany/UK,Guiana Space Center,Soyuz-ST,2015-017B,40545,1305,2015-09-01,0.000488,NA,0,MEO,NA,NA,NA,NR (8/15),NA,NA,Starsem,2015,3,27,1,1,0,1,0,0,0,MEO,NA
IRNSS-1D (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,NA,35699,35834,30.04,1435.06,1425,NA,1600,2015-03-30,10 yrs.,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV C27,2015-018A,40547,1305,2015-09-01,0.0016,NA,111.7,GEO,NA,NA,NA,NR (8/15),NA,NA,ISRO,2015,3,30,1,1,0,0,0,0,1,GSO,NA
Cosmos 2504,Russia,Ministry of Defense,Military,Technology Development,Polar,1171,1504,82.4,112.41,NA,NA,NA,2015-03-31,NA,Reshetnev,Russia,Plesetsk Cosmodrome,Rockot,2015-020D,40555,1305,2015-09-01,0.0216,NA,0,LEO,NA,NA,NA,NR,NA,NA,Eurockot,2015,3,31,1,4,1,0,0,0,0,LEO,NA
Gonets M-11 (Gonets M21),Russia,Gonets Satcom,Commercial/Government,Communications,Polar,1497,1508,82.4,116,280,NA,120,2015-03-31,5-7 yrs.,M.F. Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rockot,2015-020A,40552,1305,2015-09-01,0.000699,NA,0,LEO,NA,NA,NA,Russia,NA,NA,Eurockot,2015,3,31,1,4,1,0,0,0,0,LEO,NA
Gonets M-12 (Gonets M22),Russia,Gonets Satcom,Commercial/Government,Communications,Polar,1494,1506,82.4,116,280,NA,120,2015-03-31,5-7 yrs.,M.F. Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rockot,2015-020B,40553,1305,2015-09-01,0.000762,NA,0,LEO,NA,NA,NA,Russia,NA,NA,Eurockot,2015,3,31,1,4,1,0,0,0,0,LEO,NA
Gonets M-13 (Gonets M23),Russia,Gonets Satcom,Commercial/Government,Communications,Polar,1171,1504,82.4,116,280,NA,120,2015-03-31,5-7 yrs.,M.F. Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rockot,2015-020C,40554,1305,2015-09-01,0.0216,NA,0,LEO,NA,NA,NA,Russia,NA,NA,Eurockot,2015,3,31,1,4,1,0,0,0,0,LEO,NA
Sicral 2/Syracuse 3C,France/Italy,Italian Defense Ministry/French Defense Ministry,Military,Communications,NA,35770,35800,0,1436,4400,NA,7700,2015-04-26,15 yrs.,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2015-022B,40614,1305,2015-09-01,0.000356,NA,37,GEO,NA,NA,NA,NR,NA,NA,Arianespace,2015,4,26,1,2,0,0,0,0,1,GSO,NA
Thor-7,Norway,Telenor Satellite Broadcasting,Commercial,Communications,NA,35727,35741,0,1433.4,4600,NA,NA,2015-04-26,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2015-022A,40613,1305,2015-09-01,0.000166,NA,-1,GEO,NA,NA,NA,NR,NA,NA,Arianespace,2015,4,26,1,2,0,0,0,0,1,GSO,NA
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Turkmenistan Ministry of Communications/SSI-Monaco,Government/Commercial,Communications,NA,35655,35784,0,1432.69,4700,1850,NA,2015-04-27,15 yrs.,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9,2015-023A,40617,1305,2015-09-01,0.00153,NA,52,GEO,NA,NA,NA,NR,NA,NA,SpaceX,2015,4,27,1,1,0,0,0,0,1,GSO,NA
Aerocube 8A,USA,Aerospace Corporation,Commercial,Technology Development,NA,356,700,55,95.19,5,NA,NA,2015-05-20,NA,Aerospace Corporation,USA,Cape Canaveral,Atlas 5,2015-025J,40659,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
Aerocube 8B,USA,Aerospace Corporation,Commercial,Technology Development,NA,356,700,55,95.19,5,NA,NA,2015-05-20,NA,Aerospace Corporation,USA,Cape Canaveral,Atlas 5,2015-025K,40660,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
"BRICSat-P (Balistically Reinforced Communications Satellite, NO-83)",USA,US Naval Academy,Civil,Communications,NA,356,700,55,95.19,4,NA,NA,2015-05-20,NA,US Naval Academy Lab,USA,Cape Canaveral,Atlas 5,2015-025E,40655,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
GEARRSAT-2 (Globalstar Experiment And Risk Reduction Satellite),USA,NearSpace Launch/Air Force Research Laboratory,Government,Technology Development,NA,356,700,55,95,10,NA,NA,2015-05-20,NA,NearSpace Launch/Air Force Research Laboratory,USA,Cape Canaveral,Atlas 5,2015-025G,40657,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
ParkinsonSat-1,USA,US Naval Academy,Civil,Technology Development,NA,356,700,55,95.19,5,NA,NA,2015-05-20,NA,US Naval Academy,USA,Cape Canaveral,Atlas 5,2015-025D,40654,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
USS Langley (Unix Space Server Langley),USA,US Naval Academy,Civil,Technology Development,NA,356,700,55,95.19,10,NA,NA,2015-05-20,NA,Pumpkin Inc.,USA,Cape Canaveral,Atlas 5,2015-025B,40652,1305,2015-09-01,0.0249,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
X37-B OTV-4 (USA 261),USA,US Air Force,Military,Technology Development,NA,309,322,38,90.83,4990,NA,NA,2015-05-20,NA,Boeing,USA,Cape Canaveral,Atlas 5,2015-025A,40651,1305,2015-09-01,0.00119,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,5,20,1,7,1,0,0,0,0,LEO,NA
DirecTV-15,USA,"DirecTV, Inc.",Commercial,Communications,NA,35685,35809,0.1,1434.07,5500,2364,NA,2015-05-27,15 yrs.,Airbus Defense and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2015-026A,40663,1305,2015-09-01,0.00147,NA,-103,GEO,NA,NA,NA,NR,NA,NA,Arianespace,2015,5,27,1,2,0,0,0,0,1,GSO,NA
Sky Mexico-1,Mexico,Sky Mexico,Commercial,Communications,NA,35788,35800,0,1436,3180,NA,NA,2015-05-27,18 yrs.,Orbital ATK,USA,Guiana Space Center,Ariane 5 ECA,2015-026B,40664,1305,2015-09-01,0.000142,NA,-79,GEO,NA,NA,NA,NR,NA,NA,Arianespace,2015,5,27,1,2,0,0,0,0,1,GSO,NA
Kobalt-M (Cosmos 2505),Russia,Ministry of Defence,Military,Reconnaissance,NA,177,285,81.4,89.12,6000,NA,NA,2015-06-05,.3 yrs.,Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2 1A,2015-027A,40667,1305,2015-09-01,0.00818,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,Starsem,2015,6,5,1,1,1,0,0,0,0,LEO,NA
Persona-3 (Cosmos 2506),Russia,Ministry of Defense,Military,Earth Observation,Sun-Synchronous,706,725,98.5,99,7000,NA,NA,2015-06-23,3-5 yrs.,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2 1b,2015-029A,40699,1305,2015-09-01,0.00134,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,Starsem,2015,6,23,1,1,1,0,0,0,0,LEO,NA
Sentinel 2A,ESA,European Space Agency,Government,Earth Observation,Polar,787,788,98.5,100.62,2300,NA,NA,2015-06-23,7 yrs.,Airbus Defense and Space,France/UK/Germany,Guiana Space Center,Vega,2015-028A,40697,1305,2015-09-01,6.99E-05,NA,0,LEO,NA,NA,NA,NR,Earth Science,NA,Arianespace,2015,6,23,1,1,1,0,0,0,0,LEO,NA
Gaofen 8,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Earth Observation,NA,484,492,97.3,94.36,1000,NA,NA,2015-06-26,5-8 yrs.,Shanghai Academy of Space Flight Technology,China,Taiyuan Launch Center,Long March 4B,2015-030A,40701,1305,2015-09-01,0.000583,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,China GWIC,2015,6,26,1,1,1,0,0,0,0,LEO,NA
CBNT-1 (Carbonite 1),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Technology Development,Sun-Synchronous,636,658,98,97.66,91,NA,NA,2015-07-10,NA,Surrey Satellite Technologies Ltd.,United Kingdom,Satish Dhawan Space Centre,PSLV,2015-032D,40718,1305,2015-09-01,0.00157,NA,0,LEO,NA,NA,NA,NR,NA,NA,ISRO,2015,7,10,1,4,1,0,0,0,0,LEO,NA
DMC 3-1 (Disaster Monitoring Constellation),China,Twenty First Century Aerospace Technology Company (21AT),Commercial,Earth Observation,Sun-Synchronous,636,663,98,97.71,447,NA,NA,2015-07-10,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032A,40715,1305,2015-09-01,0.00192,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,ISRO,2015,7,10,1,4,1,0,0,0,0,LEO,NA
DMC 3-2 (Disaster Monitoring Constellation),China,Twenty First Century Aerospace Technology Company (21AT),Commercial,Earth Observation,Sun-Synchronous,636,663,98,97.71,447,NA,NA,2015-07-10,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032B,40716,1305,2015-09-01,0.00192,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,ISRO,2015,7,10,1,4,1,0,0,0,0,LEO,NA
DMC 3-3 (Disaster Monitoring Constellation),China,Twenty First Century Aerospace Technology Company (21AT),Commercial,Earth Observation,Sun-Synchronous,636,661,98,97.69,447,NA,NA,2015-07-10,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032C,40717,1305,2015-09-01,0.00178,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,ISRO,2015,7,10,1,4,1,0,0,0,0,LEO,NA
Dove 1e-2  (0 Flock 1E-2 0B10),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,403,51.6,92.55,4,NA,NA,2015-07-13,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GE,40722,1305,2015-09-01,0.000517,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,13,1,1,1,0,0,0,0,LEO,NA
Dove 1e-1  (0 Flock 1E-1 0B1A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,403,51.6,92.55,4,NA,NA,2015-07-14,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GF,40723,1305,2015-09-01,0.000517,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,14,1,4,1,0,0,0,0,LEO,NA
Dove 1e-3  (0 Flock 1E-3 0C03),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,398,401,51.6,92.55,4,NA,NA,2015-07-14,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GH,40725,1305,2015-09-01,0.000222,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,14,1,4,1,0,0,0,0,LEO,NA
Dove 1e-4  (0 Flock 1E-4 0C06),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,399,399,51.6,92.55,4,NA,NA,2015-07-14,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GG,40724,1305,2015-09-01,0,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,14,1,4,1,0,0,0,0,LEO,NA
Dove 1e-7  (0 Flock 1E-7 0B0E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,402,51.6,92.54,4,NA,NA,2015-07-14,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GJ,40726,1305,2015-09-01,0.000443,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,14,1,4,1,0,0,0,0,LEO,NA
Meteosat 11 (MSG 4),Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Observation,NA,35791,35795,3.1,1436.1,2000,1200,NA,2015-07-15,12 yrs.,Thales Alen,France/Italy,Guiana Space Center,Ariane 5 ECA,2015-034A,40732,1305,2015-09-01,4.74E-05,NA,0,GEO,NA,NA,NA,EUMETSAT,Earth Science/Meterology,NA,Arianespace,2015,7,15,1,2,0,0,0,0,1,GSO,NA
Star One C4,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,NA,35786,35801,0,1436.1,5634,NA,15600,2015-07-15,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2015-034B,40733,1305,2015-09-01,0.000178,NA,-70,GEO,NA,NA,NA,NR (8/15),NA,NA,Arianespace,2015,7,15,1,2,0,0,0,0,1,GSO,NA
"Navstar GPS IIF-10 (Navstar SVN SVN 72, PRN 8, USA 262)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,NA,20446,20459,54.9,728.96,1630,NA,1136,2015-07-15,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2015-033A,40730,1305,2015-09-01,0.000242,NA,0,MEO,NA,NA,NA,NR (8/15),NA,NA,ULA,2015,7,15,1,1,0,1,0,0,0,MEO,NA
Dove 1e-10  (0 Flock 1E-10 0B09),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,398,401,51.6,92.55,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GP,40737,1305,2015-09-01,0.000222,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-11  (0 Flock 1E-11 0B1E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,402,51.6,92.54,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GQ,40738,1305,2015-09-01,0.000443,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-12  (0 Flock 1E-12 0B0A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,402,51.6,92.54,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GR,40739,1305,2015-09-01,0.000443,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-5  (0 Flock 1E-5 0B07),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,395,403,51.6,92.54,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GL,40728,1305,2015-09-01,0.000591,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-6  (0 Flock 1E-6 0B0B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,403,51.6,92.55,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GM,40729,1305,2015-09-01,0.000517,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-8  (0 Flock 1E-8 0B0D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,402,51.6,92.54,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GK,40727,1305,2015-09-01,0.000443,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-9  (0 Flock 1E-9 0B1F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,398,402,51.6,92.56,4,NA,NA,2015-07-15,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GN,40736,1305,2015-09-01,0.000295,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,15,1,7,1,0,0,0,0,LEO,NA
Dove 1e-13  (0 Flock 1E-13 0C07),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,395,401,51.6,92.55,4,NA,NA,2015-07-16,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GS,40740,1305,2015-09-01,0.000443,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,16,1,2,1,0,0,0,0,LEO,NA
Dove 1e-14  (0 Flock 1E-14 0B0F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,395,403,51.6,92.53,4,NA,NA,2015-07-16,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067GT,40741,1305,2015-09-01,0.000591,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,7,16,1,2,1,0,0,0,0,LEO,NA
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,Military Satellite Communications - US Air Force,Military,Communications,NA,36000,36000,0,1436,5990,3450,13000,2015-07-24,NA,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2015-036A,40746,1305,2015-09-01,0,NA,0,GEO,NA,NA,NA,USA,NA,NA,ULA,2015,7,24,1,1,0,0,0,0,1,GSO,NA
