"","npv_welfare_gain.rem","npv_welfare_gain.norem","start_year","year","npv_welfare_loss.norem","npv_welfare_loss.rem","coi_effect_of_removal","coi_effect_of_removal_pc"
"1",2254.85579537633,2307.6416160265,2020,2030,0,0,0,0
"2",2136.20568942981,2119.35376179783,2025,2030,188.287854228664,118.650105946523,-69.6377482821417,-3.08834597870678
"3",1955.61237259749,1949.08028766613,2030,2030,358.561328360368,299.243422778843,-59.3179055815244,-2.63067401929463
"4",2518.77020607335,2608.4581216883,2015,2030,-300.8165056618,-263.914410697019,36.9020949647811,1.63656119564055
"5",2277.5021541937,2338.76960003996,2020,2031,0,0,0,0
"6",2142.71645101703,2144.26312507046,2025,2031,194.506474969498,134.785703176669,-59.7207717928286,-2.62220484326925
"7",2025.2775168792,1966.67484509664,2030,2031,372.094754943323,252.224637314494,-119.870117628829,-5.26322740938378
"8",2559.85309219643,2654.04920723051,2015,2031,-315.279607190549,-282.350938002733,32.9286691878165,1.44582384377477
"9",2311.98098240988,2379.69423396211,2020,2032,0,0,0,0
"10",2155.11275730722,2165.66904180299,2025,2032,214.025192159126,156.868225102659,-57.1569670564663,-2.47220749181463
"11",2106.35024701552,1993.86657159635,2030,2032,385.827662365764,205.630735394354,-180.19692697141,-7.79404884133534
"12",2608.01384992705,2704.59346945924,2015,2032,-324.89923549713,-296.03286751717,28.8663679799593,1.24855559797341
"13",2333.5443901914,2407.71056152126,2020,2033,0,0,0,0
"14",2150.15941145117,2169.59688109028,2025,2033,238.113680430978,183.384978740237,-54.7287016907408,-2.3453036471379
"15",2083.66215725271,1968.1690459335,2030,2033,439.54151558776,249.882232938693,-189.659282649067,-8.12751981261906
"16",2637.11083761382,2737.61855572149,2015,2033,-329.90799420023,-303.566447422417,26.3415467778132,1.12882132812792
"17",2369.7710615225,2451.185965491,2020,2034,0,0,0,0
"18",2159.28276562591,2187.13402907197,2025,2034,264.051936419036,210.488295896586,-53.5636405224504,-2.26028756077549
"19",2110.77555224057,2020.52681964187,2030,2034,430.659145849135,258.995509281927,-171.663636567208,-7.24389116545795
"20",2680.34923634277,2777.97714501676,2015,2034,-326.791179525761,-310.578174820269,16.213004705492,0.684159114301772
"21",2408.26995920706,2496.090296661,2020,2035,0,0,0,0
"22",2172.99431081874,2210.85797131387,2025,2035,285.232325347125,235.275648388324,-49.9566769588,-2.07438027318368
"23",2113.55616052679,2037.63685056669,2030,2035,458.453446094306,294.713798680274,-163.739647414033,-6.79905700721131
"24",1872.73472166843,1866.65531844611,2035,2035,629.434978214883,535.535237538633,-93.8997406762505,-3.89905377166136
"25",2723.10148408878,2817.12769075691,2015,2035,-321.037394095914,-314.831524881713,6.20586921420136,0.257689931748543
"26",2455.33086104798,2548.12574549469,2020,2036,0,0,0,0
"27",2197.76538025655,2244.92476057941,2025,2036,303.200984915287,257.565480791434,-45.635504123853,-1.85862951701649
"28",2120.55115734906,2064.83932290952,2030,2036,483.286422585177,334.779703698928,-148.506718886249,-6.04833838250474
"29",1925.14339342256,1891.79530700305,2035,2036,656.330438491647,530.187467625423,-126.142970866224,-5.13751416835054
"30",2771.51666513442,2869.57889053918,2015,2036,-321.453145044486,-316.185804086437,5.26734095804886,0.214526728010931
"31",2486.81570124961,2583.48203031922,2020,2037,0,0,0,0
"32",2212.94840339043,2268.7166274513,2025,2037,314.765402867923,273.86729785918,-40.8981050087423,-1.64459734544025
"33",2112.08658227268,2068.97738986677,2030,2037,514.504640452455,374.72911897693,-139.775521475525,-5.6206626572805
"34",2001.47646504218,1903.44538658691,2035,2037,680.03664373231,485.339236207424,-194.697407524886,-7.82918522780164
"35",2865.75507821744,2969.32528751955,2015,2037,-385.843257200329,-378.939376967831,6.90388023249852,0.277619295592728
"36",2524.93286677267,2626.23284339599,2020,2038,0,0,0,0
"37",2240.32017689178,2304.49110637476,2025,2038,321.74173702123,284.612689880894,-37.1290471403354,-1.47049640918941
