year,time.oa,launches.oa,satellites.oa,debris.oa,runaway.oa,kessler.oa,fleet_flowv.oa,fleet_pv.oa,fleet_vfn_path.oa,collision_rate.oa,returns.oa,costs.oa,start_time.oa,R_frac.oa,R_start_year.oa,time.opt,launches.opt,satellites.opt,debris.opt,runaway.opt,kessler.opt,fleet_flowv.opt,fleet_pv.opt,fleet_vfn_path.opt,collision_rate.opt,returns.opt,costs.opt,start_time.opt,R_frac.opt,R_start_year.opt,X,payloads_in_orbit,launch_successes,payloads_decayed,launch_failures,num_destr_asat,num_destr_satsat,num_destr_debsat,debris,risk.x,tot_rev,tot_cost,r_s,r_s_raw,risk.y,share_in_LEO,Ft_Ft,implied_r
2016,11,167,2176.74124723267,10125.0466427161,yes,no,3226.43929627332,1980.75384572691,17500.4234799822,8.10746397448775,1.71475014196479,3.0307069846678,0,0.25,2030,7,0,1659.46128727875,6201.62030559712,no,no,2698.62706498837,2013.75706567464,72648.93955246,4.4178964514119,1.71475014196479,3.0307069846678,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,167,2176.74124723267,10125.0466427161,yes,no,3226.43929627332,1980.75384572691,17500.4234799822,8.10746397448775,1.71475014196479,3.0307069846678,0,0.25,2030,2,0,2012.74124723267,9335.45663274928,no,no,2110.74951636964,2010.23763463775,74108.5943142453,6.92646545896317,1.71475014196479,3.0307069846678,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,167,2176.74124723267,10125.0466427161,yes,no,3226.43929627332,1980.75384572691,17500.4234799822,8.10746397448775,1.71475014196479,3.0307069846678,0,0.25,2030,11,5.37012021844794,1416.26441013413,4049.35126584713,no,no,2412.26433748263,1480.92104782431,75092.9479911621,3.01123931849486,1.71475014196479,3.0307069846678,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,167,2176.74124723267,10125.0466427161,yes,no,3226.43929627332,1980.75384572691,17500.4234799822,8.10746397448775,1.71475014196479,3.0307069846678,0,0.25,2030,11,40.9822320331286,1195.8465301821,2449.14665710255,no,no,1926.37287052778,1182.62583647836,72934.6082809127,2.01064345615652,1.71475014196479,3.0307069846678,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,180,2263.59992271612,11184.7743974406,yes,no,3300.09091233833,1929.49480854659,17084.7793636443,8.94114421103041,1.71475014196479,3.23009653605906,0,0.25,2030,8,0,1600.06907209898,5810.21051707976,no,no,2731.52052697193,1941.24064138614,73344.8182153584,4.07561631077514,1.71475014196479,3.23009653605906,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,180,2263.59992271612,11184.7743974406,yes,no,3300.09091233833,1929.49480854659,17084.7793636443,8.94114421103041,1.71475014196479,3.23009653605906,0,0.25,2030,3,1.78474816602312,1939.18915628593,9216.70911024954,no,no,2349.86210621035,2131.3942006443,76216.3531856894,6.4805927254913,1.71475014196479,3.23009653605906,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,180,2263.59992271612,11184.7743974406,yes,no,3300.09091233833,1929.49480854659,17084.7793636443,8.94114421103041,1.71475014196479,3.23009653605906,0,0.25,2030,12,4.29199916157023,1371.68033431955,3746.75011079328,no,no,2338.22547638021,1367.11200925378,76198.2220745391,2.7964520382313,1.71475014196479,3.23009653605906,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,180,2263.59992271612,11184.7743974406,yes,no,3300.09091233833,1929.49480854659,17084.7793636443,8.94114421103041,1.71475014196479,3.23009653605906,0,0.25,2030,12,41.8049135634655,1195.16337924592,2446.64422189018,no,no,1914.37266774146,1119.29405042158,74543.282068398,2.00819255314582,1.71475014196479,3.23009653605906,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,192,2359.767491062,12441.2593959136,yes,no,3380.29375273859,1882.27404595669,16971.0225471472,9.93276044736547,1.71475014196479,3.46936399772856,0,0.25,2030,9,50.8519658978593,1542.98055388295,5383.09092455078,no,no,2575.02741464871,1742.87991253721,74059.3216442272,3.75023951295709,1.71475014196479,3.46936399772856,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,192,2359.767491062,12441.2593959136,yes,no,3380.29375273859,1882.27404595669,16971.0225471472,9.93276044736547,1.71475014196479,3.46936399772856,0,0.25,2030,4,192,1870.29599993932,8913.94335385468,no,no,2112.54267112937,1824.89378782366,78091.9081452409,6.03408732107578,1.71475014196479,3.46936399772856,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,192,2359.767491062,12441.2593959136,yes,no,3380.29375273859,1882.27404595669,16971.0225471472,9.93276044736547,1.71475014196479,3.46936399772856,0,0.25,2030,13,8.51172843282654,1327.7067056716,3447.50325947577,no,no,2247.15497785469,1251.29997611346,77456.4307252115,2.5921132179422,1.71475014196479,3.46936399772856,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,192,2359.767491062,12441.2593959136,yes,no,3380.29375273859,1882.27404595669,16971.0225471472,9.93276044736547,1.71475014196479,3.46936399772856,0,0.25,2030,13,41.979892891134,1195.32797103885,2447.98529581,no,no,1904.04527900836,1060.24365725619,76244.3249884892,2.00888682024557,1.71475014196479,3.46936399772856,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,14,205,2463.78205588978,13933.3463182051,yes,no,3685.49207826081,1954.49513673581,17309.2256582471,11.0997349686817,1.79449176604202,3.58899772856332,0,0.25,2030,14,19.5853045146301,1289.6109963573,3182.74611016138,no,no,2243.90470094419,1189.99057172405,78930.9832233054,2.42038539846168,1.79449176604202,3.58899772856332,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,14,205,2463.78205588978,13933.3463182051,yes,no,3685.49207826081,1954.49513673581,17309.2256582471,11.0997349686817,1.79449176604202,3.58899772856332,0,0.25,2030,14,41.4436744735564,1195.66140383278,2449.97433900552,no,no,1996.86329060326,1058.97923732673,78066.1176533957,2.01019116433764,1.79449176604202,3.58899772856332,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,14,205,2463.78205588978,13933.3463182051,yes,no,3685.49207826081,1954.49513673581,17309.2256582471,11.0997349686817,1.79449176604202,3.58899772856332,0,0.25,2030,10,0,1538.95483649961,5188.34217650746,no,no,2638.90117662467,1701.0592274699,75055.5285517876,3.6979828866193,1.79449176604202,3.58899772856332,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,14,205,2463.78205588978,13933.3463182051,yes,no,3685.49207826081,1954.49513673581,17309.2256582471,11.0997349686817,1.79449176604202,3.58899772856332,0,0.25,2030,5,0,1994.33814122625,9390.64639476352,no,no,2874.01000448434,2364.45514326589,74923.8817014623,6.83344085165595,1.79449176604202,3.58899772856332,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,217,2576.21343593777,15715.5893257767,yes,no,3912.30127339334,1975.97799565454,17658.8889299003,12.4813613960131,1.83436967632027,3.74850936967632,0,0.25,2030,11,2.63473176305968,1484.26139327148,4789.24094336108,no,no,2537.1523348681,1557.59144462741,75938.1728646066,3.40244725792125,1.83436967632027,3.74850936967632,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,217,2576.21343593777,15715.5893257767,yes,no,3912.30127339334,1975.97799565454,17658.8889299003,12.4813613960131,1.83436967632027,3.74850936967632,0,0.25,2030,15,24.1155470429381,1264.02028302106,2989.60845803639,no,no,2228.28312338228,1125.43439582115,80511.5669498408,2.30597782215504,1.83436967632027,3.74850936967632,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,217,2576.21343593777,15715.5893257767,yes,no,3912.30127339334,1975.97799565454,17658.8889299003,12.4813613960131,1.83436967632027,3.74850936967632,0,0.25,2030,6,0,1921.48726694774,9207.86630364954,no,no,2968.97606664668,2326.27043583627,75583.0289331375,6.37992265420816,1.83436967632027,3.74850936967632,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,217,2576.21343593777,15715.5893257767,yes,no,3912.30127339334,1975.97799565454,17658.8889299003,12.4813613960131,1.83436967632027,3.74850936967632,0,0.25,2030,1,0,2576.21343593777,15715.5893257767,yes,no,2576.21343593777,2576.21343593777,74590.126259452,12.4813613960131,1.83436967632027,3.74850936967632,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,217,2576.21343593777,15715.5893257767,yes,no,3912.30127339334,1975.97799565454,17658.8889299003,12.4813613960131,1.83436967632027,3.74850936967632,0,0.25,2030,15,41.9875526309502,1195.44628180669,2449.20749564645,no,no,2035.49967456912,1028.06565395767,79860.8817458871,2.00942229090721,1.83436967632027,3.74850936967632,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,230,2695.57453427357,17848.9277465867,yes,no,4279.16695103123,2058.35246903183,18344.1336392827,14.1077009061982,1.91412549687677,3.82826519023282,0,0.25,2030,12,0,1434.30511139758,4399.6628626613,no,no,2459.47489338984,1438.00403219311,76953.8327863427,3.13883425202357,1.91412549687677,3.82826519023282,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,230,2695.57453427357,17848.9277465867,yes,no,4279.16695103123,2058.35246903183,18344.1336392827,14.1077009061982,1.91412549687677,3.82826519023282,0,0.25,2030,16,30.8007964891333,1243.92044687969,2837.38139717852,no,no,2263.10622642797,1088.59278970799,82209.7798686358,2.21792263653525,1.91412549687677,3.82826519023282,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,230,2695.57453427357,17848.9277465867,yes,no,4279.16695103123,2058.35246903183,18344.1336392827,14.1077009061982,1.91412549687677,3.82826519023282,0,0.25,2030,16,41.0757758340114,1195.78292681722,2451.01578603176,no,no,2131.62962616362,1025.35029698196,81728.5718939791,2.01071122028875,1.91412549687677,3.82826519023282,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,230,2695.57453427357,17848.9277465867,yes,no,4279.16695103123,2058.35246903183,18344.1336392827,14.1077009061982,1.91412549687677,3.82826519023282,0,0.25,2030,2,0,2478.57453427357,16804.16535535,yes,no,2599.266054043,2475.49148004095,77177.409033624,12.0443294806457,1.91412549687677,3.82826519023282,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,230,2695.57453427357,17848.9277465867,yes,no,4279.16695103123,2058.35246903183,18344.1336392827,14.1077009061982,1.91412549687677,3.82826519023282,0,0.25,2030,7,0,1851.49467883249,8847.40320617632,no,no,3010.91305309854,2246.78967815633,76156.5363154774,5.91849867376012,1.91412549687677,3.82826519023282,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,242,2822.39858707604,20416.4357107908,yes,no,4784.68763184751,2191.92053327909,19142.2356664842,16.0365315734551,2.03375922771153,3.94789892106758,0,0.25,2030,17,32.502726114098,1231.25863149219,2733.90818283525,no,no,2375.76612613911,1088.3658359412,83923.8314410298,2.16220535185201,2.03375922771153,3.94789892106758,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,242,2822.39858707604,20416.4357107908,yes,no,4784.68763184751,2191.92053327909,19142.2356664842,16.0365315734551,2.03375922771153,3.94789892106758,0,0.25,2030,13,0,1383.62831438934,4008.97094155226,no,no,2372.57684852563,1321.13956676086,78106.4894200499,2.88274927053488,2.03375922771153,3.94789892106758,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,242,2822.39858707604,20416.4357107908,yes,no,4784.68763184751,2191.92053327909,19142.2356664842,16.0365315734551,2.03375922771153,3.94789892106758,0,0.25,2030,3,63.071713682119,2384.60134517334,17357.0474785901,yes,no,2755.76560805662,2499.56064222822,79113.3618206899,11.4825118057462,2.03375922771153,3.94789892106758,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,242,2822.39858707604,20416.4357107908,yes,no,4784.68763184751,2191.92053327909,19142.2356664842,16.0365315734551,2.03375922771153,3.94789892106758,0,0.25,2030,17,42.0250613609952,1195.1953668333,2448.31878180673,no,no,2264.82891181042,1037.5442198396,83559.0190431722,2.00852647903987,2.03375922771153,3.94789892106758,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,17,242,2822.39858707604,20416.4357107908,yes,no,4784.68763184751,2191.92053327909,19142.2356664842,16.0365315734551,2.03375922771153,3.94789892106758,0,0.25,2030,8,0,1784.27307854349,8360.99893435812,no,no,3045.98009220407,2164.72118347746,76693.4817432055,5.4621976840322,2.03375922771153,3.94789892106758,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,255,2955.14525951921,23517.8058184761,yes,no,5228.86088381861,2281.33468358804,19959.0419574615,18.3199892056117,2.11351504826803,3.98777683134583,0,0.25,2030,4,16.5862645357352,2357.36446197614,17733.076535072,no,no,3083.41483011054,2663.56966211903,80122.104647764,11.3809397385667,2.11351504826803,3.98777683134583,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,255,2955.14525951921,23517.8058184761,yes,no,5228.86088381861,2281.33468358804,19959.0419574615,18.3199892056117,2.11351504826803,3.98777683134583,0,0.25,2030,9,78.526392281281,1719.72547145943,7794.02928896143,no,no,2817.04853690806,1906.6893345247,77196.4258529592,5.02092873672791,2.11351504826803,3.98777683134583,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,255,2955.14525951921,23517.8058184761,yes,no,5228.86088381861,2281.33468358804,19959.0419574615,18.3199892056117,2.11351504826803,3.98777683134583,0,0.25,2030,18,35.8524850921423,1220.77319019628,2651.94835408047,no,no,2437.15079860539,1063.32082063969,85640.3775449917,2.1171161993698,2.11351504826803,3.98777683134583,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,255,2955.14525951921,23517.8058184761,yes,no,5228.86088381861,2281.33468358804,19959.0419574615,18.3199892056117,2.11351504826803,3.98777683134583,0,0.25,2030,14,10.1273499634383,1334.8823888418,3636.81247726842,no,no,2359.08841939597,1251.07495686574,79424.0846468991,2.64701576945821,2.11351504826803,3.98777683134583,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,255,2955.14525951921,23517.8058184761,yes,no,5228.86088381861,2281.33468358804,19959.0419574615,18.3199892056117,2.11351504826803,3.98777683134583,0,0.25,2030,18,41.0267509250962,1195.57872108225,2450.25541324871,no,no,2363.26809159189,1031.08604029797,85373.0727347634,2.00997669873784,2.11351504826803,3.98777683134583,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,267,3094.27497685634,27286.2417199997,yes,no,5679.2571447252,2359.84864793704,20722.6036588725,21.0475717840809,2.19327086882453,4.14728847245883,0,0.25,2030,5,0,2284.64503471077,17717.5850651874,no,no,3292.36680115687,2708.63831523439,80699.6861130656,10.832985443823,2.19327086882453,4.14728847245883,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,267,3094.27497685634,27286.2417199997,yes,no,5679.2571447252,2359.84864793704,20722.6036588725,21.0475717840809,2.19327086882453,4.14728847245883,0,0.25,2030,15,15.1126159296999,1298.11087294751,3337.77798415949,no,no,2324.56543942375,1174.06350809388,80848.0526015275,2.47286915732299,2.19327086882453,4.14728847245883,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,267,3094.27497685634,27286.2417199997,yes,no,5679.2571447252,2359.84864793704,20722.6036588725,21.0475717840809,2.19327086882453,4.14728847245883,0,0.25,2030,10,0,1736.27489712665,7562.51577115207,no,no,2977.25297734724,1919.16381503401,78081.9555302526,5.05536339539623,2.19327086882453,4.14728847245883,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,267,3094.27497685634,27286.2417199997,yes,no,5679.2571447252,2359.84864793704,20722.6036588725,21.0475717840809,2.19327086882453,4.14728847245883,0,0.25,2030,19,37.1032170564469,1214.02938627494,2596.43203356987,no,no,2508.81754242441,1042.46550817122,87353.0279989902,2.08795780998208,2.19327086882453,4.14728847245883,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,267,3094.27497685634,27286.2417199997,yes,no,5679.2571447252,2359.84864793704,20722.6036588725,21.0475717840809,2.19327086882453,4.14728847245883,0,0.25,2030,19,41.1977641288215,1194.94962925966,2447.29088868267,no,no,2449.98919930535,1018.02111651362,87152.0274855499,2.00762717851557,2.19327086882453,4.14728847245883,-1,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,20,150.758385491998,3238.14634554987,31889.2960719495,yes,no,6693.07104768665,2648.67549029461,21690.8153141993,24.3109881575496,2.27302668938103,4.42643384440659,0,0.25,2030,11,0.472372049664955,1673.7149299465,7044.91028564914,no,no,2868.57129246407,1761.05393517024,78745.0850220468,4.64961311974845,2.27302668938103,4.42643384440659,9,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,20,150.758385491998,3238.14634554987,31889.2960719495,yes,no,6693.07104768665,2648.67549029461,21690.8153141993,24.3109881575496,2.27302668938103,4.42643384440659,0,0.25,2030,16,25.3360522256481,1267.71439663855,3091.22547351941,no,no,2329.57132257024,1120.56363737868,82445.3211393043,2.33333351009143,2.27302668938103,4.42643384440659,4,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,20,150.758385491998,3238.14634554987,31889.2960719495,yes,no,6693.07104768665,2648.67549029461,21690.8153141993,24.3109881575496,2.27302668938103,4.42643384440659,0,0.25,2030,1,0,3238.14634554987,31889.2960719495,yes,no,3238.14634554987,3238.14634554987,21925.2863927505,24.3109881575496,2.27302668938103,4.42643384440659,19,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,20,150.758385491998,3238.14634554987,31889.2960719495,yes,no,6693.07104768665,2648.67549029461,21690.8153141993,24.3109881575496,2.27302668938103,4.42643384440659,0,0.25,2030,20,38.2262560358114,1208.7885079858,2554.5929327686,no,no,2578.40254700694,1020.36144270887,89056.5995233281,2.06561720209642,2.27302668938103,4.42643384440659,0,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,20,150.758385491998,3238.14634554987,31889.2960719495,yes,no,6693.07104768665,2648.67549029461,21690.8153141993,24.3109881575496,2.27302668938103,4.42643384440659,0,0.25,2030,6,0,2198.28456218258,17299.3020972531,no,no,3396.66796916456,2661.37823264571,81278.4571437443,10.0952869271849,2.27302668938103,4.42643384440659,14,0.25,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
