"","year","time.oa","launches.oa","satellites.oa","debris.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"1",2006,1,64,1881,4019,1704.50028392959,1704.50028392959,4634.99193007061,0.00431045449557945,1,2.75780806360023,1,0,1881,4019,1881,1881,56045.7328803138,0.00431045449557945,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,0.00443443535519108,70.44,161.019,0.196541752971631,0.437463901775567,0.00443443535519108,0.449275362318841,1.20646016903435,0.19210731761644,1,1.10354924415941,12.0918728070925,-6.60959064327485,-1925.23795456413,0
"2",2007,2,65,1903.51070544095,4339.60992445271,1831.13480708295,1743.93791150757,4924.89883649324,0.00447030152858245,1.04869392390687,2.53946621237933,2,11.4661492781013,1839.51070544095,4199.03122239832,1899.96580107973,1809.49123912355,58358.1078473721,0.00424531231195444,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,0.00562843063497183,73.868,185.503,0.228755375981188,0.39820380263392,0.00562843063497183,0.574468085106383,1.15205658959502,0.223126945346216,1.05299709422896,1.03758925543359,11.8496054000016,-2.54711213510622,-1977.31235866856,21143.0757680422
"3",2008,3,65,1926.22604392495,6120.25272910589,2195.15086251538,1991.06654196407,5406.77423158309,0.00509763415078569,1.21379897785349,2.1984667802385,3,0,1810.52038520986,5763.30477472003,2197.60779295064,1993.29505029536,60066.8149033938,0.00463790608702214,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,0.00603563311350029,85.504,169.996,0.260364326911498,0.502976540624485,0.00603563311350029,0.517647058823529,0.916405664598416,0.254328693797998,1.09912405623089,1.00111925356804,11.1095474548429,-0.0898472847488594,-1998.85848136334,36960.0900055105
"4",2009,4,77,1947.24993608905,7555.03944274596,2428.84567081839,2098.12821148333,5735.98415895955,0.00565175711956523,1.32112436115843,1.86641113003975,4,36.4965376414598,1770.00337138837,6872.309525888,2270.2770292118,1961.15065691549,61777.5667573732,0.00487641390042705,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,0.00693753228032124,93.055,137.815,0.399618091985189,0.675216776112905,0.00693753228032124,0.591836734693878,0.810695545777548,0.392680559704867,1.15899864838591,0.934714402190419,10.7701773654443,5.73607676536983,-2027.25341265679,52347.8630713559
"5",2010,5,77,1978.73406461821,7372.26375874819,2697.96046137698,2219.61874846549,6006.96592077225,0.00568724037937916,1.44108461101647,1.99432140829074,5,48.1837875354454,1766.47497623583,6298.25053852874,2449.54594498466,2015.2475110553,62756.1977007919,0.00467953721878471,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,0.00678180603491688,101.507,136.162,0.381618341877078,0.745486993434292,0.00678180603491688,0.511904761904762,0.988005659761274,0.374836535842161,1.21534248227566,0.907925071568494,10.4472371790523,8.84318860607026,-2020.18854279738,71541.7713433982
"6",2011,6,77,2009.41330884166,7281.41439383555,2941.85994512104,2305.0242450878,6305.97898254349,0.00575309508437258,1.54514480408859,2.11655309483248,6,43.12666475128,1775.0551974161,5829.03928868114,2651.4374395088,2077.47061260927,63513.8112692842,0.00455566405410741,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,0.00683078232376902,108.839,166.985,0.352498177460642,0.651789082851753,0.00683078232376902,0.540816326530612,1.2263700591942,0.345667395136873,1.26284445385861,0.901279288943074,10.071998565981,10.1807633130085,-2005.42102938543,88844.3365616739
"7",2012,7,77,2039.2444030382,7273.54993247017,3135.11238455459,2339.46913154081,6509.72255426659,0.00584617173862078,1.62620670073822,2.35221465076661,7,41.1394088098841,1778.60189381401,5448.81463244648,2795.60559753954,2086.12393980755,64106.8475186652,0.00444763859074847,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,0.00654206309353886,114.545,186.885,0.315561245505721,0.612917034539958,0.00654206309353886,0.514851485148515,1.11917238075276,0.309019182412182,1.31444397275925,0.89170825623743,9.84786171518914,11.7273133331688,-1989.53174835133,113631.773085035
"8",2013,8,159,2068.18881999855,7339.40238856713,3145.14616134052,2235.19665739513,6740.02421173944,0.00596345756470025,1.70712663259512,2.42461669505963,8,51.3972436891311,1780.27096026342,5147.1600804352,2914.52935437265,2071.30159826884,64456.0678766318,0.00436013501398843,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,0.00675067599600084,120.249,215.897,0.4413755650952,0.556973927382039,0.00675067599600084,0.792452830188679,1.15523985338577,0.4346248890992,1.36772314287699,0.926675329177841,9.5631804651926,7.85452842880569,-1965.73836800736,132401.575614486
"9",2014,9,164,2178.21290475651,7650.64001682401,3411.70848392827,2309.17859368987,7419.8976812358,0.00644171351026583,1.74872231686542,2.42305508233958,9,52.0801780689624,1792.31382558009,4937.16452993843,3008.06604545918,2035.97750314875,64649.0991041748,0.00433086284533856,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,0.00707092874183037,123.183,254.387,0.327655781378313,0.484234650355561,0.00707092874183037,0.676646706586826,1.17827945733382,0.320584852636483,1.48739725553748,0.88168905978616,8.71293673869198,13.0531654199987,-1850.70290393971,165401.642191657
"10",2015,10,92.1557737036615,2289.60837928646,8232.8163479087,2133.43990957657,2507.63376294831,7953.28571501838,0.00704624861385286,1.79657864849517,2.42305508233958,10,48.9095914393672,1804.82493747635,4801.54817447458,1132.44747791438,2013.75781130806,64648.8497414921,0.0043256426861547,1.79657864849517,2.42305508233958,58,2271,89,74,28,0,0,0,9331,0.00709100620212106,126.551,239.109,0.384916882714958,0.529260713733067,0.00709100620212106,0.727272727272727,0.939941899546754,0.377825876512837,1.62894837255193,0.530808237359329,8.12857126701912,30.7956188159384,-1744.24393540584,202808.927474416
