"","S2","SD"
"699",1.12385556089679e-06,1.24855808360692e-07
"700",1.53760747472481e-06,0
"701",1.14019857673924e-06,1.41198856856556e-07
"702",1.13866456547972e-06,1.39664842532076e-07
"703",1.53970803473734e-06,0
"704",1.13934625081043e-06,1.40346529224796e-07
"705",1.47473095726589e-06,0
"706",1.48703223817607e-06,0
"707",1.55328738999086e-06,0
"708",1.13501954626456e-06,1.36019816034156e-07
"709",1.45768491248179e-06,0
"710",1.14164905319575e-06,1.42649336211122e-07
"711",1.50357080674252e-06,0
"712",1.43998557452038e-06,3.95107438310271e-08
"713",1.58270985736181e-06,0
"714",1.47116602250475e-06,0
"715",1.54058200724307e-06,0
"716",1.14070204197424e-06,1.4170232309748e-07
"717",1.4458513938963e-06,0
"718",1.45701541323494e-06,1.06492183904952e-08
"719",1.44158946490656e-06,3.68543705228544e-08
"720",1.49059634202145e-06,0
"721",1.1192090511322e-06,1.11999973297119e-07
"722",1.4726504701601e-06,0
"723",1.38617060641042e-06,0
"724",1.2043592097188e-06,1.11999954223445e-07
"725",1.51064937675807e-06,0
"726",1.201432435035e-06,1.11999954879044e-07
"727",1.21715508428807e-06,1.11999951357164e-07
"728",1.52843585053961e-06,0
"729",1.52087361839719e-06,0
"730",1.14138846460146e-06,1.42388747096173e-07
"731",1.51985631479939e-06,0
"732",1.44399086534849e-06,0
"733",1.43164938429295e-06,5.55463760196497e-08
"734",1.48547512151829e-06,0
"735",1.46115407765381e-06,0
"736",1.39194497467719e-06,0
"737",1.53523004895851e-06,0
"738",1.42604913628175e-06,0
"739",1.1192090511322e-06,1.11999973297119e-07
"740",1.49185211727803e-06,0
"741",1.1192090511322e-06,1.11999973297119e-07
"742",1.45610464944538e-06,0
"743",1.5613376437442e-06,0
"744",1.44294868546609e-06,0
"745",1.1192090511322e-06,1.11999973297119e-07
"746",1.49638972355149e-06,0
"747",1.14181996345887e-06,1.42820246815726e-07
"748",1.55754291538845e-06,0
"749",1.50044560967535e-06,0
"750",1.1192090511322e-06,1.11999973297119e-07
"751",1.1246668300801e-06,1.25667079164928e-07
"752",1.53559397550039e-06,0
"753",1.56246427389127e-06,0
"754",1.46601652060142e-06,0
"755",1.48843841502626e-06,0
"756",1.1192090511322e-06,1.11999973297119e-07
"757",1.4447393289307e-06,0
"758",1.1192090511322e-06,1.11999973297119e-07
"759",1.13284830774938e-06,1.33848573180827e-07
"760",1.51368566062018e-06,0
"761",1.1192090511322e-06,1.11999973297119e-07
"762",1.44805004538378e-06,0
"763",1.38744561618331e-06,0
"764",1.12350529732863e-06,1.24505544092709e-07
"765",1.47280602600062e-06,0
"766",1.62357852548807e-06,0
"767",1.47690046120905e-06,0
"768",1.43374805247418e-06,0
"769",1.55977667816673e-06,0
"770",1.52094534012949e-06,0
"771",1.1192090511322e-06,1.11999973297119e-07
"772",1.49382423165052e-06,0
"773",1.03660085291614e-06,1.48601115055718e-07
"774",1.39356485219181e-06,0
"775",1.1192090511322e-06,1.11999973297119e-07
"776",1.51012463385661e-06,0
"777",1.14363849763211e-06,1.44638784622403e-07
"778",1.49622931047506e-06,0
"779",1.60446429117764e-06,0
"780",1.14242354389752e-06,1.43423828460326e-07
"781",1.2028792242457e-06,1.11999954554963e-07
"782",1.1192090511322e-06,1.11999973297119e-07
"783",1.13897604240357e-06,1.39976320078262e-07
"784",1.53843536274674e-06,0
"785",1.14244424232085e-06,1.43444526925018e-07
"786",1.52176866602185e-06,0
"787",1.46274133431186e-06,0
"788",1.44488985214897e-06,0
"789",1.54142939069675e-06,0
"790",1e-06,1.12e-07
"791",1.1192090511322e-06,1.11999973297119e-07
"792",1.50651861046512e-06,0
"793",1.45172719183209e-06,0
"794",1.53253819535582e-06,0
"795",1.46780870971047e-06,0
"796",1.22106729204821e-06,1.11999950480828e-07
"797",1.19188683171049e-06,1.11999957017264e-07
"798",1.43547067604196e-06,0
"799",1.1192090511322e-06,1.11999973297119e-07
"800",1.55457104984558e-06,0
"801",1.53930474900969e-06,0
"802",1.22845382299099e-06,1.11999948826241e-07
"803",1.50170185954858e-06,0
"804",1.49271858122976e-06,0
"805",1.51811908521278e-06,0
"806",1.4498408373236e-06,0
"807",1.5510372605631e-06,0
"808",1.12549566951774e-06,1.26495920258589e-07
"809",1.50087083241289e-06,0
"810",1.56049320937042e-06,0
"811",1.52318686990265e-06,0
"812",1.1192090511322e-06,1.11999973297119e-07
"813",1.48919002235797e-06,0
"814",1.50817722654287e-06,0
"815",1.52799924237708e-06,0
"816",1.499227918739e-06,0
"817",1.1192090511322e-06,1.11999973297119e-07
"818",1.49513817800449e-06,0
"819",1.49255218921522e-06,0
"820",1.42200268560109e-06,0
"821",1.22360204663721e-06,1.11999949913041e-07
"822",1.13924882460901e-06,1.4024910282872e-07
"823",1.1192090511322e-06,1.11999973297119e-07
"824",1.62443340103761e-06,0
"825",1.50876606482398e-06,0
"826",1.47182660117315e-06,0
"827",1.42696976541138e-06,6.46291195919419e-08
"828",1.44771008264701e-06,0
"829",1.47102302493449e-06,0
"830",1.5580668034871e-06,0
"831",1.19618227317322e-06,1.11999956055083e-07
"832",1.50661019352854e-06,0
"833",1.43588272695715e-06,0
"834",1.1384134604852e-06,1.39413737035845e-07
"835",1.1192090511322e-06,1.11999973297119e-07
"836",1.45063075342104e-06,0
"837",1.50268565994051e-06,0
"838",1.5358610875897e-06,0
"839",1.04300257504812e-06,1.55002848557182e-07
"840",1.51044375725226e-06,0
"841",1.55140067413385e-06,0
"842",1.1192090511322e-06,1.11999973297119e-07
"843",1.38839288665432e-06,0
"844",1.54904593892581e-06,0
"845",1.65377061911247e-06,0
"846",1.46925459429217e-06,0
"847",1.1192090511322e-06,1.11999973297119e-07
"848",1.44822816506638e-06,0
"849",1.22865058281653e-06,1.11999948782167e-07
"850",1.1192090511322e-06,1.11999973297119e-07
"851",1.20242708267918e-06,1.11999954656243e-07
"852",1.12427551269757e-06,1.25275761000539e-07
"853",1.47261544702431e-06,0
"854",1.4500341217139e-06,0
"855",1.37797690783056e-06,0
"856",1.44922699168111e-06,0
"857",1.50158381778187e-06,0
"858",1.43809091500734e-06,0
"859",1.4911384616563e-06,0
"860",1.44926945400975e-06,2.58591337561073e-08
"861",1.67495790451333e-06,0
"862",1.31134594511216e-06,1.11999930258369e-07
"863",1.1192090511322e-06,1.11999973297119e-07
"864",1.45067443003747e-06,0
"865",1.56345730869408e-06,0
"866",1.52469533760288e-06,0
"867",1.04005552799382e-06,1.52055796268918e-07
"868",1.23099486216859e-06,1.11999948257047e-07
"869",1.43605464677935e-06,0
"870",1.50413380515714e-06,0
"871",1.12534272352004e-06,1.263429739553e-07
"872",1.44067561137081e-06,0
"873",1.1192090511322e-06,1.11999973297119e-07
"874",1.1192090511322e-06,1.11999973297119e-07
"875",1.48017048868506e-06,0
"876",1.14057640735993e-06,1.4157668823215e-07
"877",1.4267792202915e-06,0
"878",1.53217457934622e-06,0
"879",1.45669260676095e-06,0
"880",1.1192090511322e-06,1.11999973297119e-07
"881",1.1192090511322e-06,1.11999973297119e-07
"882",1.13896378755153e-06,1.39964065201737e-07
"883",1.14368424533537e-06,1.44684532417065e-07
"884",1.56541394273295e-06,0
"885",1.13896885994773e-06,1.39969137608072e-07
"886",1.1192090511322e-06,1.11999973297119e-07
"887",1.4556779690901e-06,0
"888",1.31039537350899e-06,1.11999930471297e-07
"889",1.22584695902961e-06,1.1199994941018e-07
"890",1.45300847060706e-06,0
"891",1.45327520805418e-06,0
"892",1.14184262464277e-06,1.42842908044897e-07
"893",1.50524887114222e-06,0
"894",1.03609072259627e-06,1.48090983829854e-07
"895",1.71165746620046e-06,0
"896",1.1192090511322e-06,1.11999973297119e-07
"897",1.2280036337865e-06,1.11999948927084e-07
"898",1.38626498277146e-06,0
"899",1.43704600349622e-06,0
"900",1.52259976252872e-06,0
"901",1.20632576597419e-06,1.11999953782936e-07
"902",1.14106317570476e-06,1.42063457549549e-07
"903",1.45654803236033e-06,0
"904",1.48309343110096e-06,0
"905",1.1192090511322e-06,1.11999973297119e-07
"906",1.54354368152432e-06,0
"907",1.1192090511322e-06,1.11999973297119e-07
"908",1.47820123160588e-06,0
"909",1.13963128725922e-06,1.40631566243092e-07
"910",1.51006399278192e-06,0
"911",1.13969269140321e-06,1.4069297050977e-07
"912",1.20498679153432e-06,1.11999954082867e-07
"913",1.23081549435725e-06,1.11999948297226e-07
"914",1.42434519501558e-06,6.62201586763757e-08
"915",1.37773974879466e-06,0
"916",1.1192090511322e-06,1.11999973297119e-07
"917",1.55517426278768e-06,0
"918",1.50889269312024e-06,0
"919",1.13453389933441e-06,1.35534168133679e-07
"920",1.43602509423553e-06,5.08353757312079e-08
"921",1.1384793977764e-06,1.39479674458794e-07
"922",1.48623378846254e-06,0
"923",1.53816044174533e-06,0
"924",1.1192090511322e-06,1.11999973297119e-07
"925",1.55655616236789e-06,0
"926",1.13891773894539e-06,1.39918016503583e-07
"927",1.50367240710987e-06,0
"928",1.49359664648585e-06,0
"929",1.1192090511322e-06,1.11999973297119e-07
"930",1.51689147061498e-06,0
"931",1.38119124357115e-06,0
"932",1.49924036395214e-06,0
"933",1.14233520063981e-06,1.43335485026108e-07
"934",1.50604848608515e-06,0
"935",1.21443456880539e-06,1.11999951966561e-07
"936",1.49102343331357e-06,0
"937",1.45193611625072e-06,0
"938",1.37858669311637e-06,0
"939",1.55517646000402e-06,0
"940",1.54828702749227e-06,0
"941",1.49544124609231e-06,0
"942",1.38816825978467e-06,0
"943",1.21915936153089e-06,1.11999950908205e-07
"944",1.1339726463118e-06,1.34972913989686e-07
"945",1.37982594403913e-06,0
"946",1.23311166122871e-06,1.11999947782883e-07
"947",1.50335034711613e-06,0
"948",1.1192090511322e-06,1.11999973297119e-07
"949",1.54859032807821e-06,0
"950",1.43953324094818e-06,0
"951",1.22770686815642e-06,1.1199994899356e-07
"952",1.44989611882209e-06,0
"953",1.38742115364457e-06,0
"954",1.45649993531671e-06,0
"955",1.20698891437316e-06,1.1199995363439e-07
"956",1.19377828792673e-06,1.11999956593577e-07
"957",1.12354968834796e-06,1.24549935200736e-07
"958",1.42339639490516e-06,0
"959",1.55282182032992e-06,0
"960",1.59721048945254e-06,0
"961",1.54128430116984e-06,0
"962",1.51710777278855e-06,0
"963",1.53075175585555e-06,0
"964",1.45763698107872e-06,9.85237973828102e-09
"965",1.22651423919246e-06,1.11999949260709e-07
"966",1.12337502681136e-06,1.24375273315158e-07
"967",1.52599030549616e-06,0
"968",1.1192090511322e-06,1.11999973297119e-07
"969",1.49929570790293e-06,0
"970",1.20139605166871e-06,1.11999954887194e-07
"971",1.34836973144879e-06,0
"972",1.43360659296833e-06,0
"973",1.47237537664545e-06,0
"974",1.1192090511322e-06,1.11999973297119e-07
"975",1.20743876158311e-06,1.11999953533624e-07
"976",1.46520046860376e-06,0
"977",1.21858506288061e-06,1.11999951036848e-07
"978",1.50057965171741e-06,0
"979",1.41515361929876e-06,0
"980",1.1192090511322e-06,1.11999973297119e-07
"981",1.46220977036743e-06,0
"982",1.31309352259036e-06,1.11999929866911e-07
"983",1.50624485457111e-06,0
"984",1.0426884022778e-06,1.54688675228889e-07
"985",1.4679211300975e-06,0
"986",1.12467178287108e-06,1.25672031965804e-07
"987",1.44790786852837e-06,0
"988",1.44351160777652e-06,0
"989",1.47244803105966e-06,0
"990",1.22644235076333e-06,1.11999949276812e-07
"991",1.50083282960348e-06,0
"992",1.51082863804445e-06,0
"993",1.57532406083816e-06,0
"994",1.40228384440449e-06,0
"995",1.50904985287268e-06,0
"996",1.14264991555545e-06,1.43650200570553e-07
"997",1.37884106449795e-06,0
"998",1.47646623247553e-06,0
"999",1.42238037207092e-06,0
"1000",1.2255162019748e-06,1.1199994948427e-07
