"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"7042",2027,22,305,3573.1100119196,18345.9993767166,"yes","no",7256.52540207836,2604.67438689915,24353.1067844469,20.9130399871792,2.43253833049404,4.70557921635434,22,25.849624942465,1005.11958912605,2016.53562691648,"no","no",2323.35446939972,833.950347145462,76581.0332703871,1.53367902383029,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3.83578308306095,0.320174510618303,3.14461041657713,97.2521303118786,-1029.61709250401,401398.547293139
"7142",2028,23,317,3739.20634425268,19974.8455433251,"yes","no",7702.64069131196,2633.14672735156,25761.6526961865,23.0133438185348,2.47241624077229,4.86509085746735,23,38.0188537588538,996.100184443595,1976.06387697784,"no","no",2277.80909562103,778.668745697983,79378.2824928559,1.50540867956684,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.07238565334059,0.295717947507306,3.08125738006732,102.194183048446,-1010.04198623123,425557.250544549
"7242",2029,24,330,3909.75504128805,21735.5007079112,"yes","no",8671.55361115156,2823.20903246942,27174.223414147,25.2873963985074,2.63192788188529,4.9049687677456,24,27.7555956172335,999.576930599189,1981.23639788547,"no","no",2494.67406410062,812.194292586604,79470.3269065669,1.51586383920459,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.2649171556145,0.287684788212862,2.92447462786349,111.28558968516,-942.191388233997,437544.450446914
"7342",2030,25,342,4085.44023474207,23634.5176125657,"yes","no",9251.641809468,2868.63724254534,28276.5032839018,27.7548906976247,2.67180579216354,4.86509085746735,25,38.6309766582016,992.664826299373,1952.85331736751,"no","no",2464.26442122883,764.089319474308,79332.797808345,1.49440467473,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.51268558592373,0.266359687499676,2.80560849450965,117.026032876908,-880.298126923605,443584.439842331
"7442",2031,26,355,4264.90429320361,25674.4906737619,"yes","no",9965.56970625672,2942.86035580486,30223.7584171555,30.4099488684487,2.75156161272005,4.9847245883021,26,27.4657527031939,996.878443528603,1963.99926380594,"no","no",2606.06324492558,769.577699446186,82290.9909240812,1.5072258837381,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.71596161278372,0.261506699741351,2.72272527421247,121.551059413519,-859.952675522503,462549.891297074
"7542",2032,27,367,4448.84036327999,27861.0378283289,"yes","no",10708.1445822237,3011.56645225811,31775.542985985,33.2727371940499,2.83131743327655,5.14423622941511,27,29.5491032595783,989.774480944389,1937.33170208079,"no","no",2650.35817537544,745.388681123992,83622.6352762881,1.48533402008059,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.98372226170377,0.247508628131081,2.63166660324801,127.581668064152,-820.912616032006,486934.288178601
"7642",2033,28,380,4635.89907141939,30196.1513164204,"yes","no",11895.2183556532,3186.11424070247,33939.7225186038,36.3353563984383,2.99082907438955,5.18411413969336,28,30.0907143662408,985.01100054203,1919.18775317253,"no","no",2790.00584119514,747.298374564963,84971.757297527,1.47073407078392,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5.24931191519084,0.234548518385894,2.50360789635066,138.348820722288,-775.404398251221,499771.646379273
"7742",2034,29,392,4826.78350207768,32684.340245901,"yes","no",12757.6114882366,3254.38551579266,35797.3774059807,39.6182873692403,3.07058489494605,5.26386996024986,29,30.7956785657737,980.961471149203,1903.92105241617,"no","no",2850.02102852691,727.022230101201,86242.2711670869,1.45838510458297,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5.52099823506924,0.223397697222151,2.40917847665227,144.587108927,-736.171057807501,516322.780495869
"7842",2035,30,257.246140957073,5020.15358529906,35326.8581132689,"yes","no",14630.5019227417,3554.42661781052,37951.325491551,43.111336091762,3.19021862578081,5.38350369108461,30,32.1086293479624,977.763354876689,1891.91149212858,"no","no",2946.42194172312,715.82237111651,87511.3555026434,1.44867107882281,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5.79613437044624,0.201388985646705,2.3058840335399,163.944504859988,-695.398747202549,536778.032126037
"7942",2036,31,302.43677743185,5068.9697595781,37617.7489816166,"yes","no",14911.050435427,3450.08080652793,38646.4820395644,44.3386252822635,3.26997444633731,5.50313742191936,31,32.5139843138215,975.993810146847,1885.07713475092,"no","no",3012.54589515048,697.035183178596,88738.5415566674,1.44330286569489,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5.91496409603667,0.202034451442334,2.29616091487503,165.345365936221,-696.095033062186,555828.440849364
"8042",2037,32,200.75946995131,5160.16855730585,39592.0989008528,"yes","no",16583.9163062326,3654.42308919846,40248.2324135649,46.2069803133523,3.42948608745031,5.54300113571834,32,31.7939991890714,974.693587906837,1880.06299203667,"no","no",3166.46392563948,697.760327976451,89956.9768246527,1.43936505589161,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.06374394168948,0.19093583609376,2.2350540987816,183.157843623317,-678.559996138026,565815.719976905
"8142",2038,33,222.009382152195,5144.85447108465,41059.1604080584,"yes","no",16993.6936272197,3566.40133760128,40686.2380902472,46.2529570516519,3.54911981828507,5.70251277683135,33,33.8440820179728,972.720376046818,1872.87804318623,"no","no",3259.30485414985,684.017815460176,91075.1315850089,1.4334156047362,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.10073687061827,0.191794963805234,2.23847511738472,188.042315018307,-689.89194499465,586853.30491763
"8242",2039,34,356.40731136855,5151.25452386603,42064.1516647881,"no","no",16632.419246724,3324.36387455488,41378.6478279322,46.5602422605155,3.62887563884157,5.78226859738785,34,37.8812916438068,972.868541527466,1873.10058589747,"no","no",3311.37914704387,661.853759702168,92668.8288676623,1.43384974690442,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.13271438136582,0.199091851757891,2.23953255439892,182.156416514486,-701.359316589761,598137.706996798
"8342",2040,35,216.97031159347,5291.54284182402,43251.2459044418,"yes","no",18791.8329740084,3577.11560026375,42717.2669196942,49.1333380416451,3.78838727995457,5.78226859738785,35,37.0772735085442,977.048575412164,1887.31006447029,"no","no",3487.04764070396,663.776254912314,92742.527117705,1.44643051969178,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6.27209362841573,0.185561868580197,2.17107820338916,203.734357087119,-665.926636839477,600758.366366374
"4943",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13544.7694912862,5.10029286138406,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,62304.3853835717,5.10029286138406,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,44,1,1.10354924415941,4.59988524896303,-6.60959064327485,-1825.95818365369,0
"5043",2007,2,65,1877.58937196902,4368.21392253577,"yes","no",1803.95126217138,1718.0488211156,14408.4564565634,5.17641759445156,1.04869392390687,2.53946621237933,2,0.129187711461825,1813.58937196902,4153.61670257143,"no","no",1901.57208701768,1811.02103525493,63373.7164285313,4.8129300034628,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,44,1.03886257923961,1.0541150012716,4.39836956995231,-3.66236143260783,-1836.99000639759,9825.69710320153
"5143",2008,3,65,1875.21843602213,4723.99321933806,"no","no",2133.23788018019,1934.90964188679,17191.0166522893,5.25909934789472,1.21379897785349,2.1984667802385,3,1.12417532612913,1748.82487700307,4266.55300287044,"no","no",2120.25038604142,1923.12960185163,64482.971511872,4.54011182478229,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,44,1.08028733250636,0.993911839715848,3.75096905646269,0.487857344808852,-1776.4572043007,17212.9238409466
"5243",2009,4,77,1872.84631827657,4967.89365197119,"no","no",2330.54923876799,2013.2160576767,17900.7624022354,5.31193864319808,1.32112436115843,1.86641113003975,4,77,1687.4703588543,4259.76413013423,"no","no",2085.64454280212,1801.65817324446,65460.1460377935,4.26141166571476,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,44,1.12313916284255,0.894915459458243,3.65683564570518,9.21115983489293,-1788.76555465134,21829.2118430675
"5343",2010,5,77,1882.50190919112,5059.6656117487,"no","no",2559.28178310606,2105.52745665114,17263.5835201923,5.38441071476882,1.44108461101647,1.99432140829074,5,2.36806074177306,1704.29907457617,4313.86932493731,"no","no",2451.31649470788,2016.70414669434,65570.5779595182,4.34957665448354,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,44,1.12073148707414,0.957814223853401,3.79820202930775,4.03987633565566,-1807.56506630488,22993.2734384755
"5443",2011,6,77,1891.76671285723,5137.38893134043,"no","no",2760.078918617,2162.59405425439,16761.9466215539,5.45162110130467,1.54514480408859,2.11655309483248,6,2.93981316231101,1645.85162789766,4123.16234814855,"no","no",2536.85682049989,1987.69369944564,66237.8442238283,4.04659043050305,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,44,1.17208610011383,0.919124740741486,3.95167970160782,8.31168266388447,-1842.23678502119,33344.5834633424
"5543",2012,7,77,1900.65879666963,5204.84991009228,"no","no",2909.74354285216,2171.29543194029,17935.5878518701,5.51458559678964,1.62620670073822,2.35221465076661,7,3.92551043383199,1590.21026022551,3917.28239065986,"no","no",2576.77693760719,1922.83062454067,66854.6751474309,3.76281934192384,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,44,1.22616779610262,0.885568401358632,3.72748725603997,12.3400200575467,-1812.98216972831,46653.2303601599
"5643",2013,8,159,1909.194645839,5264.69862491326,"no","no",2873.72297220528,2042.30126431234,16569.9809088109,5.57403121659606,1.70712663259512,2.42461669505963,8,2.6580836643266,1537.67713213571,3708.29022616757,"no","no",2618.56475057196,1860.96507996833,67462.9432273191,3.5011504187951,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,44,1.2822525603847,0.911209875098879,4.07139535033782,9.41409780874026,-1877.70286991367,57490.4535524862
"5743",2014,9,164,1999.38949513266,5593.74650399516,"no","no",3098.99599674107,2097.52247336368,17797.5405414958,6.1353998516857,1.74872231686542,2.42305508233958,9,16.3096736765997,1485.8745075402,3495.62475659695,"no","no",2558.86267370357,1731.93897958855,68027.8010886321,3.2509170855541,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,44,1.40256082463074,0.825706995554205,3.82231471421695,19.0293043788532,-1769.64996642914,75186.6090655661
"5843",2015,10,164,2091.04568857219,5974.65690730149,"no","no",3095.09523764736,1995.12598673073,18234.4437511292,6.74710589931839,1.71473594548552,2.99082907438955,10,0,1449.68608289868,3333.38245230348,"no","no",2485.82883601646,1602.38743188752,68643.8034281484,3.07877017799228,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,44,1.51932506646685,0.803151000260007,3.76451315790192,20.5240495534964,-1698.11463951025,111119.430245954
"5943",2016,11,167,2179.06602040654,6383.43871567261,"no","no",3230.42570140326,1983.20115267016,18193.4715981253,7.37498982926909,1.71475014196479,3.0307069846678,11,0,1398.55645681864,3125.09144717272,"no","no",2398.17488287554,1472.27134490585,69327.9513034187,2.84759138692993,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1.66223862307037,0.742371162362224,3.81059496696399,26.9031535107666,-1652.96173530752,132100.688991808
"6043",2017,12,180,2266.55561977406,6822.00550930722,"no","no",3305.15919428804,1932.45812803383,17732.2824612491,8.03688256468958,1.71475014196479,3.23009653605906,12,0,1349.34866457807,2924.337018858,"no","no",2313.79581414525,1352.82849170562,70124.2527609955,2.63350099946057,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1.81682014901355,0.700055784950977,3.95460950468392,30.8095843261147,-1628.23729350265,160031.035231248
"6143",2018,13,192,2363.499236451,7319.82353169271,"no","no",3386.69276367414,1885.83725468493,17572.6398371289,8.80716478452878,1.71475014196479,3.46936399772856,13,0,1301.98234929157,2732.82016113347,"no","no",2232.57441828337,1243.18097496618,71049.9601507386,2.43557802391152,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1.99197418416628,0.659219649987175,4.04321495286202,34.3964977841074,-1593.79888294234,191871.764055276
"6243",2019,14,205,2468.47805433474,7878.46878947655,"no","no",3693.91900880364,1958.96411792308,17917.0752013598,9.68747875988216,1.79449176604202,3.58899772856332,14,0,1256.3807136271,2551.42525217163,"no","no",2254.56484561782,1195.64387404544,72118.0277630554,2.25280296742455,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2.18866626659553,0.610344958902608,4.02510046715561,41.0731248255449,-1546.66762855819,218285.630066213
"6343",2020,15,217,2582.11879733806,8505.15906553028,"no","no",3923.13388927374,1981.44920278284,18256.8858984358,10.6952058466794,1.83436967632027,3.74850936967632,15,0,1212.47049680041,2380.49213789191,"no","no",2224.11911276364,1123.33128750174,73221.4421085908,2.08412743976967,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2.40968257118513,0.566924090672668,4.01062056891445,46.348990983974,-1499.42881924515,247785.649713519
"6443",2021,16,230,2703.01056794908,9201.38563620876,"yes","no",4293.40045268515,2065.19902669307,18985.8391468385,11.8326389103531,1.91412549687677,3.82826519023282,16,0.0816889532363518,1170.18188504169,2220.0035418863,"no","no",2239.56225516553,1077.26773697379,74433.1579620954,1.92851708341507,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2.65621820162865,0.521629016404672,3.92045657747447,53.5226773985767,-1444.94778661194,272308.558287289
"6543",2022,17,242,2831.78711666145,9974.22334783649,"yes","no",4803.78164052648,2200.66771865593,19797.7635661426,13.1191915446648,2.03375922771153,3.94789892106758,17,12.4989414400116,1129.53007248539,2069.98758425867,"no","no",2247.84765046932,1029.76490836129,75692.5855028441,1.78525498633039,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2.93119029882739,0.467932936731688,3.82328969885724,63.5782221058643,-1390.3697894717,299745.242214673
"6643",2023,18,255,2967.04237441306,10825.2736650742,"yes","no",5254.00561517771,2292.30524659088,20702.3374745331,14.5575020955829,2.11351504826803,3.98777683134583,18,19.3005813584004,1102.78431625313,1971.40736473298,"no","no",2253.78483622242,983.318858631418,77061.934953922,1.69400935526854,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3.19402189586062,0.428965060431551,3.72237845357894,71.2276823182944,-1338.02269919839,319074.887785208
"6743",2024,19,267,3109.41442575939,11761.4832433201,"yes","no",5712.46205697433,2373.64597481962,21428.0877540524,16.1688864384623,2.19327086882453,4.14728847245883,19,26.7704135942669,1083.81680819552,1902.73703735237,"no","no",2266.07920485517,941.602715183004,78509.2766514628,1.63092856757805,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3.45559187078897,0.396690460654967,3.6638489422191,78.0736096456442,-1293.10487293813,347168.431907353
"6843",2025,20,280,3257.49955264399,12784.5069553417,"yes","no",6164.98194737273,2439.69270097002,22116.0375946657,17.9559323168412,2.27302668938103,4.42643384440659,20,36.7259263040619,1073.01014715757,1864.10603102609,"no","no",2276.41581930635,900.855039989403,80022.0279271438,1.59559430912405,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3.70684942711211,0.369249389331379,3.61828051632742,84.086150630066,-1252.15610719242,385275.779839221
"6943",2026,21,292,3411.93816145803,13901.0148895461,"yes","no",6688.45234949516,2520.80734722193,23151.3473488089,19.941632271263,2.35278250993754,4.58594548551959,21,34.9657537185872,1072.55211606491,1861.67412830434,"no","no",2363.13081926048,890.639152432331,81606.3299039174,1.59398459536907,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3.93272732972303,0.353315041474257,3.52490629052377,89.2969433125756,-1206.81230911356,412652.505201411
"7043",2027,22,305,3571.3271578854,15112.5519953705,"yes","no",7252.18854130249,2603.11770383714,24364.4314972487,22.1280461387733,2.43253833049404,4.70557921635434,22,35.0105539891742,1070.35068270267,1853.70384592843,"no","no",2438.92412754018,875.433193519146,83177.280782358,1.58682199125097,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4.17937472313591,0.336301809260761,3.41388145222065,94.9356724591336,-1160.01052843785,437468.349136364
"7143",2028,23,317,3736.30806171075,16425.300959645,"yes","no",7695.47493048495,2630.69711293661,25821.9614980921,24.5395268866384,2.47241624077229,4.86509085746735,23,55.9024501157983,1068.27409763958,1846.50020889643,"no","no",2369.24772963206,809.927030946991,86318.6945475839,1.58012780884051,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4.44031714579747,0.307875439922037,3.34284033976124,100.414483450354,-1140.53493599107,466740.646698929
"7243",2029,24,330,3905.47753979026,17840.4971439857,"yes","no",8660.29553569471,2819.54372614217,27252.657967061,27.1770521065833,2.63192788188529,4.9049687677456,24,29.8356225046863,1087.1648568781,1909.83776546375,"no","no",2714.99670247158,883.92502165763,86562.2439441192,1.64120472132329,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4.60957462304338,0.313499313191023,3.17628629283584,107.230638390697,-1069.71994939404,482064.140098252
"7343",2030,25,342,4079.47792731099,19363.6119779971,"yes","no",9235.711681939,2863.69782119188,28341.1388981008,30.0659344354065,2.67180579216354,4.86509085746735,25,53.3602173749953,1079.30226034294,1882.11390254018,"no","no",2624.08372497592,813.644157009995,86430.69106656,1.61543591088317,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4.92406154032203,0.284123607941062,3.04965482782175,114.162420188767,-1003.02737939887,493387.532500395
"7443",2031,26,355,4256.90575165402,20995.3706428916,"yes","no",9943.56122637112,2936.36119069379,30346.4865746771,33.2054477481283,2.75156161272005,4.9847245883021,26,24.1185672024774,1095.25033744025,1935.17399042615,"no","no",2893.42436985046,854.436236114691,89765.3831779688,1.66742324067938,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.12369006309852,0.290984719053861,2.95801568188373,116.660238479641,-983.2181685276,517827.310210966
"7543",2032,27,291.028262399054,4438.40486028981,22740.3224229123,"yes","no",11069.414925661,3113.17038916215,31990.3924054192,36.6213933699564,2.83131743327655,5.14423622941511,27,31.1263588502013,1081.37676870008,1887.33932172056,"no","no",2901.59955427382,816.047991175284,91170.2707705574,1.62189555412303,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.50125911765945,0.262127634907548,2.84992661593964,129.627857951413,-939.218201867268,551179.679673528
"7643",2033,28,153.73443648299,4546.60103259348,24343.7611186313,"yes","no",12801.1296920009,3428.76106930647,33558.7161057265,39.0948694136629,2.99082907438955,5.18411413969336,28,32.3753781763972,1075.01583482663,1865.97743901592,"no","no",3047.35095844646,816.227831623648,92646.9451933295,1.60131733057582,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.77258555217318,0.238053283715318,2.76074164760791,151.114243160162,-915.447567774944,570983.187472583
"7743",2034,29,162.016213164021,4511.51819246911,25370.6187213829,"yes","no",13000.1673375225,3316.25996959732,33637.9567969469,39.265001092601,3.07058489494605,5.26386996024986,29,33.8657285080991,1070.13510127883,1850.04334598111,"no","no",3107.67588656258,792.748344965103,94028.7958872837,1.58568535717969,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.87360172382499,0.239048914208425,2.7953182904325,154.455123104413,-942.904477837246,593512.988715943
"7843",2035,30,162.065935737838,4485.71796852426,25990.4101716158,"no","no",13437.938449942,3264.69770942913,33960.7368379079,39.3001130129766,3.19021862578081,5.38350369108461,30,36.8935564229495,1066.92195041837,1839.93955929923,"no","no",3205.09768129889,778.666690401331,95442.7862832766,1.5754941994568,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.93304546417971,0.238511114873631,2.8103862038924,160.68805680629,-965.463186343958,615817.000741856
"7943",2036,31,247.298129458713,4460.7905079533,26332.4539101041,"no","no",13225.7553808764,3060.14153657366,34027.6066336339,39.1703012315496,3.26997444633731,5.50313742191936,31,36.9029029067337,1066.85320890917,1840.4290092003,"no","no",3285.50098516243,760.190835503191,96812.4845945569,1.57538304212861,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,5.94652959999122,0.248416887394807,2.84511589771537,156.965793032804,-991.431181464871,634746.022276015
"8043",2037,32,185.314321041296,4522.04873754199,26770.538814272,"no","no",14481.1057401757,3191.04885702624,35264.7972811882,40.2996395004761,3.42948608745031,5.54300113571834,32,34.1513315737643,1066.79620468333,1840.74420506214,"no","no",3469.26187240659,764.484724529982,98163.7505411883,1.57527717727272,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.03518244434146,0.239571613843108,2.78361873906342,171.531605930299,-979.777646103548,641977.49896347
"8143",2038,33,206.52563700835,4518.1965647503,27078.13735996,"no","no",14857.9058870795,3118.17175194675,35720.2063777422,40.4408108952629,3.54911981828507,5.70251277683135,33,39.7197361755419,1063.98962493899,1831.69031621906,"no","no",3549.72436128727,744.967044123531,99387.9372896317,1.56636851059832,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.0799244624304,0.238911485122149,2.78240098163491,176.297842570916,-992.598462940344,664866.266083908
"8243",2039,34,364.68806706506,4535.54718041039,27349.7394152316,"no","no",14350.2123137754,2868.21337897094,36391.9106458484,40.8580617249386,3.62887563884157,5.78226859738785,34,48.3312318884957,1066.85328657749,1841.7691035681,"no","no",3592.01373745718,717.944907988022,101163.024439976,1.57558554157802,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.09973241714609,0.250310842718964,2.77982174182758,167.081826640218,-1005.93755817695,676351.71652726
"8343",2040,35,206.112459936862,4710.08051258475,28129.0790080305,"no","no",16651.8114968147,3169.7522407896,38003.4784203061,43.874859004773,3.78838727995457,5.78226859738785,35,45.2704778942209,1078.22441298038,1879.99594812126,"no","no",3822.96558835485,727.719848526229,101316.549774232,1.61217584434396,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.22994416062226,0.229582564580805,2.66598095715619,191.857422262196,-946.857008973543,676222.440708311
"4944",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13774.68695387,5.22838059205691,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,56327.7933526285,5.22838059205691,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,45,1,1.10354924415941,4.08922493420463,-6.60959064327485,-1593.53578667121,0
"5044",2007,2,65,1877.46553883117,4787.63460635786,"yes","no",1803.82139911213,1717.92514201156,14760.702139095,5.22423966405078,1.04869392390687,2.53946621237933,2,0,1813.46553883117,4576.7555873966,"yes","no",1901.77029178675,1811.20980170167,57123.2901375693,4.87345044355183,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,45,1.0354374552992,1.0543007709759,3.8699575128119,-3.67491166005387,-1589.38773409937,9073.59911376896
