"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","start_time.oa","R_frac.oa","R_start_year.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","start_time.opt","R_frac.opt","R_start_year.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r"
"49",2006,1,44.6243865530012,1881,4019,"yes","no",1757.93450693092,1757.93450693092,10287.3207071541,5.00911834336721,1,2.75780806360023,0,0,2023,1,0,1881,4019,"yes","no",1881,1881,70184.8580668846,5.00911834336721,1,2.75780806360023,0,0,2023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"50",2006,1,44.6243865530012,1881,4019,"yes","no",1757.93450693092,1757.93450693092,10287.3207071541,5.00911834336721,1,2.75780806360023,0,0,2023,1,0,1196.13246764621,2453.151821506,"no","no",1196.13246764621,1196.13246764621,59705.69084883,2.01208636318011,1,2.75780806360023,-1,0,2023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.437463901775567,0.437463901775567,0.00218350527561345,0.449275362318841,1.20646016903435,0.435280396499953
"51",2007,2,65,1858.30190456535,4777.41551385838,"yes","no",1819.85110292792,1733.19152659802,10288.0144790179,5.06544126273379,1.04869392390687,1.98367404883589,0,0,2023,2,0,1813.67751801235,4562.56813688796,"yes","no",1901.99259306605,1811.42151720576,72176.8931824101,4.80387816284353,1.04869392390687,1.98367404883589,0,0,2023,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"52",2007,2,65,1858.30190456535,4777.41551385838,"yes","no",1819.85110292792,1733.19152659802,10288.0144790179,5.06544126273379,1.04869392390687,1.98367404883589,0,0,2023,2,65,1154.45619193035,2252.49493249282,"no","no",1081.73238071969,1030.22131497113,61790.0448883223,1.85871149913777,1.04869392390687,1.98367404883589,-1,0,2023,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.39820380263392,0.39820380263392,0.00247115600443019,0.574468085106383,1.15205658959502,0.395732646629489
"53",2008,3,65,1856.67891588286,5580.58384425375,"yes","no",2124.70538483794,1927.17041708657,10701.6601948531,5.23293147091314,1.21379897785349,1.98353208404316,0,0,2023,3,44.154712329773,1179.31252572495,2518.14916932473,"no","no",1343.86604972696,1218.92612220132,61578.3838884806,1.96973732687991,1.21379897785349,1.98353208404316,-1,0,2023,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"54",2008,3,65,1856.67891588286,5580.58384425375,"yes","no",2124.70538483794,1927.17041708657,10701.6601948531,5.23293147091314,1.21379897785349,1.98353208404316,0,0,2023,3,0,1748.7896586273,5002.76236966055,"yes","no",2122.67910012257,1925.33251711798,74481.519646359,4.59065962357364,1.21379897785349,1.98353208404316,0,0,2023,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.502976540624485,0.502976540624485,0.00260051938389183,0.517647058823529,0.916405664598416,0.500376021240594
"55",2009,4,77,1854.947909969,6219.56296501907,"yes","no",2329.93544153486,2012.68583654885,10901.2933601545,5.36373602180632,1.32112436115843,1.56729131175468,0,0,2023,4,77,1686.26326618346,5215.0671338918,"no","no",2107.08204927645,1820.17669735575,76725.3489183731,4.34606891710592,1.32112436115843,1.56729131175468,0,0,2023,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"56",2009,4,77,1854.947909969,6219.56296501907,"yes","no",2329.93544153486,2012.68583654885,10901.2933601545,5.36373602180632,1.32112436115843,1.56729131175468,0,0,2023,4,48.7652514577742,1182.39059992956,2633.10322621716,"no","no",1485.65567104638,1283.36522712137,62833.7218870024,1.99511972435921,1.32112436115843,1.56729131175468,-1,0,2023,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.675216776112905,0.675216776112905,0.00286947834403866,0.591836734693878,0.810695545777548,0.672347297768866
"57",2010,5,77,1865.14794184777,6640.17676593061,"no","no",2526.91649030333,2078.90045016497,11047.561646121,5.50761011524508,1.44108461101647,2.08986371379898,0,0,2023,5,0,1703.05023172958,5476.94903680302,"no","no",2454.23948073352,2019.10889453141,70215.4686789142,4.47504391396965,1.44108461101647,2.08986371379898,0,0,2023,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
"58",2010,5,77,1865.14794184777,6640.17676593061,"no","no",2526.91649030333,2078.90045016497,11047.561646121,5.50761011524508,1.44108461101647,2.08986371379898,0,0,2023,1,0,1865.14794184777,6640.17676593061,"no","no",1865.14794184777,1865.14794184777,69700.6646902184,5.50761011524508,1.44108461101647,2.08986371379898,4,0,2023,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.745486993434292,0.745486993434292,0.00280266086749373,0.511904761904762,0.988005659761274,0.742684332566798
