2015,0.359375
2016,0.36171875
2017,0.3734375
2018,0.3921875
2019,0.41796875
2020,0.4484375
2021,0.47421875
2022,0.50703125
2023,0.5375
2024,0.57734375
2025,0.621875
2026,0.67109375
2027,0.734375
2028,0.7953125
2029,0.865625
2030,0.95
2031,1.01796875
2032,1.0953125
2033,1.17734375
2034,1.25234375
2035,1.334375
2036,1.4140625
2037,1.503125
2038,1.596875
2039,1.7140625
2040,1.83359375
